time,steering_angle,target_speed,current_speed,estimated_dist_cones,numb_bb,size_biggest_bb,size_2_biggest_bb,conf_biggest_bb,pixel_count_color,numb_aggl,biggest_aggl_size,biggest_2_aggl_size
0,-4.017673024144937e-06,14.99065516538029,nan,inf,0,0,0,0,2,2,1,1
1,0.009712099586579453,14.99065516538029,nan,inf,0,0,0,0,1,1,1,0
2,0.01642026628975349,14.99065516538029,1.3516812592357001,inf,0,0,0,0,2,2,1,1
3,0.021271388868299587,14.99065516538029,1.8097748441507298,inf,0,0,0,0,4,3,2,1
4,0.02500290297593783,14.99065516538029,2.267548361423979,inf,0,0,0,0,3,3,1,1
5,0.028362716034098706,14.99065516538029,2.7245108505223636,inf,0,0,0,0,3,3,1,1
6,0.03125158100440614,14.99065516538029,3.180921102908717,inf,0,0,0,0,2,2,1,1
7,0.03413033345280285,14.99065516538029,3.6364236478631344,inf,0,0,0,0,2,2,1,1
8,0.03666286873036602,14.99065516538029,4.091243044034089,inf,0,0,0,0,2,1,2,0
9,0.03873318664148359,14.99065516538029,4.547109306049733,inf,0,0,0,0,1,1,1,0
10,0.0398228271676456,14.99065516538029,5.0038261061884795,inf,0,0,0,0,2,2,1,1
11,0.03993063404701195,14.99065516538029,5.459371487222336,inf,0,0,0,0,1,1,1,0
12,0.03903003055279251,14.99065516538029,5.914194682922318,inf,0,0,0,0,0,0,0,0
13,0.03734078983477011,14.99065516538029,6.368259663240515,inf,0,0,0,0,0,0,0,0
14,0.034911350751263795,14.99065516538029,6.821807205062876,inf,0,0,0,0,0,0,0,0
15,0.03184201273503566,14.99065516538029,7.275172681092181,inf,0,0,0,0,0,0,0,0
16,0.028357747581808847,14.99065516538029,7.728263419443763,inf,0,0,0,0,0,0,0,0
17,0.024772993427867422,14.99065516538029,8.181413900875137,inf,0,0,0,0,1,1,1,0
18,0.021459464403797566,14.99065516538029,8.634375743525665,inf,0,0,0,0,0,0,0,0
19,0.018525525185092394,14.99065516538029,9.086824896980273,inf,0,0,0,0,1,1,1,0
20,0.016072864475254786,14.99065516538029,9.538726786501146,inf,0,0,0,0,1,1,1,0
21,0.014088513699519075,14.99065516538029,9.990084989849814,inf,0,0,0,0,0,0,0,0
22,0.01263983085756385,14.99065516538029,10.440865321823498,inf,0,0,0,0,0,0,0,0
23,0.011619248705868232,14.99065516538029,10.891029920574686,inf,0,0,0,0,1,1,1,0
24,0.01101038923129166,14.99065516538029,11.340539726666075,inf,0,0,0,0,0,0,0,0
25,0.010788538862662934,14.99065516538029,11.789362697557635,inf,0,0,0,0,0,0,0,0
26,0.010819631084548005,14.99065516538029,12.237467404858643,inf,0,0,0,0,0,0,0,0
27,0.011023764855995325,14.99065516538029,12.684830385778463,inf,0,0,0,0,0,0,0,0
28,0.011302556725284383,14.99065516538029,13.131428068128619,inf,0,0,0,0,1,1,1,0
29,0.011609081731264313,14.99065516538029,13.577239853374792,inf,0,0,0,0,1,1,1,0
30,0.011782513551517682,14.99065516538029,14.022462854401043,inf,0,0,0,0,1,1,1,0
31,0.011734264584280238,14.99065516538029,14.466317454340839,inf,0,0,0,0,0,0,0,0
32,0.011621046490501915,14.99065516538029,14.817564813620168,inf,0,0,0,0,1,1,1,0
33,0.011408017890359584,14.99065516538029,14.817719880857975,inf,0,0,0,0,2,2,1,1
34,0.011094358277916723,14.99065516538029,14.817770845956993,inf,0,0,0,0,1,1,1,0
35,0.010924844512075841,14.99065516538029,14.81779431842581,inf,0,0,0,0,1,1,1,0
36,0.010625977432807486,14.99065516538029,14.81777458436442,inf,0,0,0,0,1,1,1,0
37,0.01039439351285456,14.99065516538029,14.817743105609397,inf,0,0,0,0,1,1,1,0
38,0.010115562246949192,14.99065516538029,14.817680602356052,inf,0,0,0,0,1,1,1,0
39,0.009618384805045321,14.99065516538029,14.817362836724485,inf,0,0,0,0,0,0,0,0
40,0.009105499238361889,14.99065516538029,14.817075618123908,inf,0,0,0,0,1,1,1,0
41,0.008594814705483688,14.99065516538029,14.817048692898316,inf,0,0,0,0,2,2,1,1
42,0.00820812486364425,14.99065516538029,14.817022621382135,inf,0,0,0,0,0,0,0,0
43,0.007661413507183733,14.99065516538029,14.816988470611298,inf,0,0,0,0,1,1,1,0
44,0.006882249793395972,14.99065516538029,14.815561370188052,inf,0,0,0,0,1,1,1,0
45,0.006001804657969017,14.99065516538029,14.812414724732866,inf,0,0,0,0,1,1,1,0
46,0.0051989213888776606,14.99065516538029,14.809908865954734,inf,0,0,0,0,0,0,0,0
47,0.004414791467412665,14.99065516538029,14.808186722302759,inf,0,0,0,0,1,1,1,0
48,0.0039361305888537396,14.99065516538029,14.808230166581826,inf,0,0,0,0,1,1,1,0
49,0.0037953923503034875,14.99065516538029,14.81088735049442,inf,0,0,0,0,0,0,0,0
50,0.003964678352355963,14.99065516538029,14.814256071575466,inf,0,0,0,0,0,0,0,0
51,0.004463867097265496,14.99065516538029,14.81745713023741,inf,0,0,0,0,1,1,1,0
52,0.0051469388159966194,14.99065516538029,14.820320285274928,inf,0,0,0,0,1,1,1,0
53,0.005989551530766723,14.99065516538029,14.82280096086928,inf,0,0,0,0,1,1,1,0
54,0.007080882163446111,14.99065516538029,14.82487869314508,inf,0,0,0,0,1,1,1,0
55,0.008216149065480165,14.99065516538029,14.826542824160517,inf,0,0,0,0,1,1,1,0
56,0.009352554029041941,14.99065516538029,14.827967259212226,inf,0,0,0,0,0,0,0,0
57,0.01029494992299873,14.99065516538029,14.833977770327184,inf,0,0,0,0,2,2,1,1
58,0.011014183363264906,14.99065516538029,14.830901399302999,inf,0,0,0,0,0,0,0,0
59,0.011286529703122487,14.99065516538029,14.829123433551237,inf,0,0,0,0,2,2,1,1
60,0.011148933061305662,14.99065516538029,14.82760270496033,inf,0,0,0,0,1,1,1,0
61,0.010712691432988409,14.99065516538029,14.82595577715691,inf,0,0,0,0,1,1,1,0
62,0.009985793716395665,14.99065516538029,14.824525069598437,inf,0,0,0,0,1,1,1,0
63,0.008956981939457997,14.99065516538029,14.823068395927548,inf,0,0,0,0,1,1,1,0
64,0.007796235308718619,14.99065516538029,14.821709617465741,inf,0,0,0,0,1,1,1,0
65,0.006673029716324904,14.99065516538029,14.820574744046246,inf,0,0,0,0,2,2,1,1
66,0.0054257794523356224,14.99065516538029,14.819638692767505,inf,0,0,0,0,0,0,0,0
67,0.004335764339242273,14.99065516538029,14.818433945407813,inf,0,0,0,0,0,0,0,0
68,0.0034708948724639986,14.99065516538029,14.81791651472827,inf,0,0,0,0,0,0,0,0
69,0.0027925040917753385,14.99065516538029,14.817793135294743,inf,0,0,0,0,0,0,0,0
70,0.0024526646364043114,14.99065516538029,14.818164886609916,inf,0,0,0,0,1,1,1,0
71,0.0023334401595251943,14.99065516538029,14.81874228065456,inf,0,0,0,0,1,1,1,0
72,0.0024626249159574866,14.99065516538029,14.819165710824494,inf,0,0,0,0,1,1,1,0
73,0.0028400306677413356,14.99065516538029,14.819571048189403,inf,0,0,0,0,1,1,1,0
74,0.003454771745566961,14.99065516538029,14.819995688886817,inf,0,0,0,0,0,0,0,0
75,0.004320152747525742,14.99065516538029,14.82044290165818,inf,0,0,0,0,1,1,1,0
76,0.0053063820104615154,14.99065516538029,14.820902337289505,inf,0,0,0,0,1,1,1,0
77,0.00650257482505113,14.99065516538029,14.821368952115556,inf,0,0,0,0,1,1,1,0
78,0.007718434994468306,14.99065516538029,14.821819654212582,inf,0,0,0,0,1,1,1,0
79,0.0089977467445446,14.99065516538029,14.82217193173345,inf,0,0,0,0,0,0,0,0
80,0.010182989662626535,14.99065516538029,14.82259279497286,inf,0,0,0,0,0,0,0,0
81,0.011356079845364674,14.99065516538029,14.823015592506712,inf,0,0,0,0,0,0,0,0
82,0.012431493550892452,14.99065516538029,14.823388247039736,inf,0,0,0,0,1,1,1,0
83,0.013349263052156687,14.99065516538029,14.823714589482268,inf,0,0,0,0,0,0,0,0
84,0.014114318525286527,14.99065516538029,14.823989152191904,inf,0,0,0,0,1,1,1,0
85,0.014773710811953179,14.99065516538029,14.824205475891018,inf,0,0,0,0,3,3,1,1
86,0.015151971670646294,14.99065516538029,14.824361285482116,inf,0,0,0,0,1,1,1,0
87,0.01545119082273217,14.99065516538029,14.824478379632112,inf,0,0,0,0,0,0,0,0
88,0.015581520336377584,14.99065516538029,14.824530406738898,inf,0,0,0,0,0,0,0,0
89,0.015542348615404544,14.99065516538029,14.824546138298237,inf,0,0,0,0,1,1,1,0
90,0.015368227877313671,14.99065516538029,14.824524377535294,inf,0,0,0,0,1,1,1,0
91,0.015158675393767005,14.99065516538029,14.824469257241,inf,0,0,0,0,0,0,0,0
92,0.014775650377800816,14.99065516538029,14.824384242839695,inf,0,0,0,0,1,1,1,0
93,0.014352397241054658,14.99065516538029,14.824288673794056,inf,0,0,0,0,1,1,1,0
94,0.013809079484428988,14.99065516538029,14.824173997028613,inf,0,0,0,0,1,1,1,0
95,0.01325612492183922,14.99065516538029,14.824056095808372,inf,0,0,0,0,0,0,0,0
