time,steering_angle,target_speed,current_speed,estimated_dist_cones,numb_bb,size_biggest_bb,size_2_biggest_bb,conf_biggest_bb,pixel_count_color,numb_aggl,biggest_aggl_size,biggest_2_aggl_size
0,-2.010241367381168e-06,15.661407651006424,nan,inf,0,0,0,0,1,1,1,0
1,-0.004836727288287783,15.661407651006424,nan,inf,0,0,0,0,1,1,1,0
2,-0.008326576175355755,15.661407651006424,1.3522145237067793,inf,0,0,0,0,1,1,1,0
3,-0.010538884576071623,15.661407651006424,1.8125611396144112,inf,0,0,0,0,2,2,1,1
4,-0.01254496804718516,15.661407651006424,2.270803621709879,inf,0,0,0,0,1,1,1,0
5,-0.013189674830601211,15.661407651006424,2.7279681708211414,inf,0,0,0,0,0,0,0,0
6,-0.013659224217765942,15.661407651006424,3.183632845161668,inf,0,0,0,0,1,1,1,0
7,-0.013819789160469009,15.661407651006424,3.6383029851549566,inf,0,0,0,0,0,0,0,0
8,-0.01366672600371218,15.661407651006424,4.091230531271108,inf,0,0,0,0,0,0,0,0
9,-0.013431494513898991,15.661407651006424,4.546921313391809,inf,0,0,0,0,0,0,0,0
10,-0.013584857025500552,15.661407651006424,5.003455116773666,inf,0,0,0,0,0,0,0,0
11,-0.01432356922464242,15.661407651006424,5.458815657024676,inf,0,0,0,0,0,0,0,0
12,-0.015593538378263966,15.661407651006424,5.913632417704028,inf,0,0,0,0,0,0,0,0
13,-0.01719005989738669,15.661407651006424,6.3678532490287285,inf,0,0,0,0,0,0,0,0
14,-0.018928146236158218,15.661407651006424,6.821713791495327,inf,0,0,0,0,0,0,0,0
15,-0.0206147817822191,15.661407651006424,7.275474128482405,inf,0,0,0,0,1,1,1,0
16,-0.02196384002069475,15.661407651006424,7.729283169710636,inf,0,0,0,0,0,0,0,0
17,-0.023015019848655657,15.661407651006424,8.182693633515418,inf,0,0,0,0,0,0,0,0
18,-0.023564351242433446,15.661407651006424,8.635484927826186,inf,0,0,0,0,1,1,1,0
19,-0.02358496220010791,15.661407651006424,9.087783607485118,inf,0,0,0,0,0,0,0,0
20,-0.023037387613843847,15.661407651006424,9.539558293374524,inf,0,0,0,0,0,0,0,0
21,-0.02212483117836459,15.661407651006424,9.990777623944716,inf,0,0,0,0,0,0,0,0
22,-0.020799531638716284,15.661407651006424,10.441413978793653,inf,0,0,0,0,0,0,0,0
23,-0.019211952980554378,15.661407651006424,10.891430119836391,inf,0,0,0,0,0,0,0,0
24,-0.017393761741111298,15.661407651006424,11.340805067929198,inf,0,0,0,0,0,0,0,0
