time,steering_angle,target_speed,current_speed,estimated_dist_cones,numb_bb,size_biggest_bb,size_2_biggest_bb,conf_biggest_bb,pixel_count_color,numb_aggl,biggest_aggl_size,biggest_2_aggl_size
0,-4.487586108796223e-06,15.557840310550976,nan,inf,0,0,0,0,3,1,3,0
1,-0.004176698064719412,15.557840310550976,nan,inf,0,0,0,0,4,2,3,1
2,-0.00709506109740912,15.557840310550976,1.3484491197123267,inf,0,0,0,0,4,1,6,0
3,-0.009946274603003551,15.557840310550976,1.8076145825518095,inf,0,0,0,0,3,1,3,0
4,-0.011613615260812043,15.557840310550976,2.266771978093921,inf,0,0,0,0,4,1,6,0
5,-0.012272150951630631,15.557840310550976,2.72388730043744,inf,0,0,0,0,3,1,3,0
6,-0.012130427530291307,15.557840310550976,3.1809530222037727,inf,0,0,0,0,4,1,6,0
7,-0.01133883627763553,15.557840310550976,3.6370592517319964,inf,0,0,0,0,4,2,3,1
8,-0.010322783338010403,15.557840310550976,4.090196186147429,inf,0,0,0,0,2,2,1,1
9,-0.009334870854487162,15.557840310550976,4.547802326020824,inf,0,0,0,0,1,1,1,0
10,-0.008495733488017902,15.557840310550976,5.004589421745846,inf,0,0,0,0,0,0,0,0
11,-0.008366331792697733,15.557840310550976,5.460466515014135,inf,0,0,0,0,1,1,1,0
12,-0.008903368528462043,15.557840310550976,5.914748740645714,inf,0,0,0,0,0,0,0,0
13,-0.010110885622656886,15.557840310550976,6.368618789479173,inf,0,0,0,0,1,1,1,0
14,-0.011779574242791455,15.557840310550976,6.821990768819993,inf,0,0,0,0,1,1,1,0
15,-0.01386527673376791,15.557840310550976,7.275173148716986,inf,0,0,0,0,0,0,0,0
16,-0.016052146211205626,15.557840310550976,7.728152034817811,inf,0,0,0,0,1,1,1,0
17,-0.01806630593633631,15.557840310550976,8.180996525674527,inf,0,0,0,0,0,0,0,0
18,-0.01963177770985433,15.557840310550976,8.633988405077348,inf,0,0,0,0,1,1,1,0
19,-0.020781935175258146,15.557840310550976,9.086418154728735,inf,0,0,0,0,0,0,0,0
20,-0.021214175282130883,15.557840310550976,9.538326667646572,inf,0,0,0,0,0,0,0,0
21,-0.0212533197430684,15.557840310550976,9.989706868307294,inf,0,0,0,0,1,1,1,0
22,-0.020685133653788206,15.557840310550976,10.440521711981436,inf,0,0,0,0,0,0,0,0
23,-0.019718788329049802,15.557840310550976,10.890730006379394,inf,0,0,0,0,2,2,1,1
24,-0.018456265009855623,15.557840310550976,11.340292947890951,inf,0,0,0,0,2,2,1,1
25,-0.01690017677504055,15.557840310550976,11.789174765923157,inf,0,0,0,0,2,2,1,1
26,-0.015136426736764807,15.557840310550976,12.23733989235681,inf,0,0,0,0,2,2,1,1
27,-0.013337004288070123,15.557840310550976,12.68476090882955,inf,0,0,0,0,2,2,1,1
28,-0.011572781569226188,15.557840310550976,13.131418604558016,inf,0,0,0,0,2,2,1,1
29,-0.009920752555102342,15.557840310550976,13.57728502334873,inf,0,0,0,0,2,1,2,0
30,-0.008486942556282724,15.557840310550976,14.02250183852783,inf,0,0,0,0,1,1,1,0
31,-0.007174790204131716,15.557840310550976,14.466447566965142,inf,0,0,0,0,2,2,1,1
32,-0.006191086757269574,15.557840310550976,14.909759919383657,inf,0,0,0,0,1,1,1,0
33,-0.005417504954010791,15.557840310550976,15.352270589606343,inf,0,0,0,0,1,1,1,0
34,-0.004831683858274797,15.557840310550976,15.366998137985231,inf,0,0,0,0,1,1,1,0
35,-0.004345692514730489,15.557840310550976,15.367039478246408,inf,0,0,0,0,3,1,3,0
36,-0.0039031166268855095,15.557840310550976,15.367031394009576,inf,0,0,0,0,2,2,1,1
37,-0.003386996238512369,15.557840310550976,15.36698882860526,inf,0,0,0,0,1,1,1,0
38,-0.0028587280297031332,15.557840310550976,15.36691264353527,inf,0,0,0,0,1,1,1,0
