time,black_car_angle,distance_sensors,num_pixel_black,agglomerate_count,agglomerate_size_1,agglomerate_size_2
10, 0.003906, 12.115865, 4, 1, 4, 0
20, -0.031250, 12.118531, 2, 1, 2, 0
30, -0.046875, 12.121376, 19, 1, 19, 0
40, -0.046875, 12.124886, 4, 1, 4, 0
50, -0.036458, 12.129422, 10, 1, 10, 0
60, -0.035156, 12.134774, 18, 1, 18, 0
70, 99999.990000, 12.140605, 0, 1, 0, 0
80, -0.024740, 12.146821, 10, 1, 10, 0
90, -0.039062, 12.153222, 18, 1, 18, 0
100, -0.046875, 12.159623, 13, 1, 13, 0
110, -0.019531, 12.165884, 5, 1, 5, 0
120, 99999.990000, 12.171900, 0, 1, 0, 0
130, 99999.990000, 12.177611, 0, 1, 0, 0
140, 99999.990000, 12.182988, 0, 1, 0, 0
150, 99999.990000, 12.187973, 0, 1, 0, 0
160, 99999.990000, 12.192635, 0, 1, 0, 0
170, 99999.990000, 12.197022, 0, 1, 0, 0
180, 0.002604, 12.201179, 3, 1, 3, 0
190, 0.001302, 12.205159, 6, 1, 6, 0
200, -0.003906, 12.209015, 9, 1, 9, 0
210, -0.026042, 12.212800, 18, 1, 18, 0
220, -0.044271, 12.216563, 18, 1, 18, 0
230, -0.058594, 12.220349, 18, 1, 18, 0
240, -0.065104, 12.224193, 13, 1, 13, 0
250, -0.074219, 12.228127, 11, 1, 11, 0
260, -0.084635, 12.232175, 10, 1, 10, 0
270, -0.092969, 12.236361, 5, 2, 4, 1
280, -0.105990, 12.240692, 3, 1, 3, 0
290, -0.119010, 12.245184, 2, 1, 2, 0
300, -0.128906, 12.249844, 1, 1, 1, 0
310, 99999.990000, 12.254681, 0, 1, 0, 0
320, 99999.990000, 12.259688, 0, 1, 0, 0
330, 99999.990000, 12.264861, 0, 1, 0, 0
340, 99999.990000, 12.270192, 0, 1, 0, 0
350, -0.045573, 12.275672, 2, 1, 2, 0
360, -0.091146, 12.281289, 2, 1, 2, 0
370, -0.136719, 12.287039, 2, 1, 2, 0
380, -0.135417, 12.292921, 3, 1, 3, 0
390, -0.132812, 12.298930, 4, 1, 4, 0
400, -0.126302, 12.305044, 6, 2, 5, 1
410, -0.118490, 12.311255, 9, 1, 9, 0
420, -0.113281, 12.317562, 10, 1, 10, 0
430, -0.111979, 12.323967, 10, 1, 10, 0
440, -0.113281, 12.330474, 10, 1, 10, 0
450, -0.113281, 12.337080, 10, 1, 10, 0
460, -0.113281, 12.343785, 10, 1, 10, 0
470, -0.113281, 12.350584, 10, 1, 10, 0
480, -0.113281, 12.357479, 10, 1, 10, 0
490, -0.113281, 12.364470, 10, 1, 10, 0
500, -0.113281, 12.371558, 10, 1, 10, 0
510, -0.114583, 12.378747, 11, 1, 11, 0
520, -0.117188, 12.386037, 10, 1, 10, 0
530, -0.119792, 12.393429, 10, 1, 10, 0
540, -0.121094, 12.400923, 10, 1, 10, 0
550, -0.122396, 12.408519, 9, 1, 9, 0
560, -0.123698, 12.416217, 9, 1, 9, 0
570, -0.125000, 12.424014, 9, 1, 9, 0
580, -0.128038, 12.431911, 6, 2, 5, 1
590, -0.134549, 12.439908, 4, 1, 4, 0
600, -0.143663, 12.447984, 4, 1, 4, 0
610, -0.151042, 12.456128, 3, 1, 3, 0
620, -0.154948, 12.464361, 3, 1, 3, 0
630, -0.157552, 12.472679, 2, 1, 2, 0
640, -0.158854, 12.481086, 2, 1, 2, 0
650, -0.161458, 12.489575, 1, 1, 1, 0
660, -0.162760, 12.498069, 1, 1, 1, 0
670, 99999.990000, 12.506659, 0, 1, 0, 0
680, 99999.990000, 12.515352, 0, 1, 0, 0
690, 99999.990000, 12.524125, 0, 1, 0, 0
700, 99999.990000, 12.532981, 0, 1, 0, 0
710, 99999.990000, 12.541908, 0, 1, 0, 0
720, 99999.990000, 12.550915, 0, 1, 0, 0
730, 99999.990000, 12.559708, 0, 1, 0, 0
740, 99999.990000, 12.567902, 0, 1, 0, 0
750, -0.010417, 12.575184, 1, 1, 1, 0
760, -0.022135, 12.581156, 2, 1, 2, 0
770, -0.033854, 12.585700, 2, 1, 2, 0
780, -0.033854, 12.588761, 3, 1, 3, 0
790, -0.033854, 12.590312, 4, 1, 4, 0
800, -0.033854, 12.590341, 4, 1, 4, 0
810, -0.036458, 12.588874, 5, 1, 5, 0
820, -0.037760, 12.585914, 5, 1, 5, 0
830, -0.040365, 12.581452, 6, 1, 6, 0
840, -0.041667, 12.575478, 6, 1, 6, 0
850, -0.044271, 12.567971, 7, 1, 7, 0
860, -0.045573, 12.558915, 7, 1, 7, 0
870, -0.048177, 12.548307, 8, 1, 8, 0
880, -0.054688, 12.536347, 12, 1, 12, 0
890, -0.063802, 12.523346, 16, 1, 16, 0
900, -0.072917, 12.509550, 17, 1, 17, 0
910, -0.076823, 12.495156, 17, 1, 17, 0
920, -0.083333, 12.481011, 13, 1, 13, 0
930, -0.104167, 12.467868, 1, 1, 1, 0
940, 99999.990000, 12.456223, 0, 1, 0, 0
950, -0.026042, 12.446546, 17, 1, 17, 0
960, 99999.990000, 12.438930, 0, 1, 0, 0
970, -0.013021, 12.432943, 7, 1, 7, 0
980, -0.044271, 12.428037, 11, 1, 11, 0
990, 99999.990000, 12.423803, 0, 1, 0, 0
1000, -0.023438, 12.420157, 17, 1, 17, 0
1010, -0.054688, 12.416756, 11, 1, 11, 0
1020, 99999.990000, 12.413683, 0, 1, 0, 0
1030, 99999.990000, 12.410977, 0, 1, 0, 0
1040, -0.010417, 12.408679, 7, 1, 7, 0
1050, -0.032552, 12.406835, 16, 1, 16, 0
1060, -0.053385, 12.405426, 17, 1, 17, 0
1070, -0.063802, 12.404186, 17, 1, 17, 0
1080, -0.062500, 12.403413, 17, 1, 17, 0
1090, -0.062500, 12.403106, 17, 1, 17, 0
1100, -0.058333, 12.403389, 15, 2, 9, 6
1110, -0.036198, 12.404008, 2, 1, 2, 0
1120, 99999.990000, 12.404917, 0, 1, 0, 0
