time,black_car_angle,distance_sensors,num_pixel_black,agglomerate_count,agglomerate_size_1,agglomerate_size_2
10, -0.081771, 7.733699, 30, 2, 19, 11
20, -0.166580, 7.731693, 30, 2, 23, 7
30, -0.253819, 7.729732, 28, 1, 28, 0
40, -0.238455, 7.728339, 22, 1, 22, 0
50, -0.237760, 7.727405, 30, 2, 21, 9
60, -0.233854, 7.726818, 29, 1, 29, 0
70, -0.248958, 7.726112, 30, 2, 18, 12
80, -0.249124, 7.725178, 33, 2, 27, 6
90, -0.246098, 7.723943, 37, 3, 17, 14
100, -0.246318, 7.722375, 39, 3, 24, 11
110, -0.236714, 7.719598, 37, 2, 27, 10
120, -0.236362, 7.715565, 37, 3, 17, 11
130, -0.235614, 7.711510, 41, 3, 21, 15
140, -0.240842, 7.707469, 41, 3, 26, 14
150, -0.237316, 7.703461, 43, 2, 30, 13
160, -0.231025, 7.699500, 44, 3, 31, 12
170, -0.227006, 7.695598, 43, 2, 31, 12
180, -0.224795, 7.691767, 42, 2, 30, 12
190, -0.224322, 7.688009, 42, 2, 30, 12
200, -0.221718, 7.684343, 43, 2, 31, 12
210, -0.220779, 7.680759, 43, 2, 31, 12
220, -0.219113, 7.677212, 43, 2, 31, 12
230, -0.220592, 7.673695, 41, 2, 28, 13
240, -0.222895, 7.670190, 42, 2, 26, 16
250, -0.227412, 7.666700, 42, 3, 24, 16
260, -0.227951, 7.663210, 35, 3, 22, 9
270, -0.227220, 7.659693, 35, 3, 21, 9
280, -0.222573, 7.656149, 37, 3, 20, 9
290, -0.219066, 7.652665, 37, 3, 20, 9
300, -0.209907, 7.649306, 31, 4, 11, 9
310, -0.194149, 7.645909, 25, 3, 10, 9
320, -0.177155, 7.642474, 24, 3, 10, 9
330, -0.164484, 7.639001, 25, 3, 11, 9
340, -0.160009, 7.635488, 24, 3, 10, 9
350, -0.156671, 7.631922, 25, 3, 10, 9
360, -0.155633, 7.628292, 26, 3, 9, 9
370, -0.156104, 7.624589, 27, 3, 10, 9
380, -0.159063, 7.620806, 29, 3, 13, 9
390, -0.167627, 7.616960, 36, 3, 21, 9
400, -0.175167, 7.613040, 34, 3, 21, 9
410, -0.181870, 7.608135, 34, 3, 23, 9
420, -0.181930, 7.604384, 33, 2, 24, 9
430, -0.179414, 7.599145, 33, 2, 25, 8
440, -0.172980, 7.594672, 37, 2, 26, 11
450, -0.163713, 7.590151, 42, 2, 29, 13
460, -0.152902, 7.585601, 47, 2, 31, 16
470, -0.141684, 7.581037, 52, 2, 32, 20
480, -0.130930, 7.576458, 53, 2, 32, 21
490, -0.123268, 7.571867, 52, 2, 32, 20
500, -0.116830, 7.567270, 50, 2, 32, 18
510, -0.110630, 7.562659, 49, 2, 32, 17
520, -0.104023, 7.558037, 48, 2, 31, 17
530, -0.098131, 7.553404, 47, 2, 32, 15
540, -0.092934, 7.548767, 48, 2, 32, 16
550, -0.086912, 7.544127, 48, 2, 32, 16
560, -0.080566, 7.539488, 48, 2, 31, 17
570, -0.073914, 7.534852, 52, 2, 30, 22
580, -0.067142, 7.530213, 51, 2, 29, 22
590, -0.059556, 7.525580, 51, 2, 29, 22
600, -0.051831, 7.520960, 48, 2, 27, 21
610, -0.044936, 7.516351, 50, 2, 27, 23
620, -0.038357, 7.511743, 49, 2, 27, 22
630, -0.030577, 7.507139, 50, 3, 27, 22
640, -0.023081, 7.502544, 49, 2, 27, 22
650, -0.016521, 7.497961, 48, 2, 26, 22
660, -0.009066, 7.493742, 43, 2, 25, 18
670, -0.001613, 7.489880, 41, 3, 25, 15
680, 0.007806, 7.486331, 37, 4, 24, 9
690, 0.011886, 7.483036, 37, 3, 24, 10
700, 0.015434, 7.479998, 35, 3, 22, 9
710, 0.018269, 7.477186, 35, 3, 22, 9
720, 0.022194, 7.474595, 38, 3, 22, 10
730, 0.026608, 7.472198, 37, 3, 21, 10
740, 0.029685, 7.470055, 37, 3, 21, 9
750, 0.034688, 7.468311, 38, 3, 21, 10
760, 0.038399, 7.466871, 38, 3, 19, 10
