time,black_car_angle,distance_sensors,num_pixel_black,agglomerate_count,agglomerate_size_1,agglomerate_size_2
10, 0.018880, 6.951745, 40, 4, 19, 17
20, 0.038151, 6.950120, 45, 3, 24, 11
30, 0.060168, 6.949165, 44, 3, 32, 11
40, 0.047717, 6.948250, 32, 2, 17, 15
50, 0.036548, 6.946925, 18, 2, 13, 5
60, 0.034062, 6.945189, 12, 1, 12, 0
70, 0.047164, 6.943141, 16, 1, 16, 0
80, 0.058594, 6.940876, 14, 1, 14, 0
90, 0.058838, 6.938635, 32, 1, 32, 0
100, 0.057536, 6.936895, 19, 1, 19, 0
110, 0.057536, 6.935109, 18, 1, 18, 0
120, 0.064520, 6.933349, 29, 1, 29, 0
130, 0.065985, 6.931682, 32, 1, 32, 0
140, 0.065933, 6.930166, 25, 1, 25, 0
150, 0.060007, 6.928853, 23, 1, 23, 0
160, 0.062448, 6.927782, 22, 1, 22, 0
170, 0.065104, 6.926987, 22, 1, 22, 0
180, 0.067708, 6.926492, 23, 1, 23, 0
190, 0.067208, 6.926317, 26, 1, 26, 0
200, 0.067166, 6.926471, 31, 1, 31, 0
210, 0.070717, 6.926955, 33, 1, 33, 0
220, 0.078885, 6.927765, 27, 1, 27, 0
230, 0.088268, 6.928897, 23, 1, 23, 0
240, 0.086019, 6.930340, 16, 1, 16, 0
250, 0.080956, 6.932081, 16, 1, 16, 0
260, 0.075521, 6.934105, 17, 1, 17, 0
270, 0.076823, 6.936397, 17, 1, 17, 0
280, 0.080729, 6.938948, 17, 1, 17, 0
290, 0.083333, 6.941750, 17, 1, 17, 0
300, 0.085938, 6.944794, 17, 1, 17, 0
310, 0.087240, 6.948070, 18, 1, 18, 0
320, 0.088542, 6.951569, 18, 1, 18, 0
330, 0.089844, 6.955286, 18, 1, 18, 0
340, 0.091146, 6.959215, 17, 1, 17, 0
350, 0.093750, 6.963352, 18, 1, 18, 0
360, 0.096354, 6.967695, 18, 1, 18, 0
370, 0.097656, 6.972246, 18, 1, 18, 0
380, 0.098958, 6.977003, 17, 1, 17, 0
390, 0.101562, 6.981965, 18, 1, 18, 0
400, 0.104167, 6.987126, 18, 1, 18, 0
410, 0.106771, 6.992485, 17, 1, 17, 0
420, 0.108073, 6.998045, 17, 1, 17, 0
430, 0.110677, 7.003801, 18, 1, 18, 0
440, 0.113281, 7.009751, 17, 1, 17, 0
450, 0.115885, 7.015892, 17, 1, 17, 0
460, 0.117188, 7.022229, 17, 1, 17, 0
470, 0.118490, 7.028768, 18, 1, 18, 0
480, 0.119792, 7.035504, 18, 1, 18, 0
490, 0.122396, 7.042438, 17, 1, 17, 0
500, 0.123698, 7.049565, 17, 1, 17, 0
510, 0.125000, 7.056882, 17, 1, 17, 0
520, 0.126302, 7.064392, 18, 1, 18, 0
530, 0.127604, 7.072094, 18, 1, 18, 0
540, 0.128906, 7.079986, 18, 1, 18, 0
550, 0.128906, 7.088113, 18, 1, 18, 0
560, 0.130208, 7.096478, 17, 1, 17, 0
570, 0.131510, 7.105030, 17, 1, 17, 0
580, 0.134115, 7.113770, 18, 1, 18, 0
590, 0.135417, 7.122701, 18, 1, 18, 0
600, 0.136102, 7.131833, 19, 1, 19, 0
610, 0.135060, 7.141144, 20, 1, 20, 0
620, 0.134626, 7.150644, 21, 1, 21, 0
630, 0.135717, 7.160335, 22, 1, 22, 0
640, 0.139126, 7.170212, 22, 1, 22, 0
650, 0.144117, 7.180291, 24, 1, 24, 0
660, 0.150154, 7.190567, 24, 1, 24, 0
670, 0.155413, 7.201009, 21, 1, 21, 0
680, 0.158737, 7.211607, 19, 1, 19, 0
690, 0.160039, 7.222379, 18, 1, 18, 0
700, 0.159574, 7.233326, 16, 1, 16, 0
710, 0.157273, 7.244439, 14, 2, 12, 2
720, 0.150763, 7.255721, 13, 1, 13, 0
730, 0.144903, 7.267175, 13, 1, 13, 0
740, 0.140625, 7.278807, 13, 1, 13, 0
750, 0.140625, 7.290533, 13, 1, 13, 0
760, 0.140625, 7.301844, 13, 1, 13, 0
770, 0.136632, 7.312300, 15, 2, 14, 1
780, 0.128207, 7.321603, 17, 2, 14, 3
790, 0.115475, 7.329545, 18, 2, 13, 5
800, 0.105015, 7.336276, 20, 2, 13, 7
810, 0.098435, 7.341712, 21, 2, 13, 8
820, 0.095854, 7.345918, 25, 2, 15, 10
830, 0.096209, 7.349201, 29, 2, 17, 12
840, 0.096218, 7.351859, 29, 2, 16, 13
850, 0.098746, 7.354152, 33, 2, 25, 8
860, 0.111843, 7.356146, 39, 3, 30, 8
870, 0.125674, 7.357970, 38, 3, 25, 8
880, 0.135654, 7.359766, 39, 3, 21, 10
890, 0.127782, 7.361333, 27, 3, 16, 8
900, 0.122437, 7.362601, 34, 1, 34, 0
910, 0.122897, 7.363622, 30, 2, 27, 3
920, 0.126899, 7.363872, 31, 2, 22, 9
930, 0.125833, 7.363248, 33, 2, 18, 15
940, 0.119062, 7.362518, 34, 1, 34, 0
950, 0.117424, 7.361683, 32, 1, 32, 0
960, 0.117269, 7.360777, 32, 2, 27, 5
970, 0.116303, 7.359842, 31, 2, 22, 9
980, 0.111583, 7.358913, 32, 2, 19, 13
990, 0.082856, 7.358024, 17, 1, 17, 0
1000, 0.078613, 7.357213, 34, 1, 34, 0
1010, 0.075521, 7.356482, 34, 1, 34, 0
1020, 0.096354, 7.355838, 35, 1, 35, 0
1030, 0.095052, 7.355302, 33, 1, 33, 0
1040, 0.096354, 7.354875, 31, 1, 31, 0
1050, 0.098958, 7.354562, 29, 1, 29, 0
1060, 0.101562, 7.354370, 29, 1, 29, 0
1070, 0.101562, 7.354261, 29, 1, 29, 0
1080, 0.098958, 7.354235, 29, 1, 29, 0
1090, 0.093750, 7.354341, 31, 1, 31, 0
1100, 0.083333, 7.354576, 33, 1, 33, 0
1110, 0.074219, 7.354932, 34, 1, 34, 0
1120, 0.065104, 7.355400, 34, 1, 34, 0
1130, 0.061198, 7.355941, 34, 1, 34, 0
1140, 0.055990, 7.356565, 34, 1, 34, 0
1150, 0.053385, 7.357271, 34, 1, 34, 0
1160, 0.048177, 7.358048, 34, 1, 34, 0
1170, 0.045093, 7.358888, 38, 3, 34, 3
1180, 0.039639, 7.359780, 37, 3, 34, 2
1190, 0.036443, 7.360717, 33, 3, 15, 15
1200, 0.030412, 7.361688, 27, 4, 13, 11
1210, 0.024981, 7.362685, 25, 5, 10, 8
1220, 0.018270, 7.363698, 23, 5, 8, 7
1230, 0.014103, 7.364721, 20, 5, 10, 4
1240, 0.012055, 7.365745, 15, 4, 12, 1
1250, 0.010388, 7.366765, 18, 2, 17, 1
1260, 0.006872, 7.367777, 20, 2, 19, 1
1270, -0.004533, 7.368780, 26, 2, 25, 1
1280, -0.016396, 7.369739, 26, 1, 26, 0
1290, -0.026943, 7.370572, 27, 1, 27, 0
1300, -0.029948, 7.371288, 27, 1, 27, 0
1310, -0.032552, 7.371941, 28, 1, 28, 0
1320, -0.035156, 7.372537, 27, 1, 27, 0
1330, -0.037760, 7.373086, 27, 1, 27, 0
1340, -0.041667, 7.373611, 27, 1, 27, 0
1350, -0.041853, 7.374122, 28, 2, 26, 2
1360, -0.040057, 7.374609, 29, 2, 25, 4
1370, -0.037742, 7.375068, 27, 2, 23, 4
1380, -0.038672, 7.375496, 28, 2, 23, 5
1390, -0.039929, 7.375893, 29, 2, 22, 7
1400, -0.038652, 7.376260, 29, 2, 21, 8
1410, -0.036099, 7.376601, 29, 2, 20, 9
1420, -0.035336, 7.376925, 30, 2, 20, 10
1430, -0.036156, 7.377272, 31, 2, 20, 11
1440, -0.029327, 7.377592, 23, 3, 12, 7
1450, -0.013908, 7.377882, 19, 3, 13, 5
1460, 0.009199, 7.378173, 16, 2, 13, 3
1470, 0.026455, 7.378475, 15, 2, 14, 1
1480, 0.034473, 7.378795, 14, 1, 14, 0
1490, 0.034635, 7.379134, 15, 1, 15, 0
1500, 0.031250, 7.379490, 16, 1, 16, 0
1510, 0.018229, 7.379862, 20, 2, 16, 4
1520, -0.009115, 7.380233, 32, 2, 16, 16
1530, -0.035156, 7.380585, 34, 1, 34, 0
1540, -0.050781, 7.380957, 34, 1, 34, 0
1550, -0.050781, 7.381347, 34, 1, 34, 0
1560, -0.050781, 7.381751, 34, 1, 34, 0
1570, -0.050781, 7.382176, 34, 1, 34, 0
1580, -0.050781, 7.382620, 34, 1, 34, 0
1590, -0.050781, 7.383092, 34, 1, 34, 0
1600, -0.053385, 7.383589, 34, 1, 34, 0
1610, -0.055990, 7.384101, 34, 1, 34, 0
1620, -0.058594, 7.384628, 34, 1, 34, 0
1630, -0.058594, 7.385168, 34, 1, 34, 0
1640, -0.058594, 7.385722, 34, 1, 34, 0
1650, -0.058594, 7.386276, 34, 1, 34, 0
1660, -0.058594, 7.386842, 34, 1, 34, 0
1670, -0.058216, 7.387417, 31, 2, 17, 14
1680, -0.053924, 7.387999, 27, 2, 17, 10
1690, -0.030486, 7.388591, 16, 1, 16, 0
1700, -0.007427, 7.389198, 16, 1, 16, 0
1710, 0.010417, 7.389824, 15, 1, 15, 0
1720, 0.009115, 7.390469, 15, 1, 15, 0
