time,black_car_angle,distance_sensors,num_pixel_black,agglomerate_count,agglomerate_size_1,agglomerate_size_2
10, 0.007812, 10.539820, 21, 1, 21, 0
20, 0.015625, 10.541859, 21, 1, 21, 0
30, 99999.990000, 10.543893, 0, 1, 0, 0
40, 0.015625, 10.546898, 15, 1, 15, 0
50, 0.023438, 10.550636, 21, 1, 21, 0
60, 99999.990000, 10.554772, 0, 1, 0, 0
70, 0.009115, 10.559148, 20, 1, 20, 0
80, 0.002604, 10.563606, 8, 1, 8, 0
90, 99999.990000, 10.568042, 0, 1, 0, 0
100, 0.013021, 10.572370, 17, 1, 17, 0
110, 0.022135, 10.576516, 20, 1, 20, 0
120, 0.031250, 10.580427, 20, 1, 20, 0
130, 0.009115, 10.584098, 6, 1, 6, 0
140, -0.014323, 10.587547, 2, 1, 2, 0
150, 99999.990000, 10.590800, 0, 1, 0, 0
160, 99999.990000, 10.593866, 0, 1, 0, 0
170, -0.015625, 10.596806, 1, 1, 1, 0
180, -0.026042, 10.599657, 5, 1, 5, 0
190, -0.032552, 10.602460, 8, 1, 8, 0
200, -0.006510, 10.605254, 21, 1, 21, 0
210, 0.014323, 10.608075, 21, 1, 21, 0
220, 0.031250, 10.610954, 21, 1, 21, 0
230, 0.031250, 10.613914, 21, 1, 21, 0
240, 0.032552, 10.616980, 20, 1, 20, 0
250, 0.040365, 10.620172, 15, 1, 15, 0
260, 0.049479, 10.623506, 8, 2, 6, 2
270, 0.049479, 10.626991, 2, 1, 2, 0
280, 99999.990000, 10.630632, 0, 1, 0, 0
290, 99999.990000, 10.634431, 0, 1, 0, 0
300, 99999.990000, 10.638392, 0, 1, 0, 0
310, 99999.990000, 10.642510, 0, 1, 0, 0
320, 99999.990000, 10.646782, 0, 1, 0, 0
330, 99999.990000, 10.651203, 0, 1, 0, 0
340, 99999.990000, 10.655765, 0, 1, 0, 0
350, 99999.990000, 10.660462, 0, 1, 0, 0
360, 99999.990000, 10.665287, 0, 1, 0, 0
370, 99999.990000, 10.670233, 0, 1, 0, 0
380, 99999.990000, 10.675294, 0, 1, 0, 0
390, 99999.990000, 10.680459, 0, 1, 0, 0
400, 99999.990000, 10.685721, 0, 1, 0, 0
410, 99999.990000, 10.691076, 0, 1, 0, 0
420, 99999.990000, 10.696518, 0, 1, 0, 0
430, 99999.990000, 10.702046, 0, 1, 0, 0
440, 99999.990000, 10.707656, 0, 1, 0, 0
450, 99999.990000, 10.713348, 0, 1, 0, 0
460, 99999.990000, 10.719119, 0, 1, 0, 0
470, 99999.990000, 10.724970, 0, 1, 0, 0
480, 99999.990000, 10.730901, 0, 1, 0, 0
490, 99999.990000, 10.736911, 0, 1, 0, 0
500, 99999.990000, 10.743000, 0, 1, 0, 0
510, 99999.990000, 10.749166, 0, 1, 0, 0
520, 99999.990000, 10.755412, 0, 1, 0, 0
530, 99999.990000, 10.761737, 0, 1, 0, 0
540, 99999.990000, 10.768145, 0, 1, 0, 0
550, 99999.990000, 10.774633, 0, 1, 0, 0
560, 99999.990000, 10.781205, 0, 1, 0, 0
570, 99999.990000, 10.787862, 0, 1, 0, 0
580, 99999.990000, 10.794609, 0, 1, 0, 0
590, 99999.990000, 10.801445, 0, 1, 0, 0
600, 99999.990000, 10.808367, 0, 1, 0, 0
610, 99999.990000, 10.815376, 0, 1, 0, 0
620, 99999.990000, 10.822469, 0, 1, 0, 0
630, 99999.990000, 10.829651, 0, 1, 0, 0
640, 99999.990000, 10.836921, 0, 1, 0, 0
650, -0.013021, 10.844281, 1, 1, 1, 0
660, -0.022135, 10.851727, 4, 1, 4, 0
670, -0.029948, 10.859265, 5, 1, 5, 0
680, -0.023438, 10.866895, 6, 1, 6, 0
690, -0.006076, 10.874620, 12, 2, 8, 4
700, 0.013455, 10.882434, 16, 2, 8, 8
710, 0.031684, 10.890339, 18, 2, 9, 9
720, 0.035156, 10.898331, 20, 1, 20, 0
730, 0.035156, 10.906411, 20, 1, 20, 0
740, 0.035156, 10.914577, 20, 1, 20, 0
750, 0.035156, 10.922677, 20, 1, 20, 0
760, 0.035156, 10.930336, 20, 1, 20, 0
