time,black_car_angle,distance_sensors,num_pixel_black,agglomerate_count,agglomerate_size_1,agglomerate_size_2
10, -0.003906, 7.268161, 24, 1, 24, 0
20, 0.007401, 7.268521, 38, 4, 20, 12
30, 0.020970, 7.269908, 38, 3, 27, 7
40, 0.036818, 7.271778, 41, 2, 34, 7
50, 0.039052, 7.273745, 40, 3, 22, 10
60, 0.037201, 7.275682, 44, 2, 34, 10
70, 0.037642, 7.275669, 53, 3, 22, 20
80, 0.039540, 7.274954, 42, 2, 30, 12
90, 0.026147, 7.274179, 28, 2, 16, 12
100, 0.016251, 7.273417, 22, 2, 16, 6
110, 0.013833, 7.272740, 15, 1, 15, 0
120, 0.028527, 7.272211, 13, 1, 13, 0
130, 0.039062, 7.271882, 13, 1, 13, 0
140, 0.045290, 7.271794, 23, 1, 23, 0
150, 0.047445, 7.271981, 29, 1, 29, 0
160, 0.048246, 7.272468, 26, 1, 26, 0
170, 0.043922, 7.273274, 26, 1, 26, 0
180, 0.046686, 7.274407, 27, 1, 27, 0
190, 0.053325, 7.275869, 21, 1, 21, 0
200, 0.052724, 7.277656, 12, 1, 12, 0
210, 0.049107, 7.279761, 12, 1, 12, 0
220, 0.044271, 7.282172, 13, 1, 13, 0
230, 0.045573, 7.284880, 13, 1, 13, 0
240, 0.046875, 7.287871, 13, 1, 13, 0
250, 0.045486, 7.291129, 15, 2, 14, 1
260, 0.038085, 7.294640, 19, 2, 15, 4
270, 0.027313, 7.298391, 22, 2, 15, 7
280, 0.016983, 7.302376, 24, 2, 15, 9
290, 0.013968, 7.306586, 29, 2, 19, 10
300, 0.015439, 7.311013, 35, 2, 23, 12
310, 0.020442, 7.315649, 38, 2, 25, 13
320, 0.026143, 7.320487, 37, 2, 24, 13
330, 0.030798, 7.325521, 37, 2, 23, 14
340, 0.032923, 7.330748, 38, 2, 23, 15
350, 0.033226, 7.336168, 36, 2, 21, 15
360, 0.034170, 7.341782, 38, 2, 22, 16
370, 0.035952, 7.347591, 38, 2, 23, 15
380, 0.037555, 7.353595, 38, 2, 23, 15
390, 0.039042, 7.359795, 40, 2, 25, 15
400, 0.039248, 7.366190, 40, 2, 24, 16
410, 0.038494, 7.372779, 38, 2, 22, 16
420, 0.038033, 7.379562, 37, 2, 22, 15
430, 0.037822, 7.386544, 37, 2, 21, 16
440, 0.038570, 7.393725, 37, 2, 21, 16
450, 0.038709, 7.401108, 38, 2, 21, 17
460, 0.039988, 7.408692, 39, 2, 20, 19
470, 0.045747, 7.416477, 46, 2, 26, 20
480, 0.055575, 7.424464, 50, 2, 30, 20
490, 0.066325, 7.432648, 52, 2, 32, 20
500, 0.073561, 7.441028, 55, 2, 33, 22
510, 0.077120, 7.449603, 54, 2, 33, 21
520, 0.081227, 7.458371, 52, 2, 31, 21
530, 0.085891, 7.467333, 50, 2, 30, 20
540, 0.091750, 7.476487, 48, 2, 30, 18
550, 0.096895, 7.485835, 44, 2, 28, 16
560, 0.100341, 7.495342, 43, 3, 27, 15
570, 0.100310, 7.505036, 42, 4, 26, 11
580, 0.098203, 7.514918, 39, 3, 24, 11
590, 0.095148, 7.524989, 40, 3, 23, 11
600, 0.093827, 7.535256, 39, 3, 21, 11
610, 0.091920, 7.545731, 40, 3, 20, 11
620, 0.090879, 7.556397, 40, 3, 19, 11
630, 0.089113, 7.567256, 41, 3, 18, 12
640, 0.079483, 7.578303, 27, 3, 13, 11
650, 0.064789, 7.589542, 26, 2, 15, 11
