time,yellow_line_angle
10, -0.043811
20, -0.087350
30, -0.130400
40, -0.129557
50, -0.128151
60, -0.127375
70, -0.125980
80, -0.125114
90, -0.124878
100, -0.124007
110, -0.122936
120, -0.121209
130, -0.121058
140, -0.120763
150, -0.120411
160, -0.119791
170, -0.118954
180, -0.118056
190, -0.117188
200, -0.116649
210, -0.116020
220, -0.115648
230, -0.116287
240, -0.116819
250, -0.116540
260, -0.115861
270, -0.115090
280, -0.114005
290, -0.113506
300, -0.112828
310, -0.112654
320, -0.110707
330, -0.109928
340, -0.108713
350, -0.108415
360, -0.107181
370, -0.105726
380, -0.103678
390, -0.101507
400, -0.099871
410, -0.098453
420, -0.096456
430, -0.094513
440, -0.092187
450, -0.090484
460, -0.088676
470, -0.087015
480, -0.085159
490, -0.082887
500, -0.080390
510, -0.077979
520, -0.075983
530, -0.073810
540, -0.071612
550, -0.069268
560, -0.067472
570, -0.065044
580, -0.062700
590, -0.059945
600, -0.058035
610, -0.055567
620, -0.053187
630, -0.050447
640, -0.048221
650, -0.046003
660, -0.043473
670, -0.040759
680, -0.038110
690, -0.035922
700, -0.032806
710, -0.029801
720, -0.026821
730, -0.025111
740, -0.023133
750, -0.020851
760, -0.018154
770, -0.015589
780, -0.013125
790, -0.010521
800, -0.007777
810, -0.005633
820, -0.003449
830, -0.001838
840, 0.001011
850, 0.003531
860, 0.006540
870, 0.009099
880, 0.011040
890, 0.012083
900, 0.013845
910, 0.015486
920, 0.018013
930, 0.019211
940, 0.020502
950, 0.021808
960, 0.023308
970, 0.025636
980, 0.026703
990, 0.027960
1000, 0.028310
1010, 0.029316
1020, 0.029705
1030, 0.030550
1040, 0.031711
1050, 0.033854
1060, 0.036105
1070, 0.037386
1080, 0.038327
1090, 0.038758
1100, 0.039537
1110, 0.039859
1120, 0.040222
1130, 0.040215
1140, 0.040308
1150, 0.040094
1160, 0.040817
1170, 0.042086
1180, 0.043299
1190, 0.044572
1200, 0.045269
1210, 0.046143
1220, 0.046668
1230, 0.046954
1240, 0.047165
1250, 0.047084
1260, 0.046736
1270, 0.046525
1280, 0.046453
1290, 0.046817
1300, 0.047380
1310, 0.047959
1320, 0.048312
1330, 0.048496
1340, 0.047918
1350, 0.047747
1360, 0.047715
1370, 0.048062
1380, 0.048133
1390, 0.047890
1400, 0.047949
1410, 0.048275
1420, 0.048796
1430, 0.049284
1440, 0.049447
1450, 0.049455
1460, 0.049303
1470, 0.049021
1480, 0.048462
1490, 0.048079
1500, 0.047620
1510, 0.047319
1520, 0.047102
1530, 0.047498
1540, 0.048120
1550, 0.048449
1560, 0.048590
1570, 0.048794
1580, 0.048754
1590, 0.047988
1600, 0.045854
1610, 0.044155
1620, 0.042967
1630, 0.043080
1640, 0.043196
1650, 0.042996
1660, 0.042883
1670, 0.042811
1680, 0.043234
1690, 0.042906
1700, 0.041930
1710, 0.040286
1720, 0.039311
1730, 0.038981
1740, 0.038352
1750, 0.036833
1760, 0.035210
1770, 0.034324
1780, 0.034082
1790, 0.033675
1800, 0.032973
1810, 0.032348
1820, 0.031556
1830, 0.030702
1840, 0.029670
1850, 0.028219
1860, 0.026815
1870, 0.025622
1880, 0.024883
1890, 0.024299
1900, 0.023378
1910, 0.022963
1920, 0.022279
1930, 0.021104
1940, 0.019837
1950, 0.018566
1960, 0.017863
1970, 0.017159
1980, 0.016371
1990, 0.015412
2000, 0.013617
2010, 0.011775
2020, 0.010176
2030, 0.009163
2040, 0.008679
2050, 0.008382
2060, 0.008316
2070, 0.007812
2080, 0.006324
2090, 0.004315
2100, 0.002515
2110, 0.001846
2120, 0.001389
2130, 0.000734
2140, -0.000706
2150, -0.002556
2160, -0.004119
2170, -0.005370
2180, -0.006114
2190, -0.006518
2200, -0.006301
2210, -0.005833
2220, -0.005532
2230, -0.005552
2240, -0.006629
2250, -0.008141
2260, -0.010110
2270, -0.011210
2280, -0.011824
2290, -0.011824
2300, -0.011824
2310, -0.011824
2320, -0.011529
2330, -0.011533
2340, -0.011335
2350, -0.011433
2360, -0.011230
