time,yellow_line_angle
10, -0.017513
20, -0.034766
30, -0.052241
40, -0.051872
50, -0.051584
60, -0.051342
70, -0.051243
80, -0.051450
90, -0.051186
100, -0.051112
110, -0.050913
120, -0.050778
130, -0.050868
140, -0.050958
150, -0.051330
160, -0.051725
170, -0.052121
180, -0.052373
190, -0.052662
200, -0.053062
210, -0.053640
220, -0.054123
230, -0.054854
240, -0.055481
250, -0.055750
260, -0.055651
270, -0.055217
280, -0.054755
290, -0.054960
300, -0.056175
310, -0.057930
320, -0.059028
330, -0.059375
340, -0.059487
350, -0.060335
360, -0.061281
370, -0.061981
380, -0.062253
390, -0.062442
400, -0.062880
410, -0.063531
420, -0.064339
430, -0.065288
440, -0.066199
450, -0.066799
460, -0.067309
470, -0.067572
480, -0.068131
490, -0.068869
500, -0.069674
510, -0.070321
520, -0.070521
530, -0.070417
540, -0.070417
550, -0.070521
560, -0.070625
570, -0.070521
580, -0.070417
590, -0.070204
600, -0.069503
610, -0.068565
620, -0.067472
630, -0.066571
640, -0.066106
650, -0.065849
660, -0.065980
670, -0.065195
680, -0.063956
690, -0.062341
700, -0.061673
710, -0.061115
720, -0.061163
730, -0.060705
740, -0.060527
750, -0.059058
760, -0.057261
770, -0.054834
780, -0.053389
790, -0.052191
800, -0.052082
810, -0.050994
820, -0.050793
830, -0.048577
840, -0.047545
850, -0.045895
860, -0.045337
870, -0.044469
880, -0.042945
890, -0.041364
900, -0.040282
910, -0.039306
920, -0.038481
930, -0.036970
940, -0.035478
950, -0.034094
960, -0.032681
970, -0.031531
980, -0.030269
990, -0.029153
1000, -0.027534
1010, -0.025845
1020, -0.024347
1030, -0.023774
1040, -0.022785
1050, -0.021068
1060, -0.019038
1070, -0.017406
1080, -0.016323
1090, -0.015071
1100, -0.013422
1110, -0.011664
1120, -0.010020
1130, -0.008723
1140, -0.006910
1150, -0.004763
1160, -0.002939
1170, -0.001642
1180, -0.000196
1190, 0.001425
1200, 0.003551
1210, 0.004976
1220, 0.006448
1230, 0.007204
1240, 0.007963
1250, 0.008486
1260, 0.009761
1270, 0.011149
1280, 0.012615
1290, 0.013418
1300, 0.014017
1310, 0.014295
1320, 0.014332
1330, 0.014725
1340, 0.015353
1350, 0.015920
1360, 0.016656
1370, 0.017358
1380, 0.018133
1390, 0.018207
1400, 0.018330
1410, 0.018640
1420, 0.019304
1430, 0.019770
1440, 0.020349
1450, 0.020533
1460, 0.020513
1470, 0.020598
1480, 0.020769
1490, 0.021042
1500, 0.021216
1510, 0.021555
1520, 0.021557
1530, 0.021052
1540, 0.020968
1550, 0.021413
1560, 0.022368
1570, 0.022777
1580, 0.023008
1590, 0.023253
1600, 0.023507
1610, 0.023922
1620, 0.024016
1630, 0.023942
1640, 0.023762
1650, 0.023158
1660, 0.022736
1670, 0.021795
1680, 0.021062
1690, 0.020851
1700, 0.021239
1710, 0.021804
1720, 0.021683
1730, 0.021409
1740, 0.021176
1750, 0.020765
1760, 0.020183
1770, 0.019602
