time,yellow_line_angle
10, -0.032587
20, -0.065067
30, -0.097375
40, -0.097033
50, -0.096646
60, -0.096089
70, -0.096081
80, -0.096137
90, -0.096264
100, -0.096624
110, -0.096979
120, -0.097315
130, -0.096547
140, -0.095794
150, -0.095601
160, -0.096024
170, -0.096925
180, -0.098341
190, -0.099527
200, -0.100054
210, -0.099662
220, -0.099056
230, -0.099243
240, -0.099631
250, -0.100026
260, -0.100094
270, -0.099926
280, -0.100318
290, -0.101074
300, -0.101743
310, -0.101980
320, -0.102295
330, -0.104317
340, -0.106149
350, -0.107620
360, -0.108031
370, -0.108617
380, -0.108727
390, -0.108481
400, -0.108331
410, -0.108331
420, -0.108308
430, -0.108374
440, -0.108477
450, -0.108920
460, -0.109190
470, -0.109087
480, -0.108810
490, -0.108717
500, -0.108810
510, -0.108724
520, -0.108538
530, -0.108445
540, -0.108423
550, -0.108502
560, -0.107524
570, -0.105871
580, -0.104490
590, -0.103526
600, -0.103055
610, -0.101935
620, -0.101750
630, -0.101170
640, -0.099406
650, -0.097276
660, -0.095169
670, -0.094529
680, -0.093858
690, -0.092507
700, -0.090171
710, -0.087846
720, -0.086303
730, -0.084729
740, -0.082999
750, -0.080685
760, -0.078982
770, -0.077192
780, -0.075456
790, -0.073441
800, -0.071349
810, -0.069217
820, -0.067096
830, -0.065109
840, -0.063286
850, -0.061168
860, -0.059031
870, -0.057013
880, -0.054588
890, -0.052063
900, -0.049732
910, -0.047539
920, -0.044956
930, -0.042337
940, -0.040316
950, -0.038084
960, -0.035479
970, -0.033355
980, -0.030900
990, -0.028258
1000, -0.025511
1010, -0.023453
1020, -0.020769
1030, -0.018176
1040, -0.015510
1050, -0.012758
1060, -0.009655
1070, -0.007453
1080, -0.005034
1090, -0.002383
1100, 0.000149
1110, 0.002452
1120, 0.004616
1130, 0.007062
1140, 0.008840
1150, 0.011057
1160, 0.013662
1170, 0.015375
1180, 0.016067
1190, 0.017202
1200, 0.018332
1210, 0.020014
1220, 0.021266
1230, 0.022391
1240, 0.023076
1250, 0.023369
1260, 0.024599
1270, 0.025492
1280, 0.026962
1290, 0.027562
1300, 0.028405
1310, 0.028900
1320, 0.029552
1330, 0.029998
1340, 0.030561
1350, 0.030679
1360, 0.031031
1370, 0.030794
1380, 0.030494
1390, 0.031236
1400, 0.032145
1410, 0.033699
1420, 0.034252
1430, 0.035099
1440, 0.035631
1450, 0.036043
1460, 0.036102
1470, 0.035920
1480, 0.035815
1490, 0.035874
1500, 0.035926
1510, 0.035902
1520, 0.035773
1530, 0.035773
1540, 0.035955
1550, 0.036136
1560, 0.036097
1570, 0.035675
1580, 0.035433
1590, 0.035601
1600, 0.035675
1610, 0.035454
1620, 0.034922
1630, 0.034685
1640, 0.034436
1650, 0.034633
1660, 0.034831
1670, 0.035381
1680, 0.035718
1690, 0.035404
1700, 0.035180
1710, 0.034987
1720, 0.034954
1730, 0.034660
1740, 0.033864
1750, 0.033833
1760, 0.033404
1770, 0.033316
1780, 0.032792
1790, 0.032614
1800, 0.032312
1810, 0.032041
1820, 0.031574
1830, 0.031247
1840, 0.031046
1850, 0.030445
1860, 0.029949
1870, 0.029084
1880, 0.028176
1890, 0.027203
1900, 0.026730
1910, 0.026570
1920, 0.026218
1930, 0.025585
1940, 0.025128
1950, 0.024754
1960, 0.024481
1970, 0.024146
1980, 0.024055
1990, 0.023468
2000, 0.023175
2010, 0.022078
2020, 0.021218
2030, 0.019724
2040, 0.018471
2050, 0.017694
2060, 0.017107
2070, 0.016963
2080, 0.016727
2090, 0.016727
2100, 0.016438
2110, 0.015697
2120, 0.014500
2130, 0.013088
2140, 0.011731
2150, 0.010596
2160, 0.009852
2170, 0.009332
2180, 0.009160
2190, 0.009290
2200, 0.009218
2210, 0.008364
2220, 0.007101
2230, 0.005379
2240, 0.004418
2250, 0.003367
2260, 0.003327
2270, 0.003259
2280, 0.003421
2290, 0.002859
2300, 0.001161
2310, -0.000336
2320, -0.002104
2330, -0.002917
2340, -0.003600
2350, -0.003503
2360, -0.003514
2370, -0.004143
2380, -0.004718
2390, -0.004759
2400, -0.004599
2410, -0.005114
2420, -0.005745
2430, -0.006224
2440, -0.006336
2450, -0.006727
2460, -0.007241
2470, -0.007603
2480, -0.007557
2490, -0.007362
2500, -0.007101
2510, -0.007429
2520, -0.007895
2530, -0.008507
2540, -0.008949
2550, -0.009517
2560, -0.009940
2570, -0.010518
2580, -0.010663
2590, -0.010931
2600, -0.011003
2610, -0.011386
2620, -0.011460
2630, -0.011533
2640, -0.011651
2650, -0.011640
2660, -0.011640
2670, -0.011160
2680, -0.010995
2690, -0.010634
2700, -0.010538
2710, -0.010442
2720, -0.010346
2730, -0.010346
2740, -0.010442
2750, -0.010416
2760, -0.010390
2770, -0.010445
2780, -0.010622
2790, -0.010728
2800, -0.010600
2810, -0.010529
2820, -0.010371
2830, -0.010172
2840, -0.009401
2850, -0.008789
2860, -0.008272
2870, -0.008356
2880, -0.008528
2890, -0.008795
2900, -0.008716
2910, -0.008785
2920, -0.008901
2930, -0.009279
2940, -0.009137
2950, -0.008853
2960, -0.008664
2970, -0.008951
2980, -0.008978
2990, -0.008630
3000, -0.008008
3010, -0.007810
3020, -0.007886
3030, -0.007898
3040, -0.007752
3050, -0.007675
3060, -0.007685
3070, -0.007569
3080, -0.007378
