time,yellow_line_angle
10, 0.029726
20, 0.058864
30, 0.088089
40, 0.087209
50, 0.086847
60, 0.086119
70, 0.085431
80, 0.085375
90, 0.084516
100, 0.083902
110, 0.081762
120, 0.080980
130, 0.079571
140, 0.079136
150, 0.078756
160, 0.078767
170, 0.078229
180, 0.077495
190, 0.077570
200, 0.078376
210, 0.078770
220, 0.078590
230, 0.078114
240, 0.076819
250, 0.075317
260, 0.073858
270, 0.073085
280, 0.072712
290, 0.071670
300, 0.070521
310, 0.069792
320, 0.068890
330, 0.068423
340, 0.066377
350, 0.064274
360, 0.062029
370, 0.060024
380, 0.058862
390, 0.057538
400, 0.055662
410, 0.054081
420, 0.051598
430, 0.050456
440, 0.047619
450, 0.046103
460, 0.043356
470, 0.042125
480, 0.040765
490, 0.039163
500, 0.036218
510, 0.033113
520, 0.031110
530, 0.029808
540, 0.027204
550, 0.024518
560, 0.021954
570, 0.019650
580, 0.017632
590, 0.014679
600, 0.012876
610, 0.009968
620, 0.008297
630, 0.006485
640, 0.004639
650, 0.002244
660, -0.001004
670, -0.003299
680, -0.005198
690, -0.005769
700, -0.008156
710, -0.009898
720, -0.012506
730, -0.012572
740, -0.013818
750, -0.014493
760, -0.016008
770, -0.017706
780, -0.019790
790, -0.021168
800, -0.022288
810, -0.023181
820, -0.023736
830, -0.023983
840, -0.024224
850, -0.025537
860, -0.026329
870, -0.026426
880, -0.027219
890, -0.027952
900, -0.028869
910, -0.029267
920, -0.029751
930, -0.030728
940, -0.031072
950, -0.031516
960, -0.032074
970, -0.033210
980, -0.034634
990, -0.035638
1000, -0.036580
1010, -0.036959
1020, -0.037806
1030, -0.037861
1040, -0.037999
1050, -0.038194
1060, -0.038744
1070, -0.039211
1080, -0.039369
1090, -0.039297
1100, -0.039297
1110, -0.039319
1120, -0.039558
1130, -0.040247
1140, -0.041686
1150, -0.043152
1160, -0.044108
1170, -0.044498
1180, -0.044689
1190, -0.045189
1200, -0.045263
1210, -0.045244
1220, -0.044980
1230, -0.044948
1240, -0.044833
1250, -0.045185
1260, -0.045317
1270, -0.045736
1280, -0.045604
1290, -0.045550
1300, -0.045246
1310, -0.045198
1320, -0.044982
1330, -0.044815
1340, -0.044354
1350, -0.044129
1360, -0.044296
1370, -0.044296
1380, -0.044244
1390, -0.043630
1400, -0.043188
1410, -0.042700
1420, -0.042744
1430, -0.043094
1440, -0.043573
1450, -0.043702
1460, -0.043459
1470, -0.042588
1480, -0.040994
1490, -0.039412
1500, -0.038455
1510, -0.038194
1520, -0.038389
1530, -0.038272
1540, -0.038462
1550, -0.038256
1560, -0.038237
1570, -0.037170
1580, -0.036421
1590, -0.035672
1600, -0.035316
1610, -0.034398
1620, -0.033290
1630, -0.032605
1640, -0.032004
1650, -0.031653
1660, -0.031628
1670, -0.031926
1680, -0.031214
1690, -0.029982
1700, -0.028382
1710, -0.027525
1720, -0.026849
1730, -0.026415
1740, -0.025548
1750, -0.024477
1760, -0.023805
1770, -0.023733
1780, -0.023707
1790, -0.022779
1800, -0.021911
1810, -0.020507
1820, -0.019081
1830, -0.017411
1840, -0.016365
1850, -0.016163
1860, -0.015451
1870, -0.014205
1880, -0.012352
1890, -0.011321
1900, -0.010583
1910, -0.010145
1920, -0.008993
1930, -0.008437
1940, -0.007739
1950, -0.007154
1960, -0.005791
1970, -0.003864
1980, -0.002236
1990, -0.000323
2000, 0.000443
2010, 0.000362
2020, 0.000257
2030, 0.000994
2040, 0.002559
2050, 0.003603
2060, 0.004272
2070, 0.004877
2080, 0.005499
2090, 0.005815
2100, 0.006843
2110, 0.007515
2120, 0.008762
2130, 0.008806
2140, 0.009111
2150, 0.009085
2160, 0.009507
2170, 0.009684
2180, 0.009710
2190, 0.009654
2200, 0.009410
2210, 0.008815
2220, 0.008723
2230, 0.008623
2240, 0.008929
2250, 0.008872
2260, 0.008855
2270, 0.008838
2280, 0.008464
2290, 0.008397
2300, 0.008406
2310, 0.008793
2320, 0.009203
2330, 0.009575
2340, 0.009749
2350, 0.010008
2360, 0.010135
2370, 0.010297
2380, 0.010400
2390, 0.010327
2400, 0.010183
2410, 0.009838
2420, 0.009766
2430, 0.009561
2440, 0.009216
2450, 0.008960
2460, 0.008750
2470, 0.008597
2480, 0.008202
2490, 0.008045
2500, 0.007970
2510, 0.008277
2520, 0.008504
2530, 0.009038
2540, 0.009252
2550, 0.009635
2560, 0.009496
2570, 0.009282
2580, 0.008518
2590, 0.008044
2600, 0.007896
2610, 0.008404
2620, 0.008864
2630, 0.009180
2640, 0.009219
2650, 0.009004
2660, 0.008767
2670, 0.008727
2680, 0.009134
2690, 0.009679
2700, 0.009873
2710, 0.009873
2720, 0.010208
2730, 0.010255
2740, 0.009893
2750, 0.008870
2760, 0.008374
2770, 0.007841
2780, 0.007504
2790, 0.007252
2800, 0.007496
2810, 0.007908
2820, 0.007349
2830, 0.006761
2840, 0.006199
2850, 0.006086
2860, 0.006279
2870, 0.006061
2880, 0.005792
2890, 0.004625
2900, 0.003675
2910, 0.002951
2920, 0.003135
2930, 0.003251
2940, 0.003179
2950, 0.002749
2960, 0.002506
2970, 0.002344
2980, 0.002182
2990, 0.001990
3000, 0.002225
3010, 0.002506
3020, 0.002537
3030, 0.002217
3040, 0.002076
3050, 0.001939
3060, 0.001858
3070, 0.001656
3080, 0.001640
3090, 0.001736
3100, 0.001575
3110, 0.001119
3120, 0.000845
3130, -0.000026
3140, -0.000522
3150, -0.001035
3160, -0.000294
3170, -0.000086
3180, -0.000008
3190, -0.000060
3200, 0.000085
3210, -0.000165
3220, -0.000789
3230, -0.001402
3240, -0.001481
3250, -0.001875
3260, -0.002103
3270, -0.002024
