time,ego_x,ego_y,ego_heading,ego_vel_lin,ego_vel_lin_x,ego_vel_lin_y,ego_vel_ang_x,ego_vel_ang_y,lead_x,lead_y,lead_heading,lead_vel_lin,lead_vel_lin_x,lead_vel_lin_y,lead_vel_ang_x,lead_vel_ang_y,distance_true,direction,ob_color_1,ob_color_2,ob_color_3,color_dist_from_black,dist_obst_follower,dist_obst_lead,ob_pos_x,ob_pos_y,gamma
10,-65.38210138336336,-104.68269105461434,0.03702873162051165,0.21807326200518815,0.21611328166156496,0.029171854432869453,-0.04694681316623013,-0.14145762892748381,-55.97943325764374,-104.40237290187756,-0.03311767351552138,0.19617180453216887,0.1957259404695329,0.013218665618145001,-0.058750219581219364,-0.16815722209906372,9.406845706674343,S,0.0,0.0,0.0,0.0,148.88601689513533,141.4184441804463,51.86734693877551,-12.924242424242424,4.406845706674343
20,-65.37770229314982,-104.6823421991423,0.037101353920025205,0.42380344982054824,0.4212224371166925,0.0467014191355249,-0.024272496426022687,-0.17651764004846499,-55.97526176612064,-104.40230713908456,-0.03307783547588615,0.39663075428530514,0.3963220617386449,0.01564540265253049,-0.038672377281629734,-0.19865563371317385,9.406609777129187,S,0.0,0.0,0.0,0.0,148.88233758138364,141.4152204546957,51.86734693877551,-12.924242424242424,4.406609777129187
30,-65.37077525403251,-104.6818846558651,0.03719293128747673,0.6720296430997917,0.6694721999745302,0.058573156531776555,-0.010005907272797605,-0.21416714760520447,-55.96868709108115,-104.40231729437164,-0.0330139741141273,0.6328929328328093,0.6328134219626589,0.010031820055442835,-0.02705701153194649,-0.22977596843220618,9.406243656929288,S,0.0,0.0,0.0,0.0,148.87660058989206,141.41021327058866,51.86734693877551,-12.924242424242424,4.406243656929288
40,-65.36134640298619,-104.6813665716667,0.037315609636702114,0.9181120438255382,0.9156159717821772,0.06765439553263583,-0.0003412896580902453,-0.24386924533548657,-55.9599003477839,-104.40244244651589,-0.03293405148887641,0.8511392053527418,0.8511392028126099,-6.575721822229229e-05,-0.01997059669824115,-0.24979140715636108,9.405582735613448,S,0.0,0.0,0.0,0.0,148.8688562944669,141.4035937899455,51.86734693877551,-12.924242424242424,4.405582735613448
50,-65.34989398840452,-104.6808372210745,0.037491603845488955,1.1179721404261445,1.1154524477776089,0.07501695485658935,0.005976044073119781,-0.25687511011620084,-55.94933482925963,-104.40268978718137,-0.032845064113691494,1.0277253069299561,1.027660152673542,-0.011572256100905483,-0.015081654521606737,-0.25481298513238243,9.404673226623252,S,0.0,0.0,0.0,0.0,148.8595118200063,141.39569724501433,51.86734693877551,-12.924242424242424,4.4046732266232524
60,-65.33684452490168,-104.68030611084225,0.03771998068419687,1.2767746924889591,1.2741756708651888,0.08142465938229096,0.011131655708031776,-0.2557055885519768,-55.93736030413254,-104.40303724584513,-0.03275502262230212,1.1688027366648768,1.1685969525887705,-0.02193170389057822,-0.010040659907692977,-0.24752189681352119,9.40357281249977,S,0.0,0.0,0.0,0.0,148.8489090316542,141.38679148259217,51.86734693877551,-12.924242424242424,4.403572812499769
70,-65.32254256619727,-104.67976239069382,0.03799117418950729,1.4026114289475686,1.3998686450013824,0.08767324196317829,0.016396090417392505,-0.24317669263116073,-55.92426773445203,-104.40345944765794,-0.032674442672782855,1.2820187521388058,1.281640399694218,-0.03114428851628146,-0.00480745177059574,-0.2306572408300952,9.40233551461265,S,0.0,0.0,0.0,0.0,148.83731268234317,141.37708209281558,51.86734693877551,-12.924242424242424,4.40233551461265
80,-65.30725073352586,-104.67920670449527,0.0383315955719506,1.5034872516592435,1.5003372815531713,0.09727259369167418,0.02179433769922116,-0.22210203168022782,-55.91027334140109,-104.40393693904574,-0.03261151249917326,1.3746202179454423,1.3740535480035003,-0.03946632492857578,0.00027094404278999243,-0.20682870704442183,9.401008326337914,S,0.0,0.0,0.0,0.0,148.82493006797003,141.36672147920694,51.86734693877551,-12.924242424242424,4.401008326337914
90,-65.29115809396653,-104.6786439816796,0.038742997332189937,1.5864046375346372,1.5828056578782639,0.10679851768615559,0.025356909047453108,-0.19515068774689143,-55.89552440774586,-104.40445668141979,-0.03257282367631152,1.4532560122136151,1.4524862297385381,-0.04729470853008283,0.004826040096666152,-0.17843578589867917,9.399633558882408,S,0.0,0.0,0.0,0.0,148.81191318799202,141.3558136101448,51.86734693877551,-12.924242424242424,4.3996335588824085
100,-65.27438686632864,-104.67808071751652,0.03920492718799883,1.65767929891517,1.6538009186418403,0.1133277527849845,0.026014662213459112,-0.1647050114627675,-55.880106533448284,-104.40501048743926,-0.03256388730918408,1.5238397711783924,1.5228486486498998,-0.05495126504630773,0.008643106354549606,-0.1476063240306896,9.39824825822861,S,0.0,0.0,0.0,0.0,148.79836235797143,141.34441854980142,51.86734693877551,-12.924242424242424,4.398248258228611
110,-65.25700124895135,-104.67749632536672,0.039655225302016164,1.7228596591452547,1.7190813149632798,0.1140387550538174,0.025103637364481072,-0.13274944413253426,-55.8640521469368,-104.40559349126013,-0.03258918974017189,1.5914398005229335,1.5902071029449294,-0.06262594056754145,0.011650727336954497,-0.11615478671247367,9.396883737933083,S,0.0,0.0,0.0,0.0,148.78431550349674,141.3325579688274,51.86734693877551,-12.924242424242424,4.3968837379330825
120,-65.23901075068984,-104.67687532093473,0.040098322123873494,1.7873519596151273,1.7835320494615239,0.11679236312195905,0.025074069338787495,-0.10096408948788307,-55.84734978018006,-104.40620290716546,-0.03265191670520899,1.6602174510330128,1.6587258026690026,-0.07036118443166955,0.01390106051515323,-0.08556319459707341,9.39556061874822,S,0.0,0.0,0.0,0.0,148.76977063492498,141.3202214230351,51.86734693877551,-12.924242424242424,4.39556061874822
130,-65.22038325878648,-104.67621364180957,0.040550337555728413,1.8550487745644122,1.8510288309641565,0.12205827686968047,0.024893221189122357,-0.07074676208052338,-55.829953562507725,-104.4068382242343,-0.032752397838837266,1.7334195652808522,1.7316628809362846,-0.0780195878347576,0.015462714427793508,-0.05697931823205219,9.394292575619936,S,0.0,0.0,0.0,0.0,148.75470004381825,141.30737372681014,51.86734693877551,-12.924242424242424,4.394292575619936
140,-65.20105558641208,-104.67550500121256,0.04102550971924683,1.9288804592710656,1.9245093596659362,0.12978270576608208,0.024852419453008492,-0.043100221337809025,-55.81179222461106,-104.40750060756905,-0.03289030110144979,1.8134356288621056,1.8114102810188628,-0.08568298457491295,0.016351381868123963,-0.03123493876673548,9.393087502641036,S,0.0,0.0,0.0,0.0,148.7390501995608,141.29396143786602,51.86734693877551,-12.924242424242424,4.393087502641036
150,-65.18094137455053,-104.67475042200323,0.041562858322039424,2.011071201467702,2.0060221636375752,0.1424164890999896,0.025157575961982905,-0.01873136014604239,-55.79277747277202,-104.40819256773312,-0.03306500326981637,1.901863550249664,1.899566298787555,-0.09344966708771821,0.016593865087514002,-0.00887402875550456,9.391947323975474,S,0.0,0.0,0.0,0.0,148.7227538573929,141.27991903369207,51.86734693877551,-12.924242424242424,4.391947323975474
160,-65.15994226461318,-104.67395069258069,0.04217807065730104,2.102673859820516,2.0967990075208025,0.15707094840321453,0.024729509578363278,0.0019321202573062655,-55.77281132654517,-104.40891689024161,-0.03327751200105952,1.999611039270433,1.9970301478983454,-0.10156228018951419,0.016239589836974242,0.00981049729733684,9.390871640311987,S,0.0,0.0,0.0,0.0,148.70573420557378,141.2651738169501,51.86734693877551,-12.924242424242424,4.390871640311987
170,-65.13795443842035,-104.67310646817987,0.04287586339366835,2.2041492425816274,2.1973985444771214,0.17237610131044895,0.023201975478654338,0.01871555569955826,-55.75179249662738,-104.4096765568758,-0.033528333958216215,2.1069829881589577,2.1041102074527287,-0.10998885072809059,0.015424356837946001,0.024738472466488783,9.389857896461077,S,0.0,0.0,0.0,0.0,148.68791007920365,141.24965072966762,51.86734693877551,-12.924242424242424,4.389857896461077
180,-65.11487593424393,-104.67220755999293,0.04362191404538453,2.3152034145528666,2.3078482678087244,0.18439962996037593,0.02024743749782154,0.03166317932963415,-55.729621450120774,-104.41047469962422,-0.03381755392780444,2.2238093373027543,2.2206390942146363,-0.11870122965038996,0.01426240600009714,0.03600231656604061,9.388903334359691,S,0.0,0.0,0.0,0.0,148.669195110701,141.2332761866914,51.86734693877551,-12.924242424242424,4.388903334359691
190,-65.09060786133065,-104.67123720200347,0.04439508553509533,2.4356476371062934,2.427800496717152,0.1953564953653248,0.017345353498404593,0.04098443688646466,-55.70620434995904,-104.41131500017816,-0.03414334273676763,2.3495487692273773,2.346085759715456,-0.1275187321072279,0.012871247648285976,0.043827445233163426,9.388002386836384,S,0.0,0.0,0.0,0.0,148.64950131693746,141.2159813384609,51.86734693877551,-12.924242424242424,4.3880023868363836
200,-65.06505774945518,-104.67018202166275,0.04518714375253627,2.564916196030305,2.5565855416837215,0.20655619262641983,0.014695402591725547,0.04696184799180702,-55.681455726613905,-104.41220183406595,-0.03450376717197415,2.483414744581173,2.479660651452438,-0.13649852468668597,0.011259802116522808,0.048535671482592635,9.387147633880236,S,0.0,0.0,0.0,0.0,148.62874788810424,141.19770420135163,51.86734693877551,-12.924242424242424,4.387147633880236
210,-65.03814247857157,-104.66903817838234,0.045997025844386565,2.7020916335223517,2.6932806177651463,0.21803373574307902,0.011692844822604149,0.049939481461440755,-55.655300186883956,-104.41313952115644,-0.03489851136974391,2.624460923298299,2.620405287081301,-0.1458467324149803,0.009448013691666644,0.05050959461293495,9.386331210513069,S,0.0,0.0,0.0,0.0,148.60686728371036,141.1783904743173,51.86734693877551,-12.924242424242424,4.3863312105130685
220,-65.00979236480137,-104.66779981600305,0.04678798621471146,2.8457673940172024,2.8368213581487827,0.22546982681138292,0.007399163145899892,0.05033975371724389,-55.627673438101716,-104.41413211369436,-0.03532757168669215,2.771639130000714,2.767268766313083,-0.1555861238645127,0.007522624190271569,0.05016501420282566,9.385547552377028,S,0.0,0.0,0.0,0.0,148.58380131993863,141.15799418103578,51.86734693877551,-12.924242424242424,4.385547552377028
230,-64.97994837192915,-104.66645586988122,0.04753684282910306,2.9950608981125986,2.9861400981576653,0.2309915530446441,0.00329827434465597,0.048635637885315525,-55.598522531690676,-104.41518362832568,-0.0357917286320711,2.9238795719550725,2.9191738867413957,-0.16581788282121943,0.005512086345366318,0.0479290472709054,9.38479027657361,S,0.0,0.0,0.0,0.0,148.55949700147806,141.1364780042789,51.86734693877551,-12.924242424242424,4.384790276573611
240,-64.9485621549263,-104.6649944937879,0.048229200459552875,3.1490205350405938,3.1401830856052904,0.23575520988046855,-2.155419264270996e-05,0.0452711431042835,-55.567805574545226,-104.41629780961588,-0.036292882566013665,3.0801381434566726,3.075067593247413,-0.1766643137033553,0.003458596139516751,0.04421930996521716,9.384052645903093,S,0.0,0.0,0.0,0.0,148.53390928563692,141.1138129107166,51.86734693877551,-12.924242424242424,4.384052645903093
250,-64.91559308359199,-104.66341118457683,0.048898844722179105,3.3070316711925822,3.2979337168693212,0.24513603041435508,-0.0013323683337471458,0.040659572750362444,-55.53549114133168,-104.41747817822392,-0.036832272061150965,3.2394203421684002,3.23395881832988,-0.18802796228444793,0.0014648354203918722,0.03942951181080147,9.383325396191337,S,0.0,0.0,0.0,0.0,148.50700375775213,141.08997773192596,51.86734693877551,-12.924242424242424,4.383325396191337
260,-64.88101184314304,-104.66171358447201,0.049568634002131295,3.46788006590465,3.4583671111837053,0.25668867482168345,-0.002453305098303775,0.0351474378750198,-55.50155731939934,-104.41872827578685,-0.03741024072618684,3.4008216840723873,3.394947280474663,-0.19980262674608731,-0.00039622759893142125,0.03391999307055589,9.382601399570007,S,0.0,0.0,0.0,0.0,148.47876243135087,141.0649585929815,51.86734693877551,-12.924242424242424,4.382601399570007
270,-64.84480021745726,-104.6599076039531,0.05023988814277049,3.63044768847471,3.620553173861906,0.2678528215080862,-0.003903680243042772,0.029100103327388997,-55.46599062145032,-104.42005221669035,-0.038024793264082875,3.56353904301519,3.557242317221504,-0.2117489260001082,-0.0020657893568416697,0.02801101326727064,9.381876147389228,S,0.0,0.0,0.0,0.0,148.44917500539407,141.03874843954478,51.86734693877551,-12.924242424242424,4.381876147389228
280,-64.80694908256127,-104.65799394245944,0.05090086769924908,3.793867820141828,3.7837090355981426,0.2774508436474412,-0.005583805759124516,0.02284416306112024,-55.42878447889032,-104.42145446459435,-0.03867640984439268,3.726924374625315,3.7201740268819887,-0.22421084694756846,-0.0036577912206242026,0.02197875674666746,9.38114717175546,S,0.0,0.0,0.0,0.0,148.41823513194228,141.01134574336257,51.86734693877551,-12.924242424242424,4.38114717175546
290,-64.76745649873574,-104.65596938396318,0.05153207151125946,3.95746984488229,3.947204677949555,0.28485575915857436,-0.007343434517952385,0.016648267974895124,-55.389938187811296,-104.42293915719287,-0.03936427875643544,3.890415023951584,3.8831894187264853,-0.23699999341532207,-0.005059023769034672,0.016049613655363636,9.380413250934728,S,0.0,0.0,0.0,0.0,148.3859397110105,140.98275325923515,51.86734693877551,-12.924242424242424,4.380413250934728
300,-64.72632503239495,-104.65382998506716,0.05212358892772996,4.120866645621643,4.110555698352516,0.2913310174674685,-0.008680954588613869,0.010724208397515025,-55.34945550190987,-104.42451050832446,-0.0400897094824453,4.053593916383578,4.045853246906592,-0.25038998270166346,-0.006354891318516551,0.010407472906477134,9.379673214678274,S,0.0,0.0,0.0,0.0,148.3522887514713,140.95297721248687,51.86734693877551,-12.924242424242424,4.379673214678274
310,-64.68356117658097,-104.65157412476191,0.052665920983811114,4.283675692389964,4.27338691651466,0.29671821537269794,-0.009798362676842361,0.005221700449129285,-55.307343720766795,-104.42617243957238,-0.040852137146373646,4.21611710923688,4.207835965762412,-0.2641211162255919,-0.0074246671615469054,0.005190224807527345,9.378926361711166,S,0.0,0.0,0.0,0.0,148.3172867989817,140.92202636386878,51.86734693877551,-12.924242424242424,4.378926361711166
320,-64.63917324116784,-104.64920080862703,0.05316336128256992,4.445753011601839,4.435436999048073,0.3026854268745884,-0.010161558907022068,0.0002619953812861347,-55.26361247436926,-104.42792920952044,-0.04165231337160735,4.377769200777525,4.368908677405399,-0.27838847635651465,-0.008358250538409988,0.0004995344795851982,9.378171506882563,S,0.0,0.0,0.0,0.0,148.28094022852915,140.88991149148734,51.86734693877551,-12.924242424242424,4.378171506882563
330,-64.59317088507893,-104.64671203827086,0.05362826069845873,4.60696146685595,4.596521091965535,0.30998033520128127,-0.009821731435436706,-0.004085171514065207,-55.218273000179025,-104.42978506719376,-0.042489150977997034,4.538392549785799,4.528927098495362,-0.29296121324440755,-0.00907514969345262,-0.0036010103461519127,9.377407299626132,S,0.0,0.0,0.0,0.0,148.24325834214753,140.85664461462656,51.86734693877551,-12.924242424242424,4.377407299626132
340,-64.54556452064145,-104.64411214530716,0.05407957096397966,4.767219062397514,4.756518673846082,0.3192298454714817,-0.008841702866913244,-0.0077792625597957145,-55.171337104166305,-104.43174482697398,-0.04336409845629726,4.697944766266483,4.687823926149835,-0.30820750203034414,-0.009740121930073552,-0.0070749905043620154,9.376632632970658,S,0.0,0.0,0.0,0.0,148.20425248995772,140.82223857626553,51.86734693877551,-12.924242424242424,4.376632632970658
350,-64.49636594992445,-104.6414058835571,0.054526005759202786,4.926366634278124,4.915360316107162,0.32912182876203155,-0.00776390466465657,-0.010807947102887554,-55.12281665847634,-104.43381281522461,-0.044279175646113604,4.856419094281854,4.845588568953681,-0.3241571219806945,-0.01030630284236696,-0.009916591922018301,9.375847759068359,S,0.0,0.0,0.0,0.0,148.16393539004844,140.78670597648357,51.86734693877551,-12.924242424242424,4.375847759068359
360,-64.4455865412959,-104.63859483492416,0.054981494442414805,5.084471686014875,5.073050529280067,0.340603366480983,-0.0061436289355249,-0.013163122174235542,-55.072723205812444,-104.4359931781171,-0.045235619796908245,5.013843951464507,5.00225522234702,-0.3406961404817867,-0.010719780851422982,-0.012139988122097396,9.37505277515764,S,0.0,0.0,0.0,0.0,148.12231747056296,140.75005907127954,51.86734693877551,-12.924242424242424,4.37505277515764
