time,ego_x,ego_y,yaw,cone0_x,cone0_y,cone0_min_dist,cone1_x,cone1_y,cone1_min_dist,cone2_x,cone2_y,cone2_min_dist,speed_car,broken_car_color0,broken_car_color1,broken_car_color2,min_distance_cones
0,31.859375218584535,14.944326893193564,-3.124857673078739,-8.290203574771086,18.022741506130796,38.33273603684951,-7.294426890287121,16.562983011916952,37.36131066352927,-9.302174921221168,19.188486636468912,39.338312611608046,0.008046051966184615,0.9639000068388206,0.6746143552860624,0.16480761594809884,37.36131066352927
1,31.85488896844585,14.944524952131431,-3.1248388212282157,-8.290203574771086,18.022741506130796,38.32818118293496,-7.294426890287121,16.562983011916952,37.35678455507726,-9.302174921221168,19.188486636468912,39.3337520549582,0.14004615356638192,0.9639000068388206,0.6746143552860624,0.16480761594809884,37.35678455507726
2,31.84674379407789,14.944915102518257,-3.124912218532469,-8.290203574771086,18.022741506130796,38.320332568555685,-7.294426890287121,16.562983011916952,37.34882090317041,-9.302174921221168,19.188486636468912,39.325886305364826,0.2506783497185448,0.9639000068388206,0.6746143552860624,0.16480761594809884,37.34882090317041
3,31.834585160651475,14.94543356678024,-3.1251052819741525,-8.290203574771086,18.022741506130796,38.30894160106174,-7.294426890287121,16.562983011916952,37.33712863553156,-9.302174921221168,19.188486636468912,39.314467134179445,0.3722392416572815,0.9639000068388206,0.6746143552860624,0.16480761594809884,37.33712863553156
4,31.818302611395296,14.946106475552142,-3.125400863299207,-8.290203574771086,18.022741506130796,38.293831531554105,-7.294426890287121,16.562983011916952,37.321557586481845,-9.302174921221168,19.188486636468912,39.29931790711543,0.4976372352839738,0.9639000068388206,0.6746143552860624,0.16480761594809884,37.321557586481845
5,31.79783881810917,14.946952356839892,-3.1258171665992793,-8.290203574771086,18.022741506130796,38.27501679353146,-7.294426890287121,16.562983011916952,37.30209387775896,-9.302174921221168,19.188486636468912,39.2804514841593,0.6258004228842006,0.9639000068388206,0.6746143552860624,0.16480761594809884,37.30209387775896
6,31.77316926357263,14.947968071089809,-3.1263537482949797,-8.290203574771086,18.022741506130796,38.25247141105981,-7.294426890287121,16.562983011916952,37.2787122289904,-9.302174921221168,19.188486636468912,39.25784198723667,0.7562553240812595,0.9639000068388206,0.6746143552860624,0.16480761594809884,37.2787122289904
7,31.744324082661297,14.949103478156658,-3.1270130119602144,-8.290203574771086,18.022741506130796,38.226234289546014,-7.294426890287121,16.562983011916952,37.25144790962006,-9.302174921221168,19.188486636468912,39.231529694045754,0.8876021368517398,0.9639000068388206,0.6746143552860624,0.16480761594809884,37.25144790962006
8,31.711878100146915,14.949977442651894,-3.1278392577299705,-8.290203574771086,18.022741506130796,38.19678833711845,-7.294426890287121,16.562983011916952,37.22097338247005,-9.302174921221168,19.188486636468912,39.202264360090986,1.0038318387786456,0.9639000068388206,0.6746143552860624,0.16480761594809884,37.22097338247005
9,31.676667124509084,14.95065414272402,-3.128714446196515,-8.290203574771086,18.022741506130796,38.1645355265941,-7.294426890287121,16.562983011916952,37.187847563558485,-9.302174921221168,19.188486636468912,39.170426267417994,1.0977440705293087,0.9639000068388206,0.6746143552860624,0.16480761594809884,37.187847563558485
10,31.639205172731838,14.950961608470564,-3.129546851470905,-8.290203574771086,18.022741506130796,38.129886102975036,-7.294426890287121,16.562983011916952,37.152214529996556,-9.302174921221168,19.188486636468912,39.136176969268035,1.1743319364540203,0.9639000068388206,0.6746143552860624,0.16480761594809884,37.152214529996556
11,31.60010531495767,14.950476190819879,-3.130422528764047,-8.290203574771086,18.022741506130796,38.09374022856227,-7.294426890287121,16.562983011916952,37.114708430713435,-9.302174921221168,19.188486636468912,39.10046559516846,1.2301349349382427,0.9639000068388206,0.6746143552860624,0.16480761594809884,37.114708430713435
12,31.559460876084835,14.949257816694736,-3.131391910763081,-8.290203574771086,18.022741506130796,38.05636221092384,-7.294426890287121,16.562983011916952,37.075826182381874,-9.302174921221168,19.188486636468912,39.063580012108126,1.2828608012300664,0.9639000068388206,0.6746143552860624,0.16480761594809884,37.075826182381874
13,31.517646984106765,14.947499306313118,-3.1324433695551646,-8.290203574771086,18.022741506130796,38.01808977954041,-7.294426890287121,16.562983011916952,37.035923163071416,-9.302174921221168,19.188486636468912,39.02584908861939,1.322496695727758,0.9639000068388206,0.6746143552860624,0.16480761594809884,37.035923163071416
14,31.474573510346616,14.945362878616665,-3.1336064226193767,-8.290203574771086,18.022741506130796,37.978934345629234,-7.294426890287121,16.562983011916952,36.994964556639154,-9.302174921221168,19.188486636468912,38.987295898740975,1.3634451399790741,0.9639000068388206,0.6746143552860624,0.16480761594809884,36.994964556639154
15,31.430138743086943,14.943074694190994,-3.1348177588881656,-8.290203574771086,18.022741506130796,37.938582309048584,-7.294426890287121,16.562983011916952,36.95273464182271,-9.302174921221168,19.188486636468912,38.94757226329014,1.405592701235999,0.9639000068388206,0.6746143552860624,0.16480761594809884,36.95273464182271
16,31.384093474612833,14.940726779788784,-3.1360816907704736,-8.290203574771086,18.022741506130796,37.89680008590028,-7.294426890287121,16.562983011916952,36.9089929278767,-9.302174921221168,19.188486636468912,38.90644516057384,1.4548144498063853,0.9639000068388206,0.6746143552860624,0.16480761594809884,36.9089929278767
17,31.336413861250392,14.938404147404857,-3.1373433003866293,-8.290203574771086,18.022741506130796,37.853378691055255,-7.294426890287121,16.562983011916952,36.86361558122828,-9.302174921221168,19.188486636468912,38.86367745718039,1.5039149303514352,0.9639000068388206,0.6746143552860624,0.16480761594809884,36.86361558122828
18,31.28742941998059,14.93635143871747,-3.1385232871483253,-8.290203574771086,18.022741506130796,37.808380545576775,-7.294426890287121,16.562983011916952,36.81678770833556,-9.302174921221168,19.188486636468912,38.819288838169655,1.5418032820135843,0.9639000068388206,0.6746143552860624,0.16480761594809884,36.81678770833556
19,31.23644451590824,14.934849996397258,-3.139699331370965,-8.290203574771086,18.022741506130796,37.76137531064046,-7.294426890287121,16.562983011916952,36.76795761893892,-9.302174921221168,19.188486636468912,38.77288198481609,1.6018744969831606,0.9639000068388206,0.6746143552860624,0.16480761594809884,36.76795761893892
20,31.183348671114725,14.933814301081622,-3.1408606013155183,-8.290203574771086,18.022741506130796,37.71211675214794,-7.294426890287121,16.562983011916952,36.71699442530677,-9.302174921221168,19.188486636468912,38.72430513194701,1.6659693067576662,0.9639000068388206,0.6746143552860624,0.16480761594809884,36.71699442530677
21,31.12808368523801,14.933189551520382,3.14119059616582,-8.290203574771086,18.022741506130796,37.6600953481941,-7.294426890287121,16.562983011916952,36.663816739553006,-9.302174921221168,19.188486636468912,38.67345239105483,1.732242574992063,0.9639000068388206,0.6746143552860624,0.16480761594809884,36.663816739553006
22,31.070596342316698,14.932924225103955,3.1400809643618666,-8.290203574771086,18.022741506130796,37.60578184838408,-7.294426890287121,16.562983011916952,36.60833441487947,-9.302174921221168,19.188486636468912,38.620281296125576,1.8004729529493726,0.9639000068388206,0.6746143552860624,0.16480761594809884,36.60833441487947
23,31.01084083956711,14.93296855274268,3.138988869353745,-8.290203574771086,18.022741506130796,37.549150483061666,-7.294426890287121,16.562983011916952,36.55000625358586,-9.302174921221168,19.188486636468912,38.564773365288666,1.8703804384137703,0.9639000068388206,0.6746143552860624,0.16480761594809884,36.55000625358586
24,30.948786388950772,14.933277526251063,3.1379014021455736,-8.290203574771086,18.022741506130796,37.49020761164863,-7.294426890287121,16.562983011916952,36.48937311396982,-9.302174921221168,19.188486636468912,38.50694836270993,1.9414620863049046,0.9639000068388206,0.6746143552860624,0.16480761594809884,36.48937311396982
25,30.884411261205614,14.933809298307022,3.1368034789888233,-8.290203574771086,18.022741506130796,37.428974965615105,-7.294426890287121,16.562983011916952,36.426433387417696,-9.302174921221168,19.188486636468912,38.44684364954269,2.0134000425273215,0.9639000068388206,0.6746143552860624,0.16480761594809884,36.426433387417696
