time,ego_x,ego_y,yaw,cone0_x,cone0_y,cone0_min_dist,cone1_x,cone1_y,cone1_min_dist,cone2_x,cone2_y,cone2_min_dist,speed_car,broken_car_color0,broken_car_color1,broken_car_color2,min_distance_cones
0,31.869381602176848,14.792937895940437,3.132727616189979,-8.331545129152257,18.06292570064211,38.46836373893696,-7.252112299726908,16.59487200427345,37.37618685403736,-9.25649903210523,19.240604873345603,39.40411739218061,0.006603395719669127,0.8372327789265346,0.40298111934554653,0.4441377515622867,37.37618685403736
1,31.864948839336478,14.793049724614026,3.13272626518877,-8.331545129152257,18.06292570064211,38.46393394398296,-7.252112299726908,16.59487200427345,37.37175480592592,-9.25649903210523,19.240604873345603,39.39968878111049,0.13769133918613669,0.8372327789265346,0.40298111934554653,0.4441377515622867,37.37175480592592
2,31.856889426667365,14.793422049187146,3.1326279380372957,-8.331545129152257,18.06292570064211,38.456152859962714,-7.252112299726908,16.59487200427345,37.36382018516491,-9.25649903210523,19.240604873345603,39.39200775505764,0.24687753167927656,0.8372327789265346,0.40298111934554653,0.4441377515622867,37.36382018516491
3,31.844782380800098,14.794005661239083,3.13241402287694,-8.331545129152257,18.06292570064211,38.44465340909558,-7.252112299726908,16.59487200427345,37.351987117701,-9.25649903210523,19.240604873345603,39.380726540113685,0.36916098021938526,0.8372327789265346,0.40298111934554653,0.4441377515622867,37.351987117701
4,31.82852835808902,14.794829298899229,3.132096784346923,-8.331545129152257,18.06292570064211,38.42930097259095,-7.252112299726908,16.59487200427345,37.33613997934317,-9.25649903210523,19.240604873345603,39.36569782248734,0.4950491710086462,0.8372327789265346,0.40298111934554653,0.4441377515622867,37.33613997934317
5,31.808070405978974,14.7959216054764,3.1316732658930104,-8.331545129152257,18.06292570064211,38.41004699965047,-7.252112299726908,16.59487200427345,37.3162255532372,-9.25649903210523,19.240604873345603,39.346875990368744,0.6237048035764756,0.8372327789265346,0.40298111934554653,0.4441377515622867,37.3162255532372
6,31.783398999491883,14.797296094021915,3.1311306840765316,-8.331545129152257,18.06292570064211,38.38691878003728,-7.252112299726908,16.59487200427345,37.292251224668604,-9.25649903210523,19.240604873345603,39.32430141640331,0.7543335464082699,0.8372327789265346,0.40298111934554653,0.4441377515622867,37.292251224668604
7,31.754450546851373,14.798937103581281,3.1304681352688775,-8.331545129152257,18.06292570064211,38.359855885522975,-7.252112299726908,16.59487200427345,37.264155200946675,-9.25649903210523,19.240604873345603,39.2979146529481,0.8890652390233201,0.8372327789265346,0.40298111934554653,0.4441377515622867,37.264155200946675
8,31.721860551374,14.800251516303502,3.1295540694336346,-8.331545129152257,18.06292570064211,38.329877710394534,-7.252112299726908,16.59487200427345,37.23275385606461,-9.25649903210523,19.240604873345603,39.26887224491084,1.0066704040484948,0.8372327789265346,0.40298111934554653,0.4441377515622867,37.23275385606461
9,31.68613577850712,14.801360641831877,3.1285022360586923,-8.331545129152257,18.06292570064211,38.29716427456693,-7.252112299726908,16.59487200427345,37.198403706381,-9.25649903210523,19.240604873345603,39.23723692533479,1.1113554325890562,0.8372327789265346,0.40298111934554653,0.4441377515622867,37.198403706381
