time,steering_angle,target_speed,current_speed,estimated_dist_cones,numb_bb,size_biggest_bb,size_2_biggest_bb,conf_biggest_bb,pixel_count_color,numb_aggl,biggest_aggl_size,biggest_2_aggl_size
0,-1.2852042218708132e-05,15.34996406202361,nan,inf,0,0,0,0,2,1,2,0
1,0.0074885525028764695,15.34996406202361,nan,inf,0,0,0,0,4,2,3,1
2,0.012563725840194117,15.34996406202361,1.3486362285504274,inf,0,0,0,0,2,1,2,0
3,0.016188317883567824,15.34996406202361,1.8041058723160643,inf,0,0,0,0,5,1,6,0
4,0.018992821550205805,15.34996406202361,2.260406787725414,inf,0,0,0,0,5,3,4,1
5,0.020909073403015753,15.34996406202361,2.7175471994376976,inf,0,0,0,0,4,1,6,0
6,0.023621359310107864,15.34996406202361,3.1758194998856277,inf,0,0,0,0,4,3,2,1
7,0.02521808908682752,15.34996406202361,3.6335863131567194,inf,0,0,0,0,4,2,3,1
8,0.026920818896580878,15.34996406202361,4.089968442385197,inf,0,0,0,0,1,1,1,0
9,0.028369972169133964,15.34996406202361,4.547284844042082,inf,0,0,0,0,1,1,1,0
10,0.029661706617307763,15.34996406202361,5.004209777106733,inf,0,0,0,0,2,2,1,1
11,0.030692928715893734,15.34996406202361,5.461084457274905,inf,0,0,0,0,0,0,0,0
12,0.03131803051659563,15.34996406202361,5.916137941073387,inf,0,0,0,0,0,0,0,0
13,0.03140577598722266,15.34996406202361,6.370671288622226,inf,0,0,0,0,1,1,1,0
14,0.030718654431079996,15.34996406202361,6.824636948496281,inf,0,0,0,0,1,1,1,0
15,0.02932696110027105,15.34996406202361,7.276688857596014,inf,0,0,0,0,1,1,1,0
16,0.027290711572532683,15.34996406202361,7.728720935156889,inf,0,0,0,0,1,1,1,0
17,0.02469348920931489,15.34996406202361,8.18073956749193,inf,0,0,0,0,0,0,0,0
18,0.021638833708390256,15.34996406202361,8.632596319452615,inf,0,0,0,0,1,1,1,0
19,0.018460435570191287,15.34996406202361,9.084191843721504,inf,0,0,0,0,1,1,1,0
20,0.015428688100292222,15.34996406202361,9.535855765524033,inf,0,0,0,0,0,0,0,0
21,0.012766833074335841,15.34996406202361,9.987384723442064,inf,0,0,0,0,0,0,0,0
22,0.01055538733025566,15.34996406202361,10.438400812932844,inf,0,0,0,0,1,1,1,0
23,0.008770557525096197,15.34996406202361,10.888845601434754,inf,0,0,0,0,1,1,1,0
24,0.007526944368420855,15.34996406202361,11.338691252557622,inf,0,0,0,0,1,1,1,0
25,0.0067913034887733155,15.34996406202361,11.787882300429398,inf,0,0,0,0,1,1,1,0
26,0.0065012130541943405,15.34996406202361,12.23636103176286,inf,0,0,0,0,1,1,1,0
27,0.006621111086648452,15.34996406202361,12.684085613385909,inf,0,0,0,0,2,2,1,1
28,0.006822167372253499,15.34996406202361,13.131013726292325,inf,0,0,0,0,1,1,1,0
29,0.007252760668624771,15.34996406202361,13.57712192687276,inf,0,0,0,0,1,1,1,0
30,0.007745734540065412,15.34996406202361,14.022371416357236,inf,0,0,0,0,1,1,1,0
31,0.008074406376712494,15.34996406202361,14.467211214399198,inf,0,0,0,0,1,1,1,0
32,0.008276314628288033,15.34996406202361,14.909991487996786,inf,0,0,0,0,1,1,1,0
33,0.008379875277261764,15.34996406202361,15.166012389355028,inf,0,0,0,0,2,1,2,0
34,0.008529718941001133,15.34996406202361,15.166294817456246,inf,0,0,0,0,1,1,1,0
35,0.008519411783475081,15.34996406202361,15.166339113607158,inf,0,0,0,0,2,2,1,1
36,0.008676230148315449,15.34996406202361,15.166338820439547,inf,0,0,0,0,1,1,1,0
37,0.008699353545122936,15.34996406202361,15.166270608525894,inf,0,0,0,0,2,2,1,1
38,0.00847281528196385,15.34996406202361,15.16595507240242,inf,0,0,0,0,1,1,1,0
39,0.008053110475003039,15.34996406202361,15.165644224406062,inf,0,0,0,0,1,1,1,0
40,0.007584893228854425,15.34996406202361,15.165347252900666,inf,0,0,0,0,2,2,1,1
41,0.007177956622690322,15.34996406202361,15.165295144484713,inf,0,0,0,0,1,1,1,0
42,0.006871928970922461,15.34996406202361,15.165236785003504,inf,0,0,0,0,3,3,1,1
43,0.006679781909658946,15.34996406202361,15.165170740805726,inf,0,0,0,0,1,1,1,0
44,0.006602514173155449,15.34996406202361,15.16510020834169,inf,0,0,0,0,1,1,1,0
45,0.006619705841831475,15.34996406202361,15.161708182488614,inf,0,0,0,0,1,1,1,0
46,0.006712510519843797,15.34996406202361,15.158720074934163,inf,0,0,0,0,1,1,1,0
47,0.0066950522642681785,15.34996406202361,15.156405890424935,inf,0,0,0,0,2,2,1,1
48,0.0069088615173397315,15.34996406202361,15.155836646545243,inf,0,0,0,0,2,2,1,1
49,0.007313820330384464,15.34996406202361,15.158049054686595,inf,0,0,0,0,2,2,1,1
50,0.007816931960510734,15.34996406202361,15.161467533236031,inf,0,0,0,0,1,1,1,0
51,0.00835398970382905,15.34996406202361,15.164795048128221,inf,0,0,0,0,2,2,1,1
52,0.009063863277181368,15.34996406202361,15.167809730838142,inf,0,0,0,0,3,3,1,1
53,0.009817599095465496,15.34996406202361,15.170433915203493,inf,0,0,0,0,1,1,1,0
54,0.01045241228297903,15.34996406202361,15.172656628917865,inf,0,0,0,0,2,2,1,1
55,0.011053940795545437,15.34996406202361,15.174588453414415,inf,0,0,0,0,1,1,1,0
56,0.011493849001651887,15.34996406202361,15.176108317611725,inf,0,0,0,0,1,1,1,0
57,0.011722051019460118,15.34996406202361,15.17784897633352,inf,0,0,0,0,2,2,1,1
58,0.011656647437461264,15.34996406202361,15.177518702471273,inf,0,0,0,0,1,1,1,0
59,0.011337147957545679,15.34996406202361,15.177030161722366,inf,0,0,0,0,2,2,1,1
60,0.010544497601054251,15.34996406202361,15.176056146505214,inf,0,0,0,0,1,1,1,0
61,0.009392666847297082,15.34996406202361,15.174708242927588,inf,0,0,0,0,2,2,1,1
62,0.008134136488618035,15.34996406202361,15.173206105883787,inf,0,0,0,0,1,1,1,0
63,0.006624197631934419,15.34996406202361,15.17160454936956,inf,0,0,0,0,2,2,1,1
64,0.005027863112624595,15.34996406202361,15.170175634116244,inf,0,0,0,0,3,2,2,1
65,0.003535729975820426,15.34996406202361,15.168909013272254,inf,0,0,0,0,2,2,1,1
66,0.002121555427244009,15.34996406202361,15.16785271511414,inf,0,0,0,0,1,1,1,0
67,0.000827142938868688,15.34996406202361,15.166494614252722,inf,0,0,0,0,3,3,1,1
68,-0.00024018317306036475,15.34996406202361,15.165899964628212,inf,0,0,0,0,1,1,1,0
69,-0.0009252760445643707,15.34996406202361,15.165768157349136,inf,0,0,0,0,3,2,2,1
70,-0.0013377756506536649,15.34996406202361,15.165999096507115,inf,0,0,0,0,2,2,1,1
71,-0.0014097909664695933,15.34996406202361,15.166618968967638,inf,0,0,0,0,2,2,1,1
72,-0.0011082095364043964,15.34996406202361,15.167082383050602,inf,0,0,0,0,2,2,1,1
73,-0.0005582152875634487,15.34996406202361,15.167489672356576,inf,0,0,0,0,3,3,1,1
74,0.000220353099986594,15.34996406202361,15.167902789118324,inf,0,0,0,0,3,2,2,1
75,0.0014355626034899972,15.34996406202361,15.168336803034862,inf,0,0,0,0,2,2,1,1
76,0.002706814710867649,15.34996406202361,15.168776293266657,inf,0,0,0,0,3,3,1,1
77,0.004060562316614932,15.34996406202361,15.16923341911333,inf,0,0,0,0,3,3,1,1
78,0.0054538165765382965,15.34996406202361,15.169685561925894,inf,0,0,0,0,3,3,1,1
79,0.006897579028647927,15.34996406202361,15.170040510769631,inf,0,0,0,0,4,2,3,1
80,0.008349354475295152,15.34996406202361,15.17046849429181,inf,0,0,0,0,1,1,1,0
81,0.009739025233623667,15.34996406202361,15.17089105216818,inf,0,0,0,0,2,2,1,1
82,0.011091571794465627,15.34996406202361,15.171277068454415,inf,0,0,0,0,2,2,1,1
83,0.012167424529576872,15.34996406202361,15.171616710577366,inf,0,0,0,0,3,2,2,1
84,0.013128733268088192,15.34996406202361,15.171901091191863,inf,0,0,0,0,3,2,2,1
85,0.013882287320815213,15.34996406202361,15.17213087757001,inf,0,0,0,0,2,2,1,1
86,0.014448584784647871,15.34996406202361,15.172310613716744,inf,0,0,0,0,3,2,2,1
87,0.014878255456818297,15.34996406202361,15.172434007971184,inf,0,0,0,0,3,2,2,1
88,0.015095855487313391,15.34996406202361,15.172503186112719,inf,0,0,0,0,3,3,1,1
89,0.015139018359968174,15.34996406202361,15.172533840574795,inf,0,0,0,0,2,2,1,1
90,0.015103939369415877,15.34996406202361,15.172522590893333,inf,0,0,0,0,3,2,2,1
91,0.014928550768453619,15.34996406202361,15.172472449569891,inf,0,0,0,0,1,1,1,0
92,0.014608100193779191,15.34996406202361,15.172400704763977,inf,0,0,0,0,2,2,1,1
93,0.014216608261340226,15.34996406202361,15.172309193395721,inf,0,0,0,0,3,2,2,1
94,0.013697322007224476,15.34996406202361,15.172199944060358,inf,0,0,0,0,2,2,1,1
95,0.013137350181252831,15.34996406202361,15.172085164005582,inf,0,0,0,0,2,2,1,1
96,0.012572910832406694,15.34996406202361,15.171963267229856,inf,0,0,0,0,3,3,1,1
97,0.011888235397405047,15.34996406202361,15.171841632774344,inf,0,0,0,0,2,2,1,1
98,0.011257711322890622,15.34996406202361,15.17172846416365,inf,0,0,0,0,3,2,2,1
99,0.010612846066265022,15.34996406202361,15.171617557465833,inf,0,0,0,0,3,2,2,1
100,0.010053612017349604,15.34996406202361,15.171518926422149,inf,0,0,0,0,3,3,1,1
101,0.009398934332236812,15.34996406202361,15.171429530135503,inf,0,0,0,0,2,2,1,1
102,0.008800127326916957,15.34996406202361,15.171356580591405,inf,0,0,0,0,4,3,2,1
103,0.008204405064688712,15.34996406202361,15.171292976329811,inf,0,0,0,0,3,2,2,1
104,0.007709080016636073,15.34996406202361,15.171243499135802,inf,0,0,0,0,2,2,1,1
105,0.007237514168510258,15.34996406202361,15.171204732586144,inf,0,0,0,0,3,2,2,1
106,0.0068511173626769895,15.34996406202361,15.17117912343591,inf,0,0,0,0,2,2,1,1
107,0.0065158900691902905,15.34996406202361,15.17116291235748,inf,0,0,0,0,3,3,1,1
108,0.006165647118837951,15.34996406202361,15.171156679380742,inf,0,0,0,0,3,2,2,1
109,0.005852709349058116,15.34996406202361,15.171159739098613,inf,0,0,0,0,2,2,1,1
110,0.005568091400493156,15.34996406202361,15.171168497270497,inf,0,0,0,0,3,3,1,1
111,0.005345994593365299,15.34996406202361,15.171182892982815,inf,0,0,0,0,3,2,2,1
112,0.005189601561978331,15.34996406202361,15.171200632886825,inf,0,0,0,0,2,2,1,1
113,0.004986513666647404,15.34996406202361,15.171221001055715,inf,0,0,0,0,3,3,1,1
114,0.0048095433357049616,15.34996406202361,15.17124548997384,inf,0,0,0,0,4,3,2,1
115,0.004630796700521574,15.34996406202361,15.17126897474359,inf,0,0,0,0,2,2,1,1
116,0.004425033470598012,15.34996406202361,15.171292911079957,inf,0,0,0,0,3,2,2,1
117,0.004291007420086718,15.34996406202361,15.171316488149534,inf,0,0,0,0,4,3,2,1
118,0.004120555607137527,15.34996406202361,15.171336177931403,inf,0,0,0,0,3,3,1,1
119,0.00398854583810304,15.34996406202361,15.171356316536176,inf,0,0,0,0,3,2,2,1
120,0.0038491634401876806,15.34996406202361,15.17137228356568,inf,0,0,0,0,4,3,2,1
121,0.0035998371229094793,15.34996406202361,15.171386699056209,inf,0,0,0,0,4,3,2,1
122,0.0034213402442079812,15.34996406202361,15.171400797668554,inf,0,0,0,0,3,2,2,1
123,0.003249666041232178,15.34996406202361,15.17140824423937,inf,0,0,0,0,3,3,1,1
124,0.0030785791968194094,15.34996406202361,15.171414585374022,inf,0,0,0,0,3,2,2,1
125,0.002882911693173156,15.34996406202361,15.17141860114838,inf,0,0,0,0,2,2,1,1
126,0.002709441650891405,15.34996406202361,15.171420932698952,inf,0,0,0,0,3,3,1,1
127,0.002545784622103962,15.34996406202361,15.171420388637133,inf,0,0,0,0,4,3,2,1
128,0.002314980119042756,15.34996406202361,15.171418428344968,inf,0,0,0,0,3,2,2,1
129,0.0021278352691305406,15.34996406202361,15.171416576875155,inf,0,0,0,0,4,2,2,2
130,0.0020106000594081555,15.34996406202361,15.171411609388208,inf,0,0,0,0,4,3,2,1
131,0.0018488906345542635,15.34996406202361,15.171405365114186,inf,0,0,0,0,5,4,2,1
132,0.0016941578619476799,15.34996406202361,15.171400558175645,inf,0,0,0,0,3,3,1,1
133,0.0015777665728126831,15.34996406202361,15.171394535253587,inf,0,0,0,0,4,3,2,1
134,0.0014143571459624563,15.34996406202361,15.171387878056473,inf,0,0,0,0,2,2,1,1
135,0.001266678333232793,15.34996406202361,15.171382813826098,inf,0,0,0,0,3,2,2,1
136,0.0011750756710538122,15.34996406202361,15.171376966535465,inf,0,0,0,0,4,3,2,1
137,0.0010423241270854406,15.34996406202361,15.171370801336588,inf,0,0,0,0,4,3,2,1
138,0.000918455256708936,15.34996406202361,15.17136673420524,inf,0,0,0,0,5,4,2,1
139,0.0008581550962531709,15.34996406202361,15.171362405142478,inf,0,0,0,0,2,2,1,1
140,0.0006924566540577328,15.34996406202361,15.171357703887494,inf,0,0,0,0,4,3,2,1
141,0.0005732073614879731,15.34996406202361,15.171356489884444,inf,0,0,0,0,2,2,1,1
142,0.0005007233730361101,15.34996406202361,15.171353435707061,inf,0,0,0,0,5,2,4,2
