time,steering_angle,target_speed,current_speed,estimated_dist_cones,numb_bb,size_biggest_bb,size_2_biggest_bb,conf_biggest_bb,pixel_count_color,numb_aggl,biggest_aggl_size,biggest_2_aggl_size
0,4.435788845608332e-06,13.63118235410033,nan,inf,0,0,0,0,4,2,3,1
1,0.0065947186130252775,13.63118235410033,nan,inf,0,0,0,0,4,3,2,1
2,0.010742895372723481,13.63118235410033,1.3511579304268286,inf,0,0,0,0,5,3,4,1
3,0.013884676157076354,13.63118235410033,1.8100225062209094,inf,0,0,0,0,3,1,4,0
4,0.016661546917150986,13.63118235410033,2.268351644361777,inf,0,0,0,0,4,2,3,1
5,0.01915998943307017,13.63118235410033,2.7258623974431546,inf,0,0,0,0,4,1,6,0
6,0.021546889040884483,13.63118235410033,3.1821611273326647,inf,0,0,0,0,3,1,3,0
7,0.02387049660436793,13.63118235410033,3.637257741699337,inf,0,0,0,0,2,1,2,0
8,0.026027091117255353,13.63118235410033,4.091447367505723,inf,0,0,0,0,3,2,2,1
9,0.027661280584292285,13.63118235410033,4.54720843878765,inf,0,0,0,0,1,1,1,0
10,0.028408327798928514,13.63118235410033,5.0037864920852275,inf,0,0,0,0,1,1,1,0
11,0.028021397117375717,13.63118235410033,5.459561641324397,inf,0,0,0,0,1,1,1,0
12,0.026732462709636917,13.63118235410033,5.913947157915461,inf,0,0,0,0,0,0,0,0
13,0.024697273832556606,13.63118235410033,6.3680761736790314,inf,0,0,0,0,1,1,1,0
14,0.022027300442961965,13.63118235410033,6.821745647747547,inf,0,0,0,0,1,1,1,0
15,0.018896043411110487,13.63118235410033,7.275170212914769,inf,0,0,0,0,0,0,0,0
16,0.015608463615682796,13.63118235410033,7.728371316529645,inf,0,0,0,0,1,1,1,0
17,0.012552964732041946,13.63118235410033,8.181665500143874,inf,0,0,0,0,0,0,0,0
18,0.009892831971204476,13.63118235410033,8.634568315202486,inf,0,0,0,0,1,1,1,0
19,0.007630733520085453,13.63118235410033,9.08696715662095,inf,0,0,0,0,0,0,0,0
20,0.005820062365214971,13.63118235410033,9.53885430409291,inf,0,0,0,0,0,0,0,0
21,0.004549981675246091,13.63118235410033,9.990203655134287,inf,0,0,0,0,1,1,1,0
22,0.003839180767516625,13.63118235410033,10.440972458683781,inf,0,0,0,0,1,1,1,0
23,0.0036016084999021284,13.63118235410033,10.891118139194901,inf,0,0,0,0,0,0,0,0
24,0.0036627069713205786,13.63118235410033,11.340605897407023,inf,0,0,0,0,1,1,1,0
25,0.003908056913278991,13.63118235410033,11.789409122805926,inf,0,0,0,0,1,1,1,0
26,0.004408666913159651,13.63118235410033,12.23750154235312,inf,0,0,0,0,1,1,1,0
27,0.004851049429801334,13.63118235410033,12.6848487219164,inf,0,0,0,0,1,1,1,0
28,0.0054309986521228135,13.63118235410033,13.13144465286486,inf,0,0,0,0,1,1,1,0
29,0.006033116726368453,13.63118235410033,13.496323415812514,inf,0,0,0,0,1,1,1,0
30,0.006486038546741336,13.63118235410033,13.496817542675208,inf,0,0,0,0,1,1,1,0
31,0.006840103502940152,13.63118235410033,13.496505311110793,inf,0,0,0,0,1,1,1,0
32,0.0071124032719219665,13.63118235410033,13.496427462746851,inf,0,0,0,0,1,1,1,0
33,0.007367077960436081,13.63118235410033,13.496365658219032,inf,0,0,0,0,1,1,1,0
34,0.007543858976534991,13.63118235410033,13.496389452527712,inf,0,0,0,0,1,1,1,0
