time,steering_angle,target_speed,current_speed,estimated_dist_cones,numb_bb,size_biggest_bb,size_2_biggest_bb,conf_biggest_bb,pixel_count_color,numb_aggl,biggest_aggl_size,biggest_2_aggl_size
0,1.1659858368583155e-05,15.18637937833242,nan,inf,0,0,0,0,1,1,1,0
1,0.0266195235585763,15.18637937833242,nan,inf,0,0,0,0,0,0,0,0
2,0.04507388856193614,15.18637937833242,1.358449435041306,inf,0,0,0,0,0,0,0,0
3,0.05816792866233722,15.18637937833242,1.8102062836967963,inf,0,0,0,0,1,1,1,0
4,0.06765745170052966,15.18637937833242,2.2657205858244267,inf,0,0,0,0,1,1,1,0
5,0.07493640149131733,15.18637937833242,2.722469059107963,inf,0,0,0,0,0,0,0,0
6,0.08072818690588218,15.18637937833242,3.1786925351804336,inf,0,0,0,0,1,1,1,0
7,0.08572480123851194,15.18637937833242,3.6348426440968002,inf,0,0,0,0,1,1,1,0
8,0.08949068011337724,15.18637937833242,4.090373502806508,inf,0,0,0,0,0,0,0,0
9,0.0922087338745339,15.18637937833242,4.546277409316531,inf,0,0,0,0,1,1,1,0
10,0.09350613249442356,15.18637937833242,5.002465309176012,inf,0,0,0,0,0,0,0,0
11,0.09349130943140499,15.18637937833242,5.4584114638634755,inf,0,0,0,0,1,1,1,0
12,0.09210900832326926,15.18637937833242,5.913636540782252,inf,0,0,0,0,0,0,0,0
13,0.08954521913652332,15.18637937833242,6.367995728957106,inf,0,0,0,0,0,0,0,0
14,0.08596504725916601,15.18637937833242,6.821750685733933,inf,0,0,0,0,0,0,0,0
15,0.08155378803798155,15.18637937833242,7.275180154855096,inf,0,0,0,0,0,0,0,0
16,0.07662095554250742,15.18637937833242,7.728408418222857,inf,0,0,0,0,0,0,0,0
17,0.07157411524595511,15.18637937833242,8.181510315525738,inf,0,0,0,0,0,0,0,0
18,0.06675837056889891,15.18637937833242,8.634387612991329,inf,0,0,0,0,0,0,0,0
19,0.06225337785093689,15.18637937833242,9.086827575969766,inf,0,0,0,0,0,0,0,0
20,0.05828371300595034,15.18637937833242,9.538746455812305,inf,0,0,0,0,0,0,0,0
21,0.05485860951906735,15.18637937833242,9.99012660752764,inf,0,0,0,0,0,0,0,0
22,0.052019272702889086,15.18637937833242,10.44091548149239,inf,0,0,0,0,0,0,0,0
23,0.049603552327387654,15.18637937833242,10.891076076039411,inf,0,0,0,0,0,0,0,0
24,0.047568590986916945,15.18637937833242,11.340571119201844,inf,0,0,0,0,0,0,0,0
25,0.04583782077864069,15.18637937833242,11.789376439221702,inf,0,0,0,0,0,0,0,0
26,0.044340141834814835,15.18637937833242,12.23746522759471,inf,0,0,0,0,0,0,0,0
27,0.04300728833975459,15.18637937833242,12.684809681581791,inf,0,0,0,0,0,0,0,0
28,0.04174453491102023,15.18637937833242,13.1313897972209,inf,0,0,0,0,0,0,0,0
29,0.0406359079677185,15.18637937833242,13.57718654482908,inf,0,0,0,0,0,0,0,0
30,0.03927373258441996,15.18637937833242,14.022752428992053,inf,0,0,0,0,0,0,0,0
31,0.037707851228436534,15.18637937833242,14.46621528216073,inf,0,0,0,0,0,0,0,0
32,0.03616082044904066,15.18637937833242,14.889022490561132,inf,0,0,0,0,0,0,0,0
33,0.034406982097091025,15.18637937833242,15.007131764093025,inf,0,0,0,0,1,1,1,0
34,0.03264742112449863,15.18637937833242,15.007295796163275,inf,0,0,0,0,0,0,0,0
35,0.030952203922396917,15.18637937833242,15.007341224358953,inf,0,0,0,0,0,0,0,0
36,0.029274200106248458,15.18637937833242,15.007350859176949,inf,0,0,0,0,0,0,0,0
37,0.027707755702232106,15.18637937833242,15.007335355077064,inf,0,0,0,0,0,0,0,0
38,0.026073923504880935,15.18637937833242,15.007292669093392,inf,0,0,0,0,1,1,1,0
39,0.02461124005059193,15.18637937833242,15.007234325263006,inf,0,0,0,0,0,0,0,0
40,0.023267121661875133,15.18637937833242,15.00715100049156,inf,0,0,0,0,0,0,0,0
41,0.02182863769454193,15.18637937833242,15.006768295020866,inf,0,0,0,0,0,0,0,0
42,0.02051687186854737,15.18637937833242,15.006702417959287,inf,0,0,0,0,0,0,0,0
43,0.019351475541941852,15.18637937833242,15.006641857161055,inf,0,0,0,0,0,0,0,0
44,0.018293053037600267,15.18637937833242,15.006578595135384,inf,0,0,0,0,0,0,0,0
45,0.01722633447217193,15.18637937833242,15.00331882202397,inf,0,0,0,0,0,0,0,0
46,0.016204179653238074,15.18637937833242,15.000436895447345,inf,0,0,0,0,0,0,0,0
47,0.015314238072219082,15.18637937833242,14.998196952493384,inf,0,0,0,0,0,0,0,0
48,0.014751318627425798,15.18637937833242,14.997639204898663,inf,0,0,0,0,0,0,0,0
49,0.014345161533838472,15.18637937833242,14.999720887092755,inf,0,0,0,0,0,0,0,0
50,0.014131886260309545,15.18637937833242,15.0030861854414,inf,0,0,0,0,0,0,0,0
51,0.014054903696560372,15.18637937833242,15.006353871290973,inf,0,0,0,0,0,0,0,0
52,0.014185776601984801,15.18637937833242,15.009309771665084,inf,0,0,0,0,0,0,0,0
53,0.014398501760267614,15.18637937833242,15.011887101753425,inf,0,0,0,0,0,0,0,0
54,0.014482678997761681,15.18637937833242,15.014069064351592,inf,0,0,0,0,0,0,0,0
55,0.014536667377874395,15.18637937833242,15.015960360318047,inf,0,0,0,0,0,0,0,0
56,0.014549216349517599,15.18637937833242,15.017448488263684,inf,0,0,0,0,0,0,0,0
57,0.014438694414055372,15.18637937833242,15.018622316266319,inf,0,0,0,0,0,0,0,0
58,0.014128466758731369,15.18637937833242,15.017946431818594,inf,0,0,0,0,0,0,0,0
59,0.013356508790576552,15.18637937833242,15.017138697712376,inf,0,0,0,0,0,0,0,0
60,0.012280979540169538,15.18637937833242,15.01652129269979,inf,0,0,0,0,0,0,0,0
61,0.010894555653831763,15.18637937833242,15.015639031228437,inf,0,0,0,0,0,0,0,0
