time,steering_angle,target_speed,current_speed,estimated_dist_cones,numb_bb,size_biggest_bb,size_2_biggest_bb,conf_biggest_bb,pixel_count_color,numb_aggl,biggest_aggl_size,biggest_2_aggl_size
0,5.23964586513562e-06,15.089579947171528,nan,inf,0,0,0,0,1,1,1,0
1,0.009349525285293765,15.089579947171528,nan,inf,0,0,0,0,0,0,0,0
2,0.01600876841186577,15.089579947171528,1.3519439083947307,inf,0,0,0,0,2,2,1,1
3,0.020991384599479374,15.089579947171528,1.8096722756918284,inf,0,0,0,0,2,2,1,1
4,0.0250372037117694,15.089579947171528,2.2671467230856712,inf,0,0,0,0,2,2,1,1
5,0.02872725213246769,15.089579947171528,2.7243395838161866,inf,0,0,0,0,2,2,1,1
6,0.032256487109613666,15.089579947171528,3.18037465990799,inf,0,0,0,0,2,2,1,1
7,0.03568916733206967,15.089579947171528,3.635544087379862,inf,0,0,0,0,0,0,0,0
8,0.03884334859301575,15.089579947171528,4.090541437764086,inf,0,0,0,0,1,1,1,0
9,0.04123332499824297,15.089579947171528,4.546703536167248,inf,0,0,0,0,1,1,1,0
10,0.04274450297784871,15.089579947171528,5.002988486535591,inf,0,0,0,0,1,1,1,0
11,0.043092039954404054,15.089579947171528,5.4590422706054875,inf,0,0,0,0,1,1,1,0
12,0.04241980823297303,15.089579947171528,5.914341734053876,inf,0,0,0,0,1,1,1,0
13,0.04076658660527342,15.089579947171528,6.368629029946926,inf,0,0,0,0,0,0,0,0
14,0.03836205635196109,15.089579947171528,6.822341213456351,inf,0,0,0,0,0,0,0,0
15,0.03546087775852978,15.089579947171528,7.275690813838623,inf,0,0,0,0,0,0,0,0
16,0.03211961177245885,15.089579947171528,7.728742684791024,inf,0,0,0,0,0,0,0,0
17,0.02866481251491914,15.089579947171528,8.181624497882554,inf,0,0,0,0,0,0,0,0
18,0.025360208866535755,15.089579947171528,8.634433601264696,inf,0,0,0,0,0,0,0,0
19,0.022488523219890193,15.089579947171528,9.086767410110271,inf,0,0,0,0,0,0,0,0
20,0.020177241057966117,15.089579947171528,9.538672511080973,inf,0,0,0,0,0,0,0,0
21,0.018619206825164353,15.089579947171528,9.990056840449249,inf,0,0,0,0,0,0,0,0
22,0.01760021061606428,15.089579947171528,10.440870878756456,inf,0,0,0,0,0,0,0,0
23,0.01714654484718019,15.089579947171528,10.891057047903358,inf,0,0,0,0,0,0,0,0
24,0.01713567332271157,15.089579947171528,11.340585901258173,inf,0,0,0,0,0,0,0,0
25,0.01754025501415075,15.089579947171528,11.789420941811203,inf,0,0,0,0,0,0,0,0
26,0.01832541798316405,15.089579947171528,12.23753329070058,inf,0,0,0,0,0,0,0,0
27,0.019197311978608016,15.089579947171528,12.684894611231412,inf,0,0,0,0,2,2,1,1
28,0.020370910481992147,15.089579947171528,13.131495213355825,inf,0,0,0,0,0,0,0,0
29,0.021416748516140654,15.089579947171528,13.5774246634189,inf,0,0,0,0,1,1,1,0
30,0.022381223253504397,15.089579947171528,14.022270211543375,inf,0,0,0,0,0,0,0,0
31,0.023077524795817657,15.089579947171528,14.46646377147915,inf,0,0,0,0,0,0,0,0
32,0.023782769103680254,15.089579947171528,14.860027007651295,inf,0,0,0,0,1,1,1,0
33,0.024327739969260048,15.089579947171528,14.91365648239199,inf,0,0,0,0,0,0,0,0
34,0.024736955070655993,15.089579947171528,14.913717904333588,inf,0,0,0,0,0,0,0,0
