time,steering_angle,target_speed,current_speed,estimated_dist_cones,numb_bb,size_biggest_bb,size_2_biggest_bb,conf_biggest_bb,pixel_count_color,numb_aggl,biggest_aggl_size,biggest_2_aggl_size
0,-1.47884706259075e-05,13.510964199476007,nan,inf,0,0,0,0,0,0,0,0
1,-0.0028158596239652935,13.510964199476007,nan,inf,0,0,0,0,0,0,0,0
2,-0.004798255552172935,13.510964199476007,1.3485551056514207,inf,0,0,0,0,1,1,1,0
3,-0.005898514195387822,13.510964199476007,1.804154380499423,inf,0,0,0,0,1,1,1,0
4,-0.00919761281764665,13.510964199476007,2.260564005489572,inf,0,0,0,0,0,0,0,0
5,-0.011080925799147639,13.510964199476007,2.717579785543993,inf,0,0,0,0,1,1,1,0
6,-0.011719922216040932,13.510964199476007,3.175059644663722,inf,0,0,0,0,1,1,1,0
7,-0.011281562009826369,13.510964199476007,3.632815160463117,inf,0,0,0,0,0,0,0,0
8,-0.010236842166938126,13.510964199476007,4.090260791758718,inf,0,0,0,0,0,0,0,0
9,-0.008825899787732652,13.510964199476007,4.547374173749625,inf,0,0,0,0,0,0,0,0
10,-0.007286114992004563,13.510964199476007,5.004094038949217,inf,0,0,0,0,0,0,0,0
11,-0.005885464524485014,13.510964199476007,5.460738848247993,inf,0,0,0,0,1,1,1,0
12,-0.0049087869326764535,13.510964199476007,5.9167092976280244,inf,0,0,0,0,0,0,0,0
13,-0.004246188304483551,13.510964199476007,6.371053273437641,inf,0,0,0,0,0,0,0,0
14,-0.00419626202458977,13.510964199476007,6.825384034522746,inf,0,0,0,0,0,0,0,0
15,-0.0048474325513003375,13.510964199476007,7.2775423030854824,inf,0,0,0,0,0,0,0,0
16,-0.005903047339719485,13.510964199476007,7.729215209069164,inf,0,0,0,0,0,0,0,0
17,-0.007783897550399476,13.510964199476007,8.18099503700736,inf,0,0,0,0,0,0,0,0
18,-0.009891006823614726,13.510964199476007,8.632684961282807,inf,0,0,0,0,0,0,0,0
19,-0.012155305311557781,13.510964199476007,9.08417318549955,inf,0,0,0,0,0,0,0,0
20,-0.014310966404538961,13.510964199476007,9.535447360084678,inf,0,0,0,0,0,0,0,0
21,-0.015954457682362217,13.510964199476007,9.986979426430786,inf,0,0,0,0,0,0,0,0
22,-0.017175942305769305,13.510964199476007,10.438046421915079,inf,0,0,0,0,0,0,0,0
23,-0.017587434960773286,13.510964199476007,10.888516723844907,inf,0,0,0,0,0,0,0,0
24,-0.01732987189883157,13.510964199476007,11.338420829844809,inf,0,0,0,0,0,0,0,0
25,-0.01653529459558814,13.510964199476007,11.787671638851238,inf,0,0,0,0,0,0,0,0
26,-0.015220756284850867,13.510964199476007,12.236209761241897,inf,0,0,0,0,0,0,0,0
