time,black_car_angle,distance_sensors,num_pixel_black,agglomerate_count,agglomerate_size_1,agglomerate_size_2
10, 99999.990000, 10.740947, 0, 0, 0, 0
20, -0.037109, 10.742692, 12, 3, 9, 2
30, -0.076172, 10.744878, 21, 1, 21, 0
40, -0.137370, 10.747690, 4, 1, 4, 0
50, -0.140625, 10.751280, 2, 1, 2, 0
60, -0.140625, 10.755571, 21, 1, 21, 0
70, 99999.990000, 10.760201, 0, 1, 0, 0
80, -0.039062, 10.764998, 5, 1, 5, 0
90, -0.076823, 10.769820, 20, 1, 20, 0
100, -0.114583, 10.774560, 10, 2, 5, 5
110, -0.080729, 10.779145, 1, 1, 1, 0
120, -0.074219, 10.783517, 5, 2, 4, 1
130, -0.074219, 10.787654, 20, 1, 20, 0
140, -0.106771, 10.791548, 20, 1, 20, 0
150, -0.114335, 10.795213, 21, 2, 20, 1
160, -0.115389, 10.798670, 21, 2, 20, 1
170, -0.115389, 10.801925, 20, 1, 20, 0
180, -0.114335, 10.805044, 20, 1, 20, 0
190, -0.113281, 10.808076, 20, 1, 20, 0
200, -0.113281, 10.811061, 20, 1, 20, 0
210, -0.107292, 10.814041, 10, 2, 9, 1
220, -0.107292, 10.817050, 2, 1, 2, 0
230, 99999.990000, 10.820122, 0, 1, 0, 0
240, 99999.990000, 10.823284, 0, 1, 0, 0
250, 99999.990000, 10.826558, 0, 1, 0, 0
260, 99999.990000, 10.829970, 0, 1, 0, 0
270, -0.057292, 10.833528, 3, 1, 3, 0
280, -0.093149, 10.837239, 13, 2, 7, 6
290, -0.128305, 10.841104, 18, 2, 9, 9
300, -0.106170, 10.845126, 20, 1, 20, 0
310, -0.105469, 10.849291, 20, 1, 20, 0
320, -0.105469, 10.853612, 20, 1, 20, 0
330, -0.105469, 10.858092, 20, 1, 20, 0
340, -0.105469, 10.862718, 20, 1, 20, 0
350, -0.105469, 10.867483, 20, 1, 20, 0
360, -0.105469, 10.872381, 20, 1, 20, 0
370, -0.105469, 10.877404, 20, 1, 20, 0
380, -0.105469, 10.882547, 20, 1, 20, 0
390, -0.102865, 10.887803, 20, 1, 20, 0
400, -0.100260, 10.893165, 20, 1, 20, 0
410, -0.097656, 10.898626, 20, 1, 20, 0
420, -0.097588, 10.904173, 19, 2, 10, 9
430, -0.097588, 10.909813, 18, 2, 9, 9
440, -0.097588, 10.915542, 18, 2, 9, 9
450, -0.097886, 10.921356, 17, 2, 9, 8
460, -0.098116, 10.927254, 17, 2, 9, 8
470, -0.098346, 10.933237, 17, 2, 9, 8
480, -0.098346, 10.939305, 17, 2, 9, 8
490, -0.096814, 10.945458, 16, 2, 8, 8
500, -0.093980, 10.951694, 18, 2, 9, 9
510, -0.091077, 10.958015, 19, 2, 10, 9
520, -0.089775, 10.964421, 20, 1, 20, 0
530, -0.089775, 10.970912, 20, 1, 20, 0
540, -0.089844, 10.977491, 20, 1, 20, 0
550, -0.088542, 10.984159, 19, 1, 19, 0
560, -0.087240, 10.990919, 19, 1, 19, 0
570, -0.084635, 10.997767, 20, 1, 20, 0
580, -0.083333, 11.004706, 20, 1, 20, 0
590, -0.082031, 11.011737, 20, 1, 20, 0
600, -0.082031, 11.018860, 20, 1, 20, 0
610, -0.080729, 11.026076, 19, 1, 19, 0
620, -0.079427, 11.033387, 19, 1, 19, 0
630, -0.076823, 11.040825, 20, 1, 20, 0
640, -0.075521, 11.048427, 20, 1, 20, 0
650, -0.075273, 11.056122, 21, 2, 20, 1
660, -0.073971, 11.063905, 19, 1, 19, 0
670, -0.072669, 11.071779, 19, 1, 19, 0
680, -0.069010, 11.079741, 20, 1, 20, 0
690, -0.067708, 11.087793, 20, 1, 20, 0
700, -0.065104, 11.095937, 19, 1, 19, 0
710, -0.063802, 11.104174, 19, 1, 19, 0
720, -0.062500, 11.112505, 19, 1, 19, 0
730, -0.057751, 11.120928, 17, 2, 16, 1
740, -0.049338, 11.129269, 13, 2, 10, 3
750, -0.046734, 11.137136, 7, 1, 7, 0
760, -0.048878, 11.144192, 5, 1, 5, 0
770, -0.053385, 11.150171, 2, 1, 2, 0
780, 99999.990000, 11.154817, 0, 1, 0, 0
790, 0.013021, 11.158123, 1, 1, 1, 0
800, 99999.990000, 11.160252, 0, 1, 0, 0
810, -0.039062, 11.161409, 1, 1, 1, 0
820, 99999.990000, 11.161846, 0, 1, 0, 0
830, 99999.990000, 11.161758, 0, 1, 0, 0
840, -0.014323, 11.161318, 20, 1, 20, 0
850, -0.028646, 11.160624, 20, 1, 20, 0
860, -0.042969, 11.159728, 20, 1, 20, 0
870, 99999.990000, 11.158667, 0, 1, 0, 0
880, 99999.990000, 11.157463, 0, 1, 0, 0
890, -0.014400, 11.156137, 17, 3, 8, 8
900, -0.027420, 11.154723, 19, 1, 19, 0
910, -0.040441, 11.153236, 19, 1, 19, 0
920, 99999.990000, 11.151703, 0, 1, 0, 0
930, 99999.990000, 11.150151, 0, 1, 0, 0
940, -0.010417, 11.148609, 16, 2, 8, 8
950, -0.020833, 11.147111, 19, 1, 19, 0
960, -0.031250, 11.145672, 19, 1, 19, 0
970, -0.031250, 11.144310, 19, 1, 19, 0
980, -0.031250, 11.143046, 1, 1, 1, 0
990, 99999.990000, 11.141892, 0, 1, 0, 0
1000, 99999.990000, 11.140855, 0, 1, 0, 0
1010, 99999.990000, 11.139945, 0, 1, 0, 0
1020, 99999.990000, 11.139194, 0, 1, 0, 0
1030, 99999.990000, 11.138593, 0, 1, 0, 0
1040, 0.011719, 11.138093, 4, 1, 4, 0
1050, 0.023438, 11.137678, 4, 1, 4, 0
1060, 0.036458, 11.137378, 3, 1, 3, 0
1070, 99999.990000, 11.137217, 0, 1, 0, 0
1080, 99999.990000, 11.137191, 0, 1, 0, 0
1090, 99999.990000, 11.137288, 0, 1, 0, 0
1100, 99999.990000, 11.137497, 0, 1, 0, 0
1110, 99999.990000, 11.137807, 0, 1, 0, 0
1120, 99999.990000, 11.138208, 0, 1, 0, 0
1130, 99999.990000, 11.138726, 0, 1, 0, 0
1140, -0.016146, 11.139349, 5, 2, 4, 1
1150, -0.033073, 11.140036, 14, 1, 14, 0
1160, -0.043490, 11.140762, 19, 1, 19, 0
1170, -0.039062, 11.141513, 20, 1, 20, 0
1180, -0.033854, 11.142280, 20, 1, 20, 0
1190, -0.035156, 11.143058, 20, 1, 20, 0
1200, -0.035156, 11.143838, 20, 1, 20, 0
1210, -0.037630, 11.144610, 20, 2, 19, 1
1220, -0.040104, 11.145368, 20, 2, 19, 1
1230, -0.041406, 11.146102, 16, 2, 8, 8
1240, -0.024609, 11.146807, 7, 1, 7, 0
1250, -0.005208, 11.147486, 5, 1, 5, 0
1260, 0.014323, 11.148113, 4, 1, 4, 0
1270, 0.020833, 11.148711, 2, 1, 2, 0
1280, 0.026042, 11.149285, 1, 1, 1, 0
1290, 99999.990000, 11.149828, 0, 1, 0, 0
1300, 99999.990000, 11.150335, 0, 1, 0, 0
1310, 99999.990000, 11.150795, 0, 1, 0, 0
1320, -0.039062, 11.151223, 1, 1, 1, 0
1330, 99999.990000, 11.151620, 0, 1, 0, 0
1340, 0.006510, 11.151979, 2, 1, 2, 0
1350, 0.011719, 11.152302, 3, 1, 3, 0
1360, 0.015625, 11.152594, 4, 1, 4, 0
1370, 0.010417, 11.152864, 6, 1, 6, 0
1380, 0.005208, 11.153117, 7, 1, 7, 0
1390, 0.000000, 11.153349, 8, 1, 8, 0
1400, -0.012320, 11.153562, 13, 2, 9, 4
1410, -0.030549, 11.153757, 18, 2, 9, 9
1420, -0.048648, 11.153931, 20, 2, 19, 1
1430, -0.057031, 11.154083, 20, 2, 19, 1
1440, -0.058203, 11.154217, 20, 2, 19, 1
1450, -0.058203, 11.154340, 20, 2, 19, 1
1460, -0.058203, 11.154466, 20, 2, 19, 1
1470, -0.058203, 11.154611, 20, 2, 19, 1
1480, -0.058203, 11.154758, 20, 2, 19, 1
1490, -0.058203, 11.154906, 20, 2, 19, 1
1500, -0.057031, 11.155060, 19, 1, 19, 0
1510, -0.057031, 11.155219, 20, 2, 19, 1
1520, -0.057031, 11.155383, 20, 2, 19, 1
1530, -0.057031, 11.155554, 19, 1, 19, 0
1540, -0.055859, 11.155730, 19, 1, 19, 0
1550, -0.054688, 11.155913, 19, 1, 19, 0
1560, -0.054688, 11.156104, 19, 1, 19, 0
1570, -0.054688, 11.156300, 19, 1, 19, 0
1580, -0.054688, 11.156501, 19, 1, 19, 0
1590, -0.054688, 11.156706, 19, 1, 19, 0
