time,black_car_angle,distance_sensors,num_pixel_black,agglomerate_count,agglomerate_size_1,agglomerate_size_2
10, 0.104818, 10.061030, 12, 4, 6, 4
20, 0.211155, 10.061992, 18, 2, 17, 1
30, 0.307219, 10.063798, 27, 2, 26, 1
40, 0.281829, 10.066585, 12, 1, 12, 0
50, 0.283652, 10.069780, 15, 2, 13, 2
60, 0.283652, 10.073420, 27, 2, 26, 1
70, 0.279745, 10.076996, 9, 1, 9, 0
80, 0.277397, 10.080418, 19, 2, 18, 1
90, 0.272138, 10.083606, 23, 2, 22, 1
100, 0.266930, 10.086511, 5, 1, 5, 0
110, 0.268034, 10.089117, 18, 2, 17, 1
120, 0.273293, 10.091408, 27, 2, 26, 1
130, 0.283189, 10.093384, 15, 2, 14, 1
140, 0.249711, 10.095042, 10, 2, 9, 1
150, 0.225260, 10.096420, 6, 1, 6, 0
160, 0.212760, 10.097589, 3, 1, 3, 0
170, 0.207031, 10.098601, 3, 1, 3, 0
180, 0.203125, 10.099478, 3, 1, 3, 0
190, 0.205729, 10.100218, 5, 1, 5, 0
200, 0.210938, 10.100871, 7, 1, 7, 0
210, 0.220052, 10.101451, 10, 1, 10, 0
220, 0.230469, 10.101967, 13, 1, 13, 0
230, 0.253906, 10.102443, 25, 1, 25, 0
240, 0.272135, 10.102881, 26, 1, 26, 0
250, 0.284770, 10.103301, 27, 2, 26, 1
260, 0.281877, 10.103701, 27, 2, 26, 1
270, 0.278972, 10.104051, 26, 2, 25, 1
280, 0.280443, 10.104388, 24, 2, 22, 2
290, 0.289847, 10.104729, 18, 1, 18, 0
300, 0.301866, 10.105073, 17, 1, 17, 0
310, 0.307780, 10.105517, 16, 2, 15, 1
320, 0.309082, 10.106045, 15, 1, 15, 0
330, 0.304742, 10.106515, 15, 2, 14, 1
340, 0.302138, 10.106918, 16, 2, 15, 1
350, 0.299533, 10.107250, 15, 1, 15, 0
360, 0.295247, 10.107502, 16, 2, 15, 1
370, 0.294759, 10.107640, 16, 1, 16, 0
380, 0.285108, 10.107636, 17, 2, 16, 1
390, 0.283318, 10.106978, 17, 1, 17, 0
400, 0.271873, 10.104592, 19, 3, 17, 1
410, 0.268503, 10.103406, 17, 1, 17, 0
420, 0.257436, 10.102630, 20, 3, 18, 1
430, 0.253872, 10.101777, 19, 2, 18, 1
440, 0.243716, 10.100833, 20, 2, 18, 2
450, 0.236081, 10.099796, 22, 3, 19, 2
460, 0.226845, 10.098664, 21, 3, 18, 2
470, 0.219517, 10.097453, 21, 3, 18, 2
480, 0.215154, 10.096163, 21, 3, 18, 2
490, 0.210751, 10.094808, 20, 3, 17, 2
500, 0.203172, 10.093373, 16, 4, 12, 2
510, 0.188477, 10.091864, 12, 3, 9, 2
520, 0.178618, 10.090274, 7, 2, 6, 1
530, 0.171999, 10.088625, 6, 2, 5, 1
540, 0.160280, 10.086916, 5, 3, 3, 1
550, 0.144531, 10.085164, 3, 2, 2, 1
560, 99999.990000, 10.083368, 0, 2, 0, 0
570, 99999.990000, 10.081676, 0, 2, 0, 0
580, 0.013021, 10.080092, 2, 2, 1, 1
590, 0.018229, 10.078720, 1, 1, 1, 0
600, 0.033854, 10.077478, 1, 1, 1, 0
610, 0.074870, 10.076322, 4, 2, 3, 1
620, 0.117653, 10.075252, 7, 2, 5, 2
630, 0.153739, 10.074254, 7, 2, 6, 1
640, 0.146317, 10.073316, 10, 2, 8, 2
650, 0.134288, 10.072421, 21, 2, 19, 2
660, 0.116431, 10.071574, 23, 1, 23, 0
670, 0.101066, 10.070809, 23, 1, 23, 0
680, 0.093021, 10.070142, 25, 2, 24, 1
690, 0.087813, 10.069576, 23, 1, 23, 0
700, 0.082604, 10.069117, 23, 1, 23, 0
710, 0.079427, 10.068767, 24, 1, 24, 0
720, 0.074219, 10.068527, 23, 1, 23, 0
730, 0.069010, 10.068115, 23, 1, 23, 0
740, 0.063802, 10.067356, 22, 1, 22, 0
750, 0.054688, 10.066060, 20, 1, 20, 0
760, 0.045573, 10.064265, 18, 1, 18, 0
770, 0.032552, 10.062054, 16, 1, 16, 0
780, 0.022135, 10.059481, 14, 1, 14, 0
790, 0.010742, 10.056648, 8, 3, 5, 2
800, 0.025933, 10.053627, 9, 3, 7, 1
810, 0.043902, 10.050471, 15, 2, 14, 1
820, 0.048413, 10.047273, 21, 2, 20, 1
830, 0.025409, 10.044076, 16, 1, 16, 0
840, 0.004244, 10.040903, 11, 2, 8, 3
850, 0.016856, 10.037766, 10, 2, 8, 2
860, 0.029647, 10.034684, 17, 2, 16, 1
870, 0.026333, 10.031684, 19, 1, 19, 0
880, 0.001072, 10.028786, 15, 1, 15, 0
890, -0.014323, 10.026004, 12, 2, 8, 4
900, -0.001562, 10.023343, 10, 2, 8, 2
910, 0.019271, 10.020822, 13, 1, 13, 0
920, 0.025233, 10.018448, 19, 2, 18, 1
930, 0.005962, 10.016231, 18, 1, 18, 0
940, -0.021671, 10.014204, 18, 2, 17, 1
950, -0.039352, 10.012350, 15, 1, 15, 0
960, -0.047547, 10.010656, 17, 3, 15, 1
970, -0.047113, 10.009136, 18, 3, 14, 3
980, -0.046462, 10.007816, 12, 2, 9, 3
990, -0.043847, 10.006665, 14, 2, 10, 4
