time,black_car_angle,distance_sensors,num_pixel_black,agglomerate_count,agglomerate_size_1,agglomerate_size_2
10, -0.041667, 10.717288, 5, 1, 5, 0
20, 99999.990000, 10.717619, 0, 1, 0, 0
30, -0.012500, 10.718491, 15, 2, 14, 1
40, -0.033085, 10.719863, 21, 2, 20, 1
50, 99999.990000, 10.722030, 0, 2, 0, 0
60, -0.021107, 10.724849, 19, 2, 17, 2
70, -0.043243, 10.728053, 20, 1, 20, 0
80, 99999.990000, 10.731463, 0, 1, 0, 0
90, -0.022135, 10.734931, 20, 1, 20, 0
100, -0.044271, 10.738344, 20, 1, 20, 0
110, 99999.990000, 10.741623, 0, 1, 0, 0
120, 99999.990000, 10.744706, 0, 1, 0, 0
130, -0.013715, 10.747564, 15, 2, 14, 1
140, -0.033247, 10.750188, 20, 1, 20, 0
150, -0.052778, 10.752590, 20, 1, 20, 0
160, -0.055990, 10.754785, 20, 1, 20, 0
170, -0.053385, 10.756802, 20, 1, 20, 0
180, -0.049107, 10.758680, 21, 2, 20, 1
190, -0.049107, 10.760460, 20, 1, 20, 0
200, -0.041295, 10.762183, 16, 1, 16, 0
210, -0.031771, 10.763883, 15, 3, 13, 1
220, -0.019010, 10.765597, 5, 2, 3, 2
230, 99999.990000, 10.767354, 0, 2, 0, 0
240, 99999.990000, 10.769181, 0, 2, 0, 0
250, 99999.990000, 10.771099, 0, 2, 0, 0
260, -0.032552, 10.773123, 4, 1, 4, 0
270, -0.061198, 10.775264, 5, 1, 5, 0
280, -0.081055, 10.777522, 8, 2, 7, 1
290, -0.071940, 10.779890, 9, 1, 9, 0
300, -0.064128, 10.782372, 9, 1, 9, 0
310, -0.052517, 10.784984, 18, 2, 17, 1
320, -0.038194, 10.787731, 18, 1, 18, 0
330, -0.025174, 10.790614, 17, 1, 17, 0
340, -0.024740, 10.793629, 17, 1, 17, 0
350, -0.023438, 10.796769, 15, 1, 15, 0
360, -0.029948, 10.800024, 10, 1, 10, 0
370, -0.035156, 10.803348, 9, 1, 9, 0
380, -0.035417, 10.806758, 10, 2, 9, 1
390, -0.032813, 10.810253, 8, 1, 8, 0
400, -0.025868, 10.813836, 9, 2, 8, 1
410, -0.028212, 10.817516, 7, 1, 7, 0
420, -0.026910, 10.821292, 7, 1, 7, 0
430, -0.029948, 10.825177, 6, 1, 6, 0
440, -0.028646, 10.829161, 6, 1, 6, 0
450, -0.024740, 10.833246, 6, 1, 6, 0
460, -0.022135, 10.837432, 6, 1, 6, 0
470, -0.016927, 10.841719, 6, 1, 6, 0
480, -0.014323, 10.846106, 6, 1, 6, 0
490, -0.009115, 10.850597, 6, 1, 6, 0
500, -0.005208, 10.855197, 7, 1, 7, 0
510, 0.000000, 10.859906, 6, 1, 6, 0
520, 0.003906, 10.864726, 7, 1, 7, 0
530, 0.014034, 10.869663, 9, 3, 7, 1
540, 0.019242, 10.874715, 8, 1, 8, 0
550, 0.029369, 10.879876, 9, 3, 7, 1
560, 0.028356, 10.885151, 8, 1, 8, 0
570, 0.038918, 10.890551, 9, 2, 8, 1
580, 0.039207, 10.896067, 9, 1, 9, 0
590, 0.044416, 10.901704, 8, 1, 8, 0
600, 0.042969, 10.907458, 9, 1, 9, 0
610, 0.048177, 10.913340, 9, 1, 9, 0
620, 0.052083, 10.919352, 9, 1, 9, 0
630, 0.057292, 10.925495, 9, 1, 9, 0
640, 0.064236, 10.931762, 12, 3, 10, 1
650, 0.069444, 10.938163, 11, 1, 11, 0
660, 0.074653, 10.944705, 11, 1, 11, 0
670, 0.076823, 10.951387, 12, 1, 12, 0
680, 0.083333, 10.958200, 12, 1, 12, 0
690, 0.088542, 10.965139, 13, 1, 13, 0
700, 0.092448, 10.972222, 13, 1, 13, 0
710, 0.096354, 10.979436, 13, 1, 13, 0
720, 0.098958, 10.986787, 13, 1, 13, 0
