time,black_car_angle,distance_sensors,num_pixel_black,agglomerate_count,agglomerate_size_1,agglomerate_size_2
10, 0.087139, 8.762617, 13, 2, 10, 3
20, 0.186551, 8.763346, 23, 2, 16, 7
30, 0.292529, 8.765026, 23, 2, 22, 1
40, 0.299139, 8.767631, 25, 1, 25, 0
50, 0.301064, 8.770390, 23, 2, 15, 8
60, 0.299253, 8.773332, 23, 1, 23, 0
70, 0.290510, 8.776038, 14, 2, 12, 2
80, 0.297247, 8.778473, 20, 1, 20, 0
90, 0.281622, 8.780591, 21, 1, 21, 0
100, 0.298630, 8.782380, 23, 2, 16, 7
110, 0.296026, 8.783849, 22, 1, 22, 0
120, 0.302536, 8.784944, 26, 1, 26, 0
130, 0.277344, 8.785748, 12, 1, 12, 0
140, 0.272846, 8.786291, 22, 3, 10, 8
150, 0.280224, 8.786627, 21, 2, 16, 5
160, 0.308349, 8.786794, 20, 2, 17, 3
170, 0.308941, 8.786806, 22, 3, 18, 3
180, 0.308693, 8.786678, 21, 3, 17, 3
190, 0.304479, 8.786463, 22, 3, 17, 4
200, 0.302822, 8.786194, 22, 3, 16, 5
210, 0.299735, 8.785907, 19, 3, 8, 7
220, 0.277907, 8.785628, 10, 2, 9, 1
230, 0.253522, 8.785364, 11, 1, 11, 0
240, 0.231250, 8.785148, 14, 1, 14, 0
250, 0.246094, 8.784994, 27, 1, 27, 0
260, 0.264323, 8.784924, 27, 1, 27, 0
270, 0.281250, 8.784876, 27, 1, 27, 0
280, 0.281250, 8.784848, 27, 1, 27, 0
290, 0.283854, 8.784781, 25, 1, 25, 0
300, 0.289062, 8.784706, 23, 1, 23, 0
310, 0.292969, 8.784618, 22, 1, 22, 0
320, 0.295573, 8.784512, 21, 1, 21, 0
330, 0.295573, 8.784370, 21, 1, 21, 0
340, 0.294271, 8.784182, 21, 1, 21, 0
350, 0.291667, 8.783939, 21, 1, 21, 0
360, 0.287760, 8.783630, 22, 1, 22, 0
370, 0.285156, 8.783242, 21, 1, 21, 0
380, 0.279948, 8.782781, 21, 1, 21, 0
390, 0.274740, 8.782271, 22, 1, 22, 0
400, 0.268229, 8.781767, 22, 1, 22, 0
410, 0.263021, 8.781321, 23, 1, 23, 0
420, 0.255208, 8.780870, 24, 1, 24, 0
430, 0.247396, 8.780352, 24, 1, 24, 0
440, 0.239583, 8.779754, 25, 1, 25, 0
450, 0.233073, 8.779055, 25, 1, 25, 0
460, 0.226562, 8.778238, 25, 1, 25, 0
470, 0.220052, 8.776463, 26, 1, 26, 0
480, 0.214844, 8.774013, 25, 1, 25, 0
490, 0.209635, 8.772672, 25, 1, 25, 0
500, 0.205729, 8.771296, 25, 1, 25, 0
510, 0.203125, 8.769869, 23, 1, 23, 0
520, 0.201823, 8.768384, 22, 1, 22, 0
530, 0.200521, 8.766847, 22, 1, 22, 0
540, 0.197917, 8.765256, 21, 1, 21, 0
550, 0.196615, 8.763614, 19, 1, 19, 0
