time,black_car_angle,distance_sensors,num_pixel_black,agglomerate_count,agglomerate_size_1,agglomerate_size_2
10, 0.010541, 10.908472, 21, 2, 20, 1
20, 0.021081, 10.908627, 21, 2, 20, 1
30, 99999.990000, 10.909219, 0, 2, 0, 0
40, 0.013021, 10.910414, 1, 1, 1, 0
50, 0.024740, 10.912554, 20, 1, 20, 0
60, 99999.990000, 10.915417, 0, 1, 0, 0
70, 0.019531, 10.918687, 14, 1, 14, 0
80, 0.031250, 10.922177, 20, 1, 20, 0
90, 99999.990000, 10.925732, 0, 1, 0, 0
100, 0.020833, 10.929233, 13, 1, 13, 0
110, 0.033854, 10.932590, 19, 1, 19, 0
120, 0.048246, 10.935747, 19, 2, 10, 9
130, 99999.990000, 10.938671, 0, 2, 0, 0
140, 99999.990000, 10.941355, 0, 2, 0, 0
150, 99999.990000, 10.943790, 0, 2, 0, 0
160, 99999.990000, 10.946010, 0, 2, 0, 0
170, 99999.990000, 10.948064, 0, 2, 0, 0
180, 99999.990000, 10.949977, 0, 2, 0, 0
190, 99999.990000, 10.951787, 0, 2, 0, 0
200, 99999.990000, 10.953538, 0, 2, 0, 0
210, 99999.990000, 10.955268, 0, 2, 0, 0
220, -0.006510, 10.957015, 4, 1, 4, 0
230, 0.007583, 10.958811, 17, 2, 9, 8
240, 0.021906, 10.960684, 20, 1, 20, 0
250, 0.042739, 10.962659, 20, 1, 20, 0
260, 0.044271, 10.964754, 19, 1, 19, 0
270, 0.045573, 10.966984, 19, 1, 19, 0
280, 0.046875, 10.969357, 19, 1, 19, 0
290, 0.046875, 10.971881, 19, 1, 19, 0
300, 0.048177, 10.974559, 20, 1, 20, 0
310, 0.049479, 10.977391, 20, 1, 20, 0
320, 0.050781, 10.980374, 20, 1, 20, 0
330, 0.050781, 10.983507, 20, 1, 20, 0
340, 0.050781, 10.986783, 20, 1, 20, 0
350, 0.049603, 10.990198, 21, 2, 20, 1
360, 0.049603, 10.993745, 20, 1, 20, 0
370, 0.050905, 10.997418, 19, 1, 19, 0
380, 0.053385, 11.001213, 19, 1, 19, 0
390, 0.054688, 11.005126, 19, 1, 19, 0
400, 0.055990, 11.009140, 20, 1, 20, 0
410, 0.057292, 11.013253, 20, 1, 20, 0
420, 0.057416, 11.017459, 21, 2, 20, 1
430, 0.057416, 11.021767, 20, 1, 20, 0
440, 0.057416, 11.026168, 20, 1, 20, 0
450, 0.059896, 11.030656, 19, 1, 19, 0
460, 0.061198, 11.035228, 19, 1, 19, 0
470, 0.062500, 11.039885, 19, 1, 19, 0
480, 0.063802, 11.044630, 20, 1, 20, 0
490, 0.063926, 11.049463, 21, 2, 20, 1
500, 0.064050, 11.054376, 21, 2, 20, 1
510, 0.064050, 11.059375, 20, 1, 20, 0
520, 0.065228, 11.064459, 20, 1, 20, 0
530, 0.066406, 11.069631, 20, 1, 20, 0
540, 0.067708, 11.074884, 19, 1, 19, 0
550, 0.069010, 11.080227, 19, 1, 19, 0
560, 0.070312, 11.085658, 19, 1, 19, 0
570, 0.070312, 11.091162, 19, 1, 19, 0
580, 0.070312, 11.096748, 19, 1, 19, 0
590, 0.069141, 11.102415, 20, 2, 19, 1
600, 0.067969, 11.108172, 20, 2, 19, 1
610, 0.069271, 11.114012, 20, 1, 20, 0
620, 0.071745, 11.119941, 20, 1, 20, 0
630, 0.074219, 11.125960, 20, 1, 20, 0
640, 0.079427, 11.132066, 16, 1, 16, 0
650, 0.085938, 11.138256, 15, 1, 15, 0
660, 0.093750, 11.144533, 14, 1, 14, 0
670, 0.097656, 11.150891, 13, 1, 13, 0
680, 0.100260, 11.157335, 13, 1, 13, 0
690, 0.102865, 11.163862, 12, 1, 12, 0
700, 0.104167, 11.170467, 12, 1, 12, 0
710, 0.105469, 11.177148, 12, 1, 12, 0
720, 0.104167, 11.183907, 5, 2, 3, 2
730, 0.104167, 11.190446, 4, 2, 2, 2
740, 0.104167, 11.196429, 2, 2, 1, 1
750, 99999.990000, 11.201499, 0, 2, 0, 0
760, 99999.990000, 11.205373, 0, 2, 0, 0
770, 99999.990000, 11.207977, 0, 2, 0, 0
780, 99999.990000, 11.209523, 0, 2, 0, 0
790, 99999.990000, 11.210253, 0, 2, 0, 0
800, 0.002604, 11.210381, 3, 1, 3, 0
810, 0.010417, 11.210086, 7, 1, 7, 0
820, 0.033854, 11.209494, 19, 1, 19, 0
830, 0.054688, 11.208702, 19, 1, 19, 0
840, 0.078125, 11.207745, 13, 1, 13, 0
850, 99999.990000, 11.206639, 0, 1, 0, 0
860, 0.001302, 11.205405, 4, 1, 4, 0
870, 0.022547, 11.204088, 19, 2, 18, 1
880, 0.044682, 11.202691, 20, 1, 20, 0
890, 0.074630, 11.201228, 11, 1, 11, 0
900, 99999.990000, 11.199717, 0, 1, 0, 0
910, 0.002604, 11.198188, 5, 1, 5, 0
920, 0.020833, 11.196698, 17, 1, 17, 0
930, 0.041667, 11.195261, 19, 1, 19, 0
940, 0.065104, 11.193887, 15, 1, 15, 0
950, 0.078125, 11.192587, 11, 1, 11, 0
960, 0.101562, 11.191331, 1, 1, 1, 0
970, 99999.990000, 11.190210, 0, 1, 0, 0
980, -0.001736, 11.189241, 3, 2, 2, 1
990, 0.000000, 11.188459, 6, 2, 5, 1
1000, 0.002604, 11.187821, 7, 1, 7, 0
1010, 0.008247, 11.187370, 8, 1, 8, 0
1020, 0.011719, 11.187074, 9, 1, 9, 0
1030, 0.015625, 11.186901, 8, 1, 8, 0
1040, 0.016927, 11.186827, 7, 1, 7, 0
1050, 0.015951, 11.186877, 8, 2, 7, 1
1060, 0.012416, 11.187045, 7, 2, 6, 1
1070, 0.007729, 11.187326, 5, 2, 4, 1
1080, 0.002195, 11.187716, 2, 1, 2, 0
1090, 99999.990000, 11.188213, 0, 1, 0, 0
1100, 99999.990000, 11.188834, 0, 1, 0, 0
1110, 0.042969, 11.189540, 2, 1, 2, 0
1120, 0.075521, 11.190317, 10, 1, 10, 0
1130, 0.108073, 11.191131, 12, 1, 12, 0
1140, 0.095052, 11.191923, 14, 1, 14, 0
1150, 0.089844, 11.192747, 16, 1, 16, 0
1160, 0.079427, 11.193612, 20, 1, 20, 0
1170, 0.071615, 11.194513, 20, 1, 20, 0
1180, 0.067708, 11.195437, 19, 1, 19, 0
1190, 0.069010, 11.196366, 19, 1, 19, 0
1200, 0.066406, 11.197284, 16, 1, 16, 0
1210, 0.057292, 11.198182, 12, 1, 12, 0
1220, 0.042969, 11.199060, 8, 1, 8, 0
1230, 0.032552, 11.199919, 8, 1, 8, 0
1240, 0.026042, 11.200754, 7, 1, 7, 0
1250, 0.024740, 11.201559, 7, 1, 7, 0
1260, 0.022135, 11.202326, 6, 1, 6, 0
1270, 0.020833, 11.203058, 6, 1, 6, 0
1280, 0.026414, 11.203748, 7, 2, 6, 1
1290, 0.027716, 11.204400, 5, 1, 5, 0
1300, 0.029018, 11.205017, 5, 1, 5, 0
1310, 0.024740, 11.205599, 6, 1, 6, 0
1320, 0.025112, 11.206158, 7, 2, 6, 1
1330, 0.027716, 11.206693, 7, 1, 7, 0
1340, 0.030320, 11.207205, 8, 1, 8, 0
1350, 0.033854, 11.207693, 8, 1, 8, 0
1360, 0.036458, 11.208160, 9, 1, 9, 0
1370, 0.039062, 11.208609, 10, 1, 10, 0
1380, 0.048177, 11.209043, 15, 1, 15, 0
1390, 0.059896, 11.209461, 18, 1, 18, 0
1400, 0.072917, 11.209861, 18, 1, 18, 0
1410, 0.080729, 11.210239, 19, 1, 19, 0
1420, 0.084635, 11.210604, 19, 1, 19, 0
1430, 0.085938, 11.210961, 19, 1, 19, 0
1440, 0.085938, 11.211318, 19, 1, 19, 0
1450, 0.085938, 11.211674, 19, 1, 19, 0
1460, 0.085938, 11.212029, 19, 1, 19, 0
1470, 0.085938, 11.212383, 19, 1, 19, 0
1480, 0.085938, 11.212733, 19, 1, 19, 0
1490, 0.084635, 11.213082, 20, 1, 20, 0
1500, 0.083333, 11.213429, 20, 1, 20, 0
1510, 0.082031, 11.213777, 20, 1, 20, 0
1520, 0.082031, 11.214123, 20, 1, 20, 0
1530, 0.082031, 11.214468, 20, 1, 20, 0
1540, 0.082031, 11.214812, 20, 1, 20, 0
1550, 0.082031, 11.215153, 20, 1, 20, 0
1560, 0.082031, 11.215492, 20, 1, 20, 0
1570, 0.080729, 11.215828, 19, 1, 19, 0
1580, 0.079427, 11.216162, 19, 1, 19, 0
1590, 0.078125, 11.216493, 19, 1, 19, 0
1600, 0.078125, 11.216814, 19, 1, 19, 0
1610, 0.078125, 11.217129, 19, 1, 19, 0
1620, 0.078125, 11.217434, 19, 1, 19, 0
1630, 0.078125, 11.217731, 19, 1, 19, 0
1640, 0.078125, 11.218016, 19, 1, 19, 0
1650, 0.076823, 11.218292, 20, 1, 20, 0
1660, 0.075521, 11.218560, 20, 1, 20, 0
1670, 0.072917, 11.218819, 19, 1, 19, 0
1680, 0.071615, 11.219070, 19, 1, 19, 0
1690, 0.070312, 11.219313, 19, 1, 19, 0
1700, 0.070312, 11.219551, 19, 1, 19, 0
1710, 0.070312, 11.219786, 19, 1, 19, 0
1720, 0.070312, 11.220013, 19, 1, 19, 0
1730, 0.069010, 11.220225, 20, 1, 20, 0
1740, 0.067708, 11.220422, 20, 1, 20, 0
1750, 0.065104, 11.220603, 19, 1, 19, 0
1760, 0.063802, 11.220766, 19, 1, 19, 0
1770, 0.062500, 11.220907, 19, 1, 19, 0
1780, 0.062500, 11.221028, 19, 1, 19, 0
1790, 0.062500, 11.221125, 19, 1, 19, 0
1800, 0.061198, 11.221198, 20, 1, 20, 0
1810, 0.058594, 11.221127, 19, 1, 19, 0
1820, 0.055990, 11.220934, 19, 1, 19, 0
1830, 0.054688, 11.220758, 19, 1, 19, 0
1840, 0.054688, 11.220734, 19, 1, 19, 0
1850, 0.053385, 11.220698, 20, 1, 20, 0
1860, 0.050781, 11.220650, 19, 1, 19, 0
1870, 0.048177, 11.220591, 19, 1, 19, 0
