time,black_car_angle,distance_sensors,num_pixel_black,agglomerate_count,agglomerate_size_1,agglomerate_size_2
10, -0.036458, 12.432272, 1, 1, 1, 0
20, -0.055990, 12.434943, 14, 1, 14, 0
30, -0.069531, 12.437148, 15, 2, 14, 1
40, 99999.990000, 12.439526, 0, 2, 0, 0
50, -0.020833, 12.443017, 13, 1, 13, 0
60, -0.023438, 12.447923, 7, 1, 7, 0
70, 99999.990000, 12.453809, 0, 1, 0, 0
80, -0.018229, 12.460351, 15, 1, 15, 0
90, -0.027344, 12.467275, 12, 1, 12, 0
100, 99999.990000, 12.474352, 0, 1, 0, 0
110, 99999.990000, 12.481397, 0, 1, 0, 0
120, -0.023438, 12.488274, 11, 1, 11, 0
130, -0.042969, 12.494881, 14, 1, 14, 0
140, -0.058594, 12.501157, 17, 1, 17, 0
150, -0.050781, 12.506859, 17, 1, 17, 0
160, -0.046875, 12.512060, 17, 1, 17, 0
170, -0.046875, 12.516799, 17, 1, 17, 0
180, -0.046875, 12.521132, 17, 1, 17, 0
190, -0.048177, 12.525111, 16, 1, 16, 0
200, -0.053385, 12.528802, 13, 1, 13, 0
210, -0.061198, 12.532266, 11, 1, 11, 0
220, -0.070312, 12.535562, 9, 1, 9, 0
230, -0.085938, 12.538743, 1, 1, 1, 0
240, 99999.990000, 12.541856, 0, 1, 0, 0
250, 99999.990000, 12.545088, 0, 1, 0, 0
260, 99999.990000, 12.548474, 0, 1, 0, 0
270, 99999.990000, 12.552024, 0, 1, 0, 0
280, 0.000000, 12.555743, 3, 1, 3, 0
290, -0.002604, 12.559485, 5, 1, 5, 0
300, -0.006510, 12.563253, 6, 1, 6, 0
310, -0.011719, 12.567063, 7, 1, 7, 0
320, -0.014323, 12.570927, 7, 1, 7, 0
330, -0.015625, 12.574851, 7, 1, 7, 0
340, -0.015625, 12.578839, 7, 1, 7, 0
350, -0.016927, 12.582891, 6, 1, 6, 0
360, -0.018229, 12.587007, 6, 1, 6, 0
370, -0.019531, 12.591184, 6, 1, 6, 0
380, -0.018229, 12.595416, 5, 1, 5, 0
390, -0.015625, 12.599703, 4, 1, 4, 0
400, -0.014323, 12.604041, 3, 1, 3, 0
410, -0.013021, 12.608430, 2, 1, 2, 0
420, -0.011719, 12.612869, 1, 1, 1, 0
430, 99999.990000, 12.617351, 0, 1, 0, 0
440, 99999.990000, 12.621998, 0, 1, 0, 0
450, 99999.990000, 12.626803, 0, 1, 0, 0
460, 99999.990000, 12.631744, 0, 1, 0, 0
470, 99999.990000, 12.636814, 0, 1, 0, 0
480, 99999.990000, 12.641998, 0, 1, 0, 0
490, 99999.990000, 12.647286, 0, 1, 0, 0
500, -0.007812, 12.652670, 1, 1, 1, 0
510, -0.015625, 12.657992, 1, 1, 1, 0
520, -0.026042, 12.663275, 1, 1, 1, 0
530, -0.028646, 12.668534, 1, 1, 1, 0
540, -0.031250, 12.673785, 1, 1, 1, 0
550, -0.031250, 12.679043, 1, 1, 1, 0
560, 99999.990000, 12.684301, 0, 1, 0, 0
570, 99999.990000, 12.689699, 0, 1, 0, 0
580, -0.013021, 12.695229, 1, 1, 1, 0
590, -0.028646, 12.700775, 1, 1, 1, 0
600, -0.044271, 12.706308, 1, 1, 1, 0
610, -0.048177, 12.711816, 2, 1, 2, 0
620, -0.049479, 12.717316, 2, 1, 2, 0
630, -0.053385, 12.722820, 2, 1, 2, 0
640, -0.053819, 12.728324, 3, 2, 2, 1
650, -0.057726, 12.733831, 3, 1, 3, 0
660, -0.059028, 12.739346, 3, 1, 3, 0
670, -0.062500, 12.744872, 3, 1, 3, 0
680, -0.065104, 12.750400, 3, 1, 3, 0
690, -0.067708, 12.755926, 3, 1, 3, 0
700, -0.069792, 12.761447, 5, 2, 4, 1
710, -0.071094, 12.766972, 4, 1, 4, 0
720, -0.072396, 12.772485, 4, 1, 4, 0
730, -0.075521, 12.777991, 5, 1, 5, 0
740, -0.078125, 12.783106, 4, 1, 4, 0
750, -0.082031, 12.787441, 5, 1, 5, 0
760, -0.084635, 12.790704, 5, 1, 5, 0
770, -0.087240, 12.792686, 6, 1, 6, 0
780, -0.089844, 12.793258, 7, 1, 7, 0
790, -0.092448, 12.792406, 7, 1, 7, 0
800, -0.095052, 12.790093, 8, 1, 8, 0
810, -0.101562, 12.786286, 12, 1, 12, 0
820, -0.110677, 12.780959, 14, 1, 14, 0
830, -0.121094, 12.774098, 16, 1, 16, 0
840, -0.126302, 12.765692, 16, 1, 16, 0
850, -0.128906, 12.755725, 16, 1, 16, 0
