time,black_car_angle,distance_sensors,num_pixel_black,agglomerate_count,agglomerate_size_1,agglomerate_size_2
10, -0.015625, 9.353895, 15, 1, 15, 0
20, -0.019531, 9.354332, 24, 1, 24, 0
30, -0.023438, 9.355226, 24, 1, 24, 0
40, 0.015625, 9.356479, 3, 1, 3, 0
50, 0.015625, 9.358260, 24, 1, 24, 0
60, 0.015625, 9.360237, 24, 1, 24, 0
70, -0.022656, 9.362272, 10, 2, 7, 3
80, -0.022656, 9.364246, 24, 1, 24, 0
90, 0.000781, 9.366049, 6, 1, 6, 0
100, 0.001302, 9.367605, 16, 1, 16, 0
110, 0.001302, 9.368864, 24, 1, 24, 0
120, -0.022135, 9.369801, 24, 1, 24, 0
130, 0.000000, 9.370411, 12, 2, 6, 6
140, 0.000000, 9.370699, 6, 1, 6, 0
150, -0.003670, 9.370693, 11, 3, 6, 4
160, -0.024503, 9.370419, 20, 2, 14, 6
170, -0.033617, 9.369919, 20, 2, 14, 6
180, -0.039062, 9.369230, 20, 2, 14, 6
190, -0.036258, 9.368395, 13, 3, 7, 4
200, -0.028446, 9.367449, 7, 1, 7, 0
210, -0.010690, 9.366428, 11, 2, 7, 4
220, 0.003533, 9.365367, 13, 3, 7, 5
230, 0.021762, 9.364294, 9, 1, 9, 0
240, 0.027444, 9.363235, 11, 1, 11, 0
250, 0.016927, 9.362202, 24, 1, 24, 0
260, -0.002604, 9.361213, 24, 1, 24, 0
270, -0.019531, 9.360285, 24, 1, 24, 0
280, -0.020833, 9.359424, 25, 1, 25, 0
290, -0.022135, 9.358628, 25, 1, 25, 0
300, -0.024740, 9.357898, 24, 1, 24, 0
310, -0.026042, 9.357231, 24, 1, 24, 0
320, -0.027344, 9.356625, 24, 1, 24, 0
330, -0.027344, 9.356071, 24, 1, 24, 0
340, -0.027344, 9.355566, 24, 1, 24, 0
350, -0.028646, 9.355103, 25, 1, 25, 0
360, -0.031250, 9.354677, 24, 1, 24, 0
370, -0.033854, 9.354278, 24, 1, 24, 0
380, -0.035156, 9.353904, 24, 1, 24, 0
390, -0.035156, 9.353544, 24, 1, 24, 0
400, -0.036458, 9.353194, 25, 1, 25, 0
410, -0.039062, 9.352841, 24, 1, 24, 0
420, -0.041667, 9.352490, 24, 1, 24, 0
430, -0.042969, 9.352132, 24, 1, 24, 0
440, -0.041667, 9.351773, 23, 1, 23, 0
450, -0.037760, 9.351405, 21, 1, 21, 0
460, -0.029948, 9.351033, 18, 1, 18, 0
470, -0.016927, 9.350654, 11, 1, 11, 0
