time,ego_x,ego_y,yaw,cone0_x,cone0_y,cone0_min_dist,cone1_x,cone1_y,cone1_min_dist,cone2_x,cone2_y,cone2_min_dist,speed_car,broken_car_color0,broken_car_color1,broken_car_color2,min_distance_cones
0,31.967516062879273,14.971655666399997,-3.123095953259085,-8.332296957324461,18.075177563621548,38.47555238140135,-7.319590966811165,16.599675120245532,37.4902755982322,-9.307409527172181,19.202919909726003,39.44477765124177,0.013512239443369727,0.6804704473174502,0.4631885203823714,0.23366737621300582,37.4902755982322
1,31.964342427324627,14.971746944930123,-3.123045937112652,-8.332296957324461,18.075177563621548,38.4721860024144,-7.319590966811165,16.599675120245532,37.48698665090486,-9.307409527172181,19.202919909726003,39.44141076348925,0.09773856621425718,0.6804704473174502,0.4631885203823714,0.23366737621300582,37.48698665090486
2,31.95713631241992,14.971800529149762,-3.122990772230456,-8.332296957324461,18.075177563621548,38.46476710318627,-7.319590966811165,16.599675120245532,37.47965311961954,-9.307409527172181,19.202919909726003,39.433992101733935,0.21766805117347868,0.6804704473174502,0.4631885203823714,0.23366737621300582,37.47965311961954
3,31.94557919608546,14.971810087427862,-3.1230173049592627,-8.332296957324461,18.075177563621548,38.45331598893659,-7.319590966811165,16.599675120245532,37.46816047520625,-9.307409527172181,19.202919909726003,39.42253752888345,0.347553681340291,0.6804704473174502,0.4631885203823714,0.23366737621300582,37.46816047520625
4,31.929522212197845,14.971801698460949,-3.123148031831271,-8.332296957324461,18.075177563621548,38.43777214857481,-7.319590966811165,16.599675120245532,37.45241323678653,-9.307409527172181,19.202919909726003,39.406984562212486,0.48240947251326555,0.6804704473174502,0.4631885203823714,0.23366737621300582,37.45241323678653
5,31.909092282403236,14.971825830562544,-3.1233985201822247,-8.332296957324461,18.075177563621548,38.418324323284125,-7.319590966811165,16.599675120245532,37.43257590594497,-9.307409527172181,19.202919909726003,39.38751966707772,0.6141849749551214,0.6804704473174502,0.4631885203823714,0.23366737621300582,37.43257590594497
6,31.884336332254218,14.971966460879127,-3.1237717844319355,-8.332296957324461,18.075177563621548,38.39503304946741,-7.319590966811165,16.599675120245532,37.408704217770605,-9.307409527172181,19.202919909726003,39.364200774052435,0.7459373750991628,0.6804704473174502,0.4631885203823714,0.23366737621300582,37.408704217770605
7,31.855275193353144,14.972287587947598,-3.1242683458909957,-8.332296957324461,18.075177563621548,38.36792275056666,-7.319590966811165,16.599675120245532,37.38082169393768,-9.307409527172181,19.202919909726003,39.33705040380999,0.8791206672842451,0.6804704473174502,0.4631885203823714,0.23366737621300582,37.38082169393768
8,31.823073372788862,14.972834277340224,-3.1248851087737446,-8.332296957324461,18.075177563621548,38.33814689879521,-7.319590966811165,16.599675120245532,37.350086581145376,-9.307409527172181,19.202919909726003,39.307221042627795,0.9823602181013701,0.6804704473174502,0.4631885203823714,0.23366737621300582,37.350086581145376
9,31.787854277982,14.973536186945717,-3.1256427992659437,-8.332296957324461,18.075177563621548,38.30590892177962,-7.319590966811165,16.599675120245532,37.31667023712565,-9.307409527172181,19.202919909726003,39.27491708393938,1.083450937413212,0.6804704473174502,0.4631885203823714,0.23366737621300582,37.31667023712565
10,31.75035659807685,14.974264008086038,-3.1265031111584296,-8.332296957324461,18.075177563621548,38.271795668728295,-7.319590966811165,16.599675120245532,37.28121919622909,-9.307409527172181,19.202919909726003,39.24073128102106,1.164354526949607,0.6804704473174502,0.4631885203823714,0.23366737621300582,37.28121919622909
11,31.71062289939887,14.974985144755511,-3.1274211334552233,-8.332296957324461,18.075177563621548,38.235673921750305,-7.319590966811165,16.599675120245532,37.243670018551285,-9.307409527172181,19.202919909726003,39.20453373498328,1.2445675225119268,0.6804704473174502,0.4631885203823714,0.23366737621300582,37.243670018551285
12,31.66892693510418,14.97548311560102,-3.128333318459022,-8.332296957324461,18.075177563621548,38.19740409304318,-7.319590966811165,16.599675120245532,37.204142664454615,-9.307409527172181,19.202919909726003,39.1663551378847,1.314578885462234,0.6804704473174502,0.4631885203823714,0.23366737621300582,37.204142664454615
13,31.625162843693314,14.97554816083865,-3.1293244230614787,-8.332296957324461,18.075177563621548,38.15698430447523,-7.319590966811165,16.599675120245532,37.16272740653587,-9.307409527172181,19.202919909726003,39.12641874689855,1.386633064609061,0.6804704473174502,0.4631885203823714,0.23366737621300582,37.16272740653587
14,31.5795435334576,14.975158260966005,-3.1303844599983424,-8.332296957324461,18.075177563621548,38.1149407550186,-7.319590966811165,16.599675120245532,37.11917816697697,-9.307409527172181,19.202919909726003,39.0848994621191,1.450461066736525,0.6804704473174502,0.4631885203823714,0.23366737621300582,37.11917816697697
15,31.532378992936465,14.974031479412028,-3.131493201499903,-8.332296957324461,18.075177563621548,38.071513482393996,-7.319590966811165,16.599675120245532,37.07403032297565,-9.307409527172181,19.202919909726003,39.04203193270164,1.5007034017646341,0.6804704473174502,0.4631885203823714,0.23366737621300582,37.07403032297565
16,31.483238099183986,14.972284363437003,-3.1327204234391806,-8.332296957324461,18.075177563621548,38.02650824374793,-7.319590966811165,16.599675120245532,37.02712158983346,-9.307409527172181,19.202919909726003,38.997654182124826,1.5628948295099714,0.6804704473174502,0.4631885203823714,0.23366737621300582,37.02712158983346
17,31.43228279354003,14.970154070728968,-3.1340096702369666,-8.332296957324461,18.075177563621548,37.97989842079427,-7.319590966811165,16.599675120245532,36.978512610897525,-9.307409527172181,19.202919909726003,38.951708313413576,1.6185710940868174,0.6804704473174502,0.4631885203823714,0.23366737621300582,36.978512610897525
18,31.379625226797195,14.967905709746944,-3.135295150160896,-8.332296957324461,18.075177563621548,37.9315757396802,-7.319590966811165,16.599675120245532,36.928196823321365,-9.307409527172181,19.202919909726003,38.90404974609763,1.669074048428144,0.6804704473174502,0.4631885203823714,0.23366737621300582,36.928196823321365
19,31.325113559526226,14.965594195357758,-3.1366115255630453,-8.332296957324461,18.075177563621548,37.881506108071974,-7.319590966811165,16.599675120245532,36.87608619866104,-9.307409527172181,19.202919909726003,38.85466044865581,1.7239670382804924,0.6804704473174502,0.4631885203823714,0.23366737621300582,36.87608619866104
20,31.268569326808876,14.963336059205055,-3.137934242880381,-8.332296957324461,18.075177563621548,37.829428870568215,-7.319590966811165,16.599675120245532,36.821958007076084,-9.307409527172181,19.202919909726003,38.803265929328134,1.7843682003873564,0.6804704473174502,0.4631885203823714,0.23366737621300582,36.821958007076084
21,31.2098080290673,14.961295156793202,-3.139140148035668,-8.332296957324461,18.075177563621548,37.774743051108025,-7.319590966811165,16.599675120245532,36.7654022559316,-9.307409527172181,19.202919909726003,38.74920245167208,1.8496517572954254,0.6804704473174502,0.4631885203823714,0.23366737621300582,36.7654022559316
22,31.149120996874398,14.959711424262839,-3.140236449394603,-8.332296957324461,18.075177563621548,37.71776537776612,-7.319590966811165,16.599675120245532,36.70672403864123,-9.307409527172181,19.202919909726003,38.69278640152949,1.9062146479961386,0.6804704473174502,0.4631885203823714,0.23366737621300582,36.70672403864123
23,31.08632883383781,14.9585939130594,-3.141287724842208,-8.332296957324461,18.075177563621548,37.658535154974984,-7.319590966811165,16.599675120245532,36.6458623359826,-9.307409527172181,19.202919909726003,38.63408844116445,1.969237432320697,0.6804704473174502,0.4631885203823714,0.23366737621300582,36.6458623359826
24,31.021364636470842,14.957895550325132,3.1408949414066076,-8.332296957324461,18.075177563621548,37.59648926992993,-7.319590966811165,16.599675120245532,36.5827431270623,-9.307409527172181,19.202919909726003,38.57302781447618,2.0349440962648346,0.6804704473174502,0.4631885203823714,0.23366737621300582,36.5827431270623
25,30.95418384575851,14.957565713318402,3.139932702822398,-8.332296957324461,18.075177563621548,37.53206129549676,-7.319590966811165,16.599675120245532,36.51733655906689,-9.307409527172181,19.202919909726003,38.509592160294794,2.1025207511573085,0.6804704473174502,0.4631885203823714,0.23366737621300582,36.51733655906689
26,30.88474591311929,14.957557430963604,3.138998231595417,-8.332296957324461,18.075177563621548,37.46529637303014,-7.319590966811165,16.599675120245532,36.44917132970052,-9.307409527172181,19.202919909726003,38.443790288646966,2.171748923129948,0.6804704473174502,0.4631885203823714,0.23366737621300582,36.44917132970052
