time,ego_x,ego_y,yaw,cone0_x,cone0_y,cone0_min_dist,cone1_x,cone1_y,cone1_min_dist,cone2_x,cone2_y,cone2_min_dist,speed_car,broken_car_color0,broken_car_color1,broken_car_color2,min_distance_cones
0,31.95743549057734,14.951783329987189,-3.1288054085928225,-8.29496925980554,17.984010152859874,38.45068809288362,-7.262055692607334,16.54913282681687,37.43670298188961,-9.262416957619164,19.19560905672643,39.41183295464025,0.01139498668758078,0.7190077869039557,0.5024206014216166,0.382203269161845,37.43670298188961
1,31.954125599859346,14.951883101176387,-3.128761202659439,-8.29496925980554,17.984010152859874,38.447229944998625,-7.262055692607334,16.54913282681687,37.433291263760324,-9.262416957619164,19.19560905672643,39.408351638257294,0.10200137743201257,0.7190077869039557,0.5024206014216166,0.382203269161845,37.433291263760324
2,31.946709210209868,14.951985011284497,-3.1287244449171747,-8.29496925980554,17.984010152859874,38.4396906125271,-7.262055692607334,16.54913282681687,37.42579146301499,-9.262416957619164,19.19560905672643,39.40079273451967,0.22427647076634652,0.7190077869039557,0.5024206014216166,0.382203269161845,37.42579146301499
3,31.934862304728583,14.95208705266712,-3.1287601868987744,-8.29496925980554,17.984010152859874,38.42796566692865,-7.262055692607334,16.54913282681687,37.41403321440441,-9.262416957619164,19.19560905672643,39.38908335843356,0.3566954826215319,0.7190077869039557,0.5024206014216166,0.382203269161845,37.41403321440441
4,31.918584360663818,14.952204292296662,-3.1289009052944188,-8.29496925980554,17.984010152859874,38.4121643732839,-7.262055692607334,16.54913282681687,37.39809301854548,-9.262416957619164,19.19560905672643,39.37334823261332,0.48957958263455253,0.7190077869039557,0.5024206014216166,0.382203269161845,37.39809301854548
5,31.898014913109797,14.95240404847095,-3.1291445985333315,-8.29496925980554,17.984010152859874,38.39242016910334,-7.262055692607334,16.54913282681687,37.378001908847054,-9.262416957619164,19.19560905672643,39.3537186179296,0.6190416674108745,0.7190077869039557,0.5024206014216166,0.382203269161845,37.378001908847054
6,31.873163651739194,14.952754021340139,-3.129503010805224,-8.29496925980554,17.984010152859874,38.36878314170883,-7.262055692607334,16.54913282681687,37.35380603965726,-9.262416957619164,19.19560905672643,39.33024907358485,0.7496799784846353,0.7190077869039557,0.5024206014216166,0.382203269161845,37.35380603965726
7,31.844003923369193,14.953318879367856,-3.1299685581923096,-8.29496925980554,17.984010152859874,38.34120183456541,-7.262055692607334,16.54913282681687,37.325498589346985,-9.262416957619164,19.19560905672643,39.30288330408641,0.8832675866428292,0.7190077869039557,0.5024206014216166,0.382203269161845,37.325498589346985
8,31.811648092478137,14.953978967718529,-3.1306026040935855,-8.29496925980554,17.984010152859874,38.31099521183482,-7.262055692607334,16.54913282681687,37.29430346143884,-9.262416957619164,19.19560905672643,39.27297212023399,0.9883231828187455,0.7190077869039557,0.5024206014216166,0.382203269161845,37.29430346143884
9,31.776237481870506,14.954761950506237,-3.131368205992482,-8.29496925980554,17.984010152859874,38.2781805718965,-7.262055692607334,16.54913282681687,37.260295323306195,-9.262416957619164,19.19560905672643,39.240514427702344,1.0907404269969188,0.7190077869039557,0.5024206014216166,0.382203269161845,37.260295323306195
10,31.73851140418262,14.955522642679153,-3.1322251133207675,-8.29496925980554,17.984010152859874,38.24336037376269,-7.262055692607334,16.54913282681687,37.22413965274614,-9.262416957619164,19.19560905672643,39.20609578624333,1.1728029869281698,0.7190077869039557,0.5024206014216166,0.382203269161845,37.22413965274614
11,31.698497097009113,14.956236348085415,-3.133119685460508,-8.29496925980554,17.984010152859874,38.20638054969886,-7.262055692607334,16.54913282681687,37.185765865636306,-9.262416957619164,19.19560905672643,39.16953658732095,1.2545314261359441,0.7190077869039557,0.5024206014216166,0.382203269161845,37.185765865636306
12,31.65647063716325,14.956728986991278,-3.133985519049629,-8.29496925980554,17.984010152859874,38.16729095723214,-7.262055692607334,16.54913282681687,37.145327580561215,-9.262416957619164,19.19560905672643,39.13085764527122,1.3257668559411724,0.7190077869039557,0.5024206014216166,0.382203269161845,37.145327580561215
