time,yellow_line_angle
10, 0.019097
20, 0.038194
30, 0.057292
40, 0.057358
50, 0.057587
60, 0.057815
70, 0.058183
80, 0.058388
90, 0.058977
100, 0.059490
110, 0.059815
120, 0.060127
130, 0.060826
140, 0.061803
150, 0.062523
160, 0.062092
170, 0.062092
180, 0.062708
190, 0.064001
200, 0.064899
210, 0.065337
220, 0.066109
230, 0.067140
240, 0.068142
250, 0.069107
260, 0.070683
270, 0.071696
280, 0.072178
290, 0.072175
300, 0.072494
310, 0.073132
320, 0.073850
330, 0.075466
340, 0.077719
350, 0.079575
360, 0.080567
370, 0.080095
380, 0.079427
390, 0.078911
400, 0.080640
410, 0.083131
420, 0.085349
430, 0.085838
440, 0.085658
450, 0.085658
460, 0.086053
470, 0.087110
480, 0.088256
490, 0.089241
500, 0.089319
510, 0.089214
520, 0.089323
530, 0.090184
540, 0.091246
550, 0.092340
560, 0.092728
570, 0.091979
580, 0.090741
590, 0.089751
600, 0.089751
610, 0.089958
620, 0.089129
630, 0.088568
640, 0.087204
650, 0.086191
660, 0.084934
670, 0.084841
680, 0.085488
690, 0.086325
700, 0.085767
710, 0.083814
720, 0.081064
730, 0.078894
740, 0.078034
750, 0.077560
760, 0.076948
770, 0.075690
780, 0.073434
790, 0.071658
800, 0.070886
810, 0.069592
820, 0.068290
830, 0.065213
840, 0.064115
850, 0.062813
860, 0.063213
870, 0.061809
880, 0.059638
890, 0.057172
900, 0.056218
910, 0.056074
920, 0.053957
930, 0.051590
940, 0.049429
950, 0.048655
960, 0.046702
970, 0.043766
980, 0.041055
990, 0.040160
1000, 0.038867
1010, 0.036784
1020, 0.033749
1030, 0.032304
1040, 0.031204
1050, 0.029280
1060, 0.026854
1070, 0.024613
1080, 0.023276
1090, 0.020371
1100, 0.017697
1110, 0.015629
1120, 0.014023
1130, 0.012040
1140, 0.009506
1150, 0.008200
1160, 0.006101
1170, 0.003427
1180, 0.001222
1190, 0.000562
1200, -0.001102
1210, -0.004232
1220, -0.007406
1230, -0.008971
1240, -0.010244
1250, -0.011915
1260, -0.013605
1270, -0.014574
1280, -0.015334
1290, -0.015921
1300, -0.017401
1310, -0.018551
1320, -0.019903
1330, -0.020123
1340, -0.020855
1350, -0.020784
1360, -0.021173
1370, -0.021517
1380, -0.022688
1390, -0.023698
1400, -0.024674
1410, -0.025832
1420, -0.026856
1430, -0.027749
1440, -0.028009
1450, -0.028125
1460, -0.028125
1470, -0.028248
1480, -0.028024
1490, -0.027841
1500, -0.027836
1510, -0.027840
1520, -0.027950
1530, -0.026871
1540, -0.026628
1550, -0.026390
1560, -0.027429
1570, -0.028160
1580, -0.028056
1590, -0.028481
1600, -0.028700
1610, -0.029671
1620, -0.029183
1630, -0.029183
1640, -0.029183
1650, -0.029980
1660, -0.030234
1670, -0.030574
1680, -0.030727
1690, -0.030699
1700, -0.030611
1710, -0.030530
1720, -0.030132
1730, -0.029253
1740, -0.028214
1750, -0.027741
1760, -0.027760
1770, -0.027760
1780, -0.027760
1790, -0.027660
1800, -0.027731
1810, -0.027801
1820, -0.027660
1830, -0.027522
1840, -0.027201
1850, -0.026827
1860, -0.026083
1870, -0.025446
1880, -0.024860
1890, -0.024562
1900, -0.024637
1910, -0.024867
1920, -0.025239
1930, -0.025222
1940, -0.025579
1950, -0.025198
1960, -0.024694
1970, -0.023189
1980, -0.021959
1990, -0.020659
2000, -0.019932
2010, -0.019310
2020, -0.018851
2030, -0.018428
2040, -0.018119
2050, -0.017704
2060, -0.017131
2070, -0.016607
2080, -0.016372
2090, -0.016462
2100, -0.016167
2110, -0.016380
2120, -0.016020
2130, -0.015152
2140, -0.013256
2150, -0.011801
2160, -0.011178
2170, -0.010882
2180, -0.010406
2190, -0.010248
2200, -0.009040
2210, -0.008472
2220, -0.008038
2230, -0.008663
2240, -0.008223
2250, -0.006971
2260, -0.005844
2270, -0.005285
2280, -0.004946
2290, -0.004305
2300, -0.003515
2310, -0.002719
2320, -0.002221
2330, -0.001381
2340, -0.000947
2350, -0.000556
2360, -0.000678
2370, -0.000531
2380, -0.000192
2390, 0.000660
2400, 0.001826
2410, 0.003050
2420, 0.003868
2430, 0.004279
2440, 0.004484
2450, 0.004705
2460, 0.005005
2470, 0.005336
2480, 0.005620
2490, 0.006043
2500, 0.006668
2510, 0.007430
2520, 0.008062
2530, 0.008344
2540, 0.008511
2550, 0.008409
2560, 0.008187
2570, 0.008158
2580, 0.008001
2590, 0.007896
2600, 0.007723
2610, 0.007992
2620, 0.008430
2630, 0.008754
2640, 0.009241
2650, 0.009577
2660, 0.009472
2670, 0.009032
2680, 0.008759
2690, 0.008276
2700, 0.007716
2710, 0.007482
2720, 0.007566
2730, 0.007894
2740, 0.007975
2750, 0.008143
2760, 0.007969
2770, 0.008227
2780, 0.008647
2790, 0.009388
2800, 0.009619
2810, 0.009635
2820, 0.009717
2830, 0.009990
2840, 0.010597
2850, 0.011167
2860, 0.011632
2870, 0.012364
2880, 0.012832
2890, 0.012798
2900, 0.012188
2910, 0.011381
2920, 0.011129
2930, 0.010981
2940, 0.010691
2950, 0.010398
2960, 0.009947
2970, 0.010349
2980, 0.010602
2990, 0.011056
3000, 0.010792
3010, 0.010441
3020, 0.010155
3030, 0.010065
3040, 0.010129
3050, 0.010132
3060, 0.009676
3070, 0.009169
3080, 0.008607
3090, 0.008210
3100, 0.007737
3110, 0.007043
3120, 0.006450
3130, 0.005833
3140, 0.005543
3150, 0.005444
3160, 0.005493
3170, 0.005256
3180, 0.005164
3190, 0.005305
3200, 0.005784
3210, 0.006151
3220, 0.005844
3230, 0.005198
3240, 0.004620
3250, 0.004331
3260, 0.004227
3270, 0.003939
3280, 0.003650
3290, 0.003466
3300, 0.003071
3310, 0.002690
3320, 0.002368
3330, 0.002440
3340, 0.002480
3350, 0.001984
3360, 0.001488
3370, 0.001204
3380, 0.000989
