time,yellow_line_angle
10, -0.035846
20, -0.071691
30, -0.107203
40, -0.106550
50, -0.105973
60, -0.105965
70, -0.105730
80, -0.105574
90, -0.105275
100, -0.104821
110, -0.104372
120, -0.103543
130, -0.102892
140, -0.101897
150, -0.100701
160, -0.100219
170, -0.099923
180, -0.100116
190, -0.100116
200, -0.100116
210, -0.100116
220, -0.100116
230, -0.100116
240, -0.100116
250, -0.100097
260, -0.099904
270, -0.099986
280, -0.100086
290, -0.100402
300, -0.100302
310, -0.100202
320, -0.099500
330, -0.099229
340, -0.098528
350, -0.098062
360, -0.097098
370, -0.096081
380, -0.095469
390, -0.094152
400, -0.093137
410, -0.092190
420, -0.091895
430, -0.091501
440, -0.091182
450, -0.090768
460, -0.089573
470, -0.087857
480, -0.086217
490, -0.085180
500, -0.084033
510, -0.083080
520, -0.081778
530, -0.080935
540, -0.079381
550, -0.078029
560, -0.075625
570, -0.073718
580, -0.071715
590, -0.070813
600, -0.069311
610, -0.068009
620, -0.065943
630, -0.064241
640, -0.062518
650, -0.060625
660, -0.058739
670, -0.056386
680, -0.054836
690, -0.053358
700, -0.051795
710, -0.049398
720, -0.046975
730, -0.044849
740, -0.042446
750, -0.039820
760, -0.038136
770, -0.036882
780, -0.034971
790, -0.032489
800, -0.029873
810, -0.028077
820, -0.025994
830, -0.024235
840, -0.021424
850, -0.019355
860, -0.016581
870, -0.015168
880, -0.012878
890, -0.011344
900, -0.009009
910, -0.006161
920, -0.003505
930, -0.001587
940, -0.000101
950, 0.002580
960, 0.005579
970, 0.007598
980, 0.008813
990, 0.010723
1000, 0.013538
1010, 0.015535
1020, 0.016161
1030, 0.016422
1040, 0.017612
1050, 0.019754
1060, 0.021660
1070, 0.022925
1080, 0.023365
1090, 0.023706
1100, 0.023777
1110, 0.024119
1120, 0.025366
1130, 0.026525
1140, 0.027995
1150, 0.028483
1160, 0.029364
1170, 0.030017
1180, 0.030828
1190, 0.031899
1200, 0.032244
1210, 0.032576
1220, 0.032983
1230, 0.033505
1240, 0.034027
1250, 0.034425
1260, 0.034768
1270, 0.035238
1280, 0.035386
1290, 0.036298
1300, 0.036825
1310, 0.037328
1320, 0.037344
1330, 0.037562
1340, 0.037500
1350, 0.037429
1360, 0.037216
1370, 0.037175
1380, 0.037002
1390, 0.036685
1400, 0.036489
1410, 0.036402
1420, 0.037090
1430, 0.037795
1440, 0.038663
1450, 0.038984
1460, 0.039315
1470, 0.039315
1480, 0.039404
1490, 0.039685
1500, 0.039946
1510, 0.040580
1520, 0.040652
1530, 0.040578
1540, 0.039769
1550, 0.039441
1560, 0.038849
1570, 0.038296
1580, 0.037127
1590, 0.036350
1600, 0.035682
1610, 0.035030
1620, 0.034529
1630, 0.034122
1640, 0.034262
1650, 0.034384
1660, 0.034575
1670, 0.035002
1680, 0.035214
1690, 0.035349
1700, 0.035060
1710, 0.035165
1720, 0.034817
1730, 0.034459
1740, 0.033606
1750, 0.032900
1760, 0.031814
1770, 0.030884
1780, 0.029937
1790, 0.029021
1800, 0.028254
1810, 0.027377
1820, 0.026856
1830, 0.026626
1840, 0.026606
1850, 0.026637
1860, 0.025848
1870, 0.025114
1880, 0.024243
1890, 0.023286
1900, 0.022035
1910, 0.020668
1920, 0.019495
1930, 0.018327
1940, 0.017259
1950, 0.016727
1960, 0.016939
1970, 0.017016
1980, 0.016821
1990, 0.016149
2000, 0.015613
2010, 0.015556
2020, 0.014217
2030, 0.012733
2040, 0.010937
2050, 0.010592
2060, 0.010648
2070, 0.010362
2080, 0.010075
2090, 0.009647
2100, 0.008758
2110, 0.007070
2120, 0.005173
2130, 0.003719
2140, 0.002393
2150, 0.001649
2160, 0.001500
2170, 0.002174
2180, 0.002398
2190, 0.001842
2200, -0.000052
2210, -0.002321
2220, -0.004220
2230, -0.004787
2240, -0.004754
2250, -0.004530
2260, -0.004083
2270, -0.003786
2280, -0.002975
2290, -0.002975
2300, -0.002895
2310, -0.003659
2320, -0.004910
2330, -0.006002
2340, -0.007065
2350, -0.007220
2360, -0.007655
2370, -0.008571
2380, -0.009725
2390, -0.010797
2400, -0.011029
2410, -0.011336
2420, -0.011710
2430, -0.011975
2440, -0.011934
2450, -0.011721
2460, -0.011719
2470, -0.011619
2480, -0.011550
2490, -0.011451
2500, -0.011380
2510, -0.011550
2520, -0.011821
2530, -0.012163
2540, -0.012336
2550, -0.012336
2560, -0.012236
2570, -0.012319
2580, -0.012403
2590, -0.012473
