time,ego_x,ego_y,ego_heading,ego_vel_lin,ego_vel_lin_x,ego_vel_lin_y,ego_vel_ang_x,ego_vel_ang_y,lead_x,lead_y,lead_heading,lead_vel_lin,lead_vel_lin_x,lead_vel_lin_y,lead_vel_ang_x,lead_vel_ang_y,distance_true,direction,ob_color_1,ob_color_2,ob_color_3,color_dist_from_black,dist_obst_follower,dist_obst_lead,ob_pos_x,ob_pos_y,gamma
10,-62.75554113721984,-105.59614131585283,0.033920581361084945,0.2004460657274324,0.19999243836257466,0.013477754390028206,0.006850076870306906,-0.051378248103408415,-55.80146420749797,-104.64358012752442,0.020468963673019702,0.20559417707857697,0.2042370327038014,0.02358389537297905,-0.047816284548029823,-0.16303813157087052,7.0190140876051546,L,0.0,0.5,0.0,0.5,102.95984926531398,97.23011357165879,13.833333333333334,-36.785714285714285,2.0190140876051546
20,-62.750873039419695,-105.59597936662036,0.03403296787535433,0.4562253625175651,0.4552511680263547,0.029798580753510457,0.009652622840627224,-0.1094853298278069,-55.79727290968953,-104.64330967677496,0.020532423801668854,0.40051609556604667,0.3987198964662579,0.03788914052083002,-0.026333426585691978,-0.1931007541211882,7.018556425799642,L,0.0,0.5,0.0,0.5,102.9562686107504,97.22692311303383,13.833333333333334,-36.785714285714285,2.018556425799642
30,-62.743714125654634,-105.59576470642838,0.034227964400411426,0.700341282028161,0.6988513868253905,0.04565797241530351,0.010749092479706908,-0.15738756751163055,-55.79073410664046,-104.64298345074872,0.020619328058305426,0.6311402422064458,0.6295193657814526,0.04520368832881545,-0.01347625789747594,-0.22439758635762236,7.017957200352885,L,0.0,0.5,0.0,0.5,102.95080007672263,97.22201265876957,13.833333333333334,-36.785714285714285,2.0179572003528854
40,-62.734020278852206,-105.59542871647848,0.034443611193045835,0.9493663242584354,0.9474619206763979,0.06010263308844084,0.01416363016731871,-0.1994448293122038,-55.78184837014581,-104.64264440703663,0.020721559319872452,0.862114591481752,0.86079636901697,0.04765689806259335,-0.005541026691229455,-0.24868170422102476,7.017156987592977,L,0.0,0.5,0.0,0.5,102.94336520250725,97.21541281658192,13.833333333333334,-36.785714285714285,2.017156987592977
50,-62.72200772538453,-105.59503214756533,0.034753838672768246,1.177690737033214,1.1750908719698487,0.07821070711210566,0.01591743526411979,-0.22960467265602882,-55.77106709821872,-104.64232500390375,0.020840502947291808,1.0495868137957118,1.0485189805941761,0.047333149352054356,-0.000510039532258812,-0.25718498708193693,7.015926631883204,L,0.0,0.5,0.0,0.5,102.93416570424937,97.20746976233745,13.833333333333334,-36.785714285714285,2.015926631883204
60,-62.70809396349269,-105.59457881723536,0.035182586734685765,1.3659037332233874,1.3623138499321525,0.09896455282889689,0.018324187415067916,-0.2443683950905375,-55.7587893850973,-104.64202557069814,0.020980310785752188,1.1987519718789064,1.1978089038733535,0.04754071818222658,0.004278454920573475,-0.2524445021712811,7.014284839582419,L,0.0,0.5,0.0,0.5,102.9235149552935,97.19846977016529,13.833333333333334,-36.785714285714285,2.0142848395824187
70,-62.692674730931515,-105.59407588256927,0.035697490087330495,1.5159003683957586,1.5115303227465167,0.11502178193806539,0.018549773574842568,-0.24551738900602438,-55.74533360885328,-104.6417387100863,0.021137197573389582,1.317464626939307,1.3165886623915903,0.048034750943987944,0.008738615953985854,-0.2372701623807352,7.012310229632751,L,0.0,0.5,0.0,0.5,102.91171233584384,97.18863587957546,13.833333333333334,-36.785714285714285,2.0123102296327513
80,-62.67608846740308,-105.59352650175002,0.03627968163212609,1.6333640062206294,1.6283096823423195,0.12839608719645057,0.018016742010073448,-0.23534500323446644,-55.73094016024251,-104.64145789451919,0.021305843489760334,1.4132785564401755,1.412444149579018,0.04855720763831697,0.012611976826360168,-0.2143866047351616,7.0101012575661,L,0.0,0.5,0.0,0.5,102.89901188174858,97.1781358505754,13.833333333333334,-36.785714285714285,2.0101012575660997
90,-62.65860651857849,-105.59293336315764,0.03691949897194506,1.7248658825502599,1.7191497986278825,0.14030781397911413,0.016967302453546773,-0.21637370022533098,-55.71577701796729,-104.64117804105207,0.021480429762054637,1.4931683295029516,1.492366727531186,0.04892045368242116,0.015693033192565906,-0.18632081611747978,7.0077613877552505,L,0.0,0.5,0.0,0.5,102.88561735966687,97.16708656798016,13.833333333333334,-36.785714285714285,2.0077613877552505
100,-62.6404319635115,-105.59229919475798,0.03761176569344172,1.7970205697447557,1.7906375456741743,0.15132781670180592,0.015493850443888325,-0.19108467296864637,-55.699946851582084,-104.64089496959264,0.02165567962510313,1.5633899731844023,1.5626184123240001,0.04911115677265113,0.0179131578603824,-0.15532740215721344,7.005391037520775,L,0.0,0.5,0.0,0.5,102.87168174732221,97.15555876487834,13.833333333333334,-36.785714285714285,2.0053910375207753
